GridcellIndex,IsMarine,GetRealm,GetLatitudeIndex,GetLongitudeIndex,GetCellArea,GetGridcellRealm,GetGridcellLandMask,AvailableWater,GetGridcellHanpp,TemperatureRange,Temp,GroundFrost,Precipitation,TerrestrialNPP,Get_Ecto_max,Get_Endo_C_max,Get_Endo_H_max,Get_Endo_O_max,TotalPrecip,Seasonality,BreedingSeason,AnnualTemperature,SDTemperature,ExpTDevWeight,AET,TotalAET,FractionMonthFrost,FractionYearFrost,FractionYearFire
0,0,2,0,0,12272.1,2,1,700,74.5016,13.8049,21.5721,0,0.618033,0.712598,245988,161499,3.94003e+006,82500,1107.88,0.0366434,0,23.0089,0.851684,0.129289,82.6194,1058.17,0,0,0
1,0,2,0,1,12272.1,2,1,800,36.1227,13.8049,21.4557,0,1.05902,1.09646,245988,161499,3.94003e+006,82500,953.161,0.0718803,1,23.0266,0.907472,0.134408,75.6775,953.161,0,0,0
2,0,2,0,2,12272.1,2,1,800,-4.26321,13.3066,21.541,0,0,1.12598,245988,161499,3.94003e+006,82500,753.489,0.0875421,1,23.4008,0.961275,0.146788,59.1071,753.489,0,0,0
3,0,2,0,3,12272.1,2,1,800,178.975,12.4016,19.123,0,0,1.00787,245988,161499,3.94003e+006,82500,698.126,0.0752499,1,21.3126,1.10511,0.160626,54.7544,698.126,0,0,0
4,0,2,1,0,12286.7,2,1,700,167.342,12.9689,21.3836,0,2.20492,1.33268,200000,161499,3.94003e+006,82500,1070.84,0.0606142,0,22.3887,0.587773,0.114306,82.8059,1042.55,0,0,0
5,0,2,1,1,12286.7,2,1,800,119.103,12.8852,21.3656,0,3.33115,1.06693,245988,161499,3.94003e+006,82500,954.693,0.0748722,1,22.6238,0.625373,0.123945,76.2563,954.693,0,0,0
6,0,2,1,2,12286.7,2,1,800,84.9103,12.5836,21.0541,0,1.14918,1.0374,245988,161499,1.18051e+006,82500,831.369,0.0945462,1,22.6534,0.758268,0.13727,66.2455,831.369,0,0,0
7,0,2,1,3,12286.7,2,1,800,54.41,11.923,18.8361,0,2.1541,1.06693,245988,161499,3.94003e+006,82500,704.867,0.068099,0,20.8261,0.962726,0.152987,55.8807,704.868,0,0,0
8,0,2,2,0,12297.7,2,1,745.783,359.159,12.2164,21.3869,0,9.55574,1.27362,245988,161499,3.94003e+006,82500,1175.34,0.049946,0,22.1854,0.361509,0.107941,90.3085,1098.29,0,0,0
9,0,2,2,1,12297.7,2,1,783.133,327.521,12.9426,21.4721,0,15.4148,1.42126,245988,66492.1,1.18051e+006,82500,1148.22,0.0696979,1,22.569,0.499166,0.118389,92.4551,1128.16,0,0,0
10,0,2,2,2,12297.7,2,1,800,290.205,12.2852,21.359,0,7.0082,1.00787,245988,161499,1.18051e+006,82500,922.052,0.0901567,1,22.6816,0.594711,0.126836,74.7489,922.053,0,0,0
11,0,2,2,3,12297.7,2,1,400,137.605,12.223,19.8541,0,8.15082,1.12598,245988,161499,3.94003e+006,82500,820.026,0.0697646,1,21.6266,0.828708,0.144414,63.1249,820.026,0,0,0
12,0,2,3,0,12305,2,1,800,397.081,10.7148,20.7,0,43.2082,2.2185,245988,161499,3.94003e+006,82500,1967.46,0.0805633,1,21.512,0.345926,0.108491,95.7276,1215.07,0,0,0
13,0,2,3,1,12305,2,1,786.747,541.618,12.3705,21.482,0,38.718,2.26227,200000,66492.1,1.18051e+006,82500,1360,0.081043,1,22.4429,0.424616,0.113608,98.4272,1226.23,0,0,0
14,0,2,3,2,12305,2,1,769.428,610.785,12.3525,21.3721,0,46.7639,2.06876,245988,161499,1.18051e+006,82500,1327.66,0.087069,1,22.6481,0.594834,0.12491,99.6543,1241.77,0,0,0
15,0,2,3,3,12305,2,1,700,819.008,13.3541,18.5557,0,47.8393,2.57283,245988,161499,3.94003e+006,82500,1439.73,0.0896803,1,19.9579,0.642482,0.129831,86.81,1124.41,0,0,0
