GridcellIndex,IsMarine,GetRealm,GetLatitudeIndex,GetLongitudeIndex,GetCellArea,GetGridcellRealm,GetGridcellLandMask,AvailableWater,GetGridcellHanpp,TemperatureRange,Temp,GroundFrost,Precipitation,TerrestrialNPP,Get_Ecto_max,Get_Endo_C_max,Get_Endo_H_max,Get_Endo_O_max,TotalPrecip,Seasonality,BreedingSeason,AnnualTemperature,SDTemperature,ExpTDevWeight,AET,TotalAET,FractionMonthFrost,FractionYearFrost,FractionYearFire
0,0,2,0,0,12272.1,2,1,700,74.5016,10.2525,22.8525,0,164.252,2.60236,245988,161499,3.94003e+006,82500,1107.88,0.133819,1,23.0089,0.851684,0.084375,91.5551,1058.17,0,0,0
1,0,2,0,1,12272.1,2,1,800,36.1227,10.423,22.9738,0,149.21,1.83465,245988,161499,3.94003e+006,82500,953.161,0.120274,1,23.0266,0.907472,0.0810338,79.5534,953.161,0,0,0
2,0,2,0,2,12272.1,2,1,800,-4.26321,10.941,23.5852,0,126.841,1.30315,245988,161499,3.94003e+006,82500,753.489,0.101316,1,23.4008,0.961275,0.0742599,62.9678,753.489,0,0,0
3,0,2,0,3,12272.1,2,1,800,178.975,11.7574,21.8918,0,122.905,1.42126,245988,161499,3.94003e+006,82500,698.126,0.106114,1,21.3126,1.10511,0.0638241,57.4529,698.126,0,0,0
4,0,2,1,0,12286.7,2,1,700,167.342,10.4213,22.2754,0,138.062,2.54331,200000,161499,3.94003e+006,82500,1070.84,0.115677,1,22.3887,0.587773,0.0849115,88.28,1042.55,0,0,0
5,0,2,1,1,12286.7,2,1,800,119.103,10.2115,22.5934,0,129.685,1.68701,245988,161499,3.94003e+006,82500,954.693,0.118387,1,22.6238,0.625373,0.0823143,80.5471,954.693,0,0,0
6,0,2,1,2,12286.7,2,1,800,84.9103,11.0197,22.9066,0,117.952,1.21457,245988,161499,1.18051e+006,82500,831.369,0.110693,1,22.6534,0.758268,0.0740296,69.3946,831.369,0,0,0
7,0,2,1,3,12286.7,2,1,800,54.41,12.3016,21.4082,0,96.3262,1.77559,245988,161499,3.94003e+006,82500,704.867,0.113331,1,20.8261,0.962726,0.0649083,57.9838,704.868,0,0,0
8,0,2,2,0,12297.7,2,1,745.783,359.159,10.6475,22.0951,0,106.587,2.72047,245988,161499,3.94003e+006,82500,1175.34,0.106685,1,22.1854,0.361509,0.0852441,90.9313,1098.29,0,0,0
9,0,2,2,1,12297.7,2,1,783.133,327.521,11.6639,22.7131,0,122.213,2.04134,245988,66492.1,1.18051e+006,82500,1148.22,0.100106,1,22.569,0.499166,0.0782819,93.7081,1128.16,0,0,0
10,0,2,2,2,12297.7,2,1,800,290.205,11.1656,22.923,0,94.4885,1.15551,245988,161499,1.18051e+006,82500,922.052,0.103363,1,22.6816,0.594711,0.0753078,76.5257,922.053,0,0,0
11,0,2,2,3,12297.7,2,1,400,137.605,13.0295,22.1279,0,82.5459,1.8937,245988,161499,3.94003e+006,82500,820.026,0.117331,1,21.6266,0.828708,0.0676781,69.7583,820.026,0,0,0
12,0,2,3,0,12305,2,1,800,397.081,10.9738,21.6164,0,155.666,2.69094,245988,161499,3.94003e+006,82500,1967.46,0.0977196,1,21.512,0.345926,0.0799339,105.429,1215.07,0,0,0
13,0,2,3,1,12305,2,1,786.747,541.618,12.3852,22.6328,0,109.716,2.4078,200000,66492.1,1.18051e+006,82500,1360,0.0862564,1,22.4429,0.424616,0.0774126,104.004,1226.23,0,0,0
14,0,2,3,2,12305,2,1,769.428,610.785,13.1869,23.041,0,98.9459,2.06032,245988,161499,1.18051e+006,82500,1327.66,0.0867139,1,22.6481,0.594834,0.0716151,104.326,1241.77,0,0,0
15,0,2,3,3,12305,2,1,700,819.008,14.6689,20.3426,0,104.716,2.48425,245988,161499,3.94003e+006,82500,1439.73,0.0865926,1,19.9579,0.642482,0.0715648,97.5202,1124.41,0,0,0
