GridcellIndex,Cohort_FunctionalGroupIndex,Cohort_AdultMass,Cohort_Consumed_Autotroph,Cohort_Consumed_Herbivore,Cohort_Consumed_Omnivore,Cohort_Consumed_Carnivore
0,0,442.04,2.87771e+006,0,0,0
0,0,455902,2.65867e+009,0,0,0
0,0,36593,4.87555e+008,0,0,0
0,0,11184.4,5.29916e+008,0,0,0
0,0,2594.96,7.44609e+008,0,0,0
0,0,348711,7.12489e+008,0,0,0
0,0,1504.98,6.39601e+007,0,0,0
0,0,770994,1.05615e+009,0,0,0
0,0,44.6019,3.98409e+010,0,0,0
0,0,439.649,8.68729e+008,0,0,0
0,0,2594.96,6.63929e+009,0,0,0
0,0,453.483,1.17385e+007,0,0,0
0,0,36593,7.02997e+008,0,0,0
0,0,55.7901,5.24359e+010,0,0,0
0,0,84.0499,1.01732e+007,0,0,0
0,0,11320.6,0,0,0,0
0,0,44.7909,0,0,0,0
0,0,1504.98,0,0,0,0
0,0,459.246,0,0,0,0
0,0,84.0499,0,0,0,0
0,0,2.70317e+006,6.02059e+009,0,0,0
0,1,24805.7,0,7.79021e+008,3.15625e+009,7.47159e+009
0,1,25836.5,0,1.40221e+009,4.62243e+010,2.24193e+009
0,2,8410.46,8.29286e+008,3.79626e+008,1.74994e+009,3.45801e+009
0,2,13521.7,2.49253e+008,1.59688e+007,2.24284e+008,1.57845e+007
0,2,7011.96,2.75082e+008,1.18305e+008,8.29005e+008,1.81313e+009
0,2,3461.63,5.69956e+007,4.76843e+006,1.12037e+009,2.94734e+009
0,2,263.68,8.76944e+006,3.10393e+007,1.26235e+010,3.18185e+009
0,2,3413.69,8.39153e+006,6.57366e+006,4.7341e+008,5.27652e+009
0,2,2236.7,318615,241259,1.61065e+008,4.46612e+009
0,2,510.16,1.73271e+007,9.31002e+006,3.62456e+010,1.15135e+011
0,2,44769.6,1.61058e+009,6.04084e+007,2.17037e+008,1.19767e+008
0,2,3475.71,580458,342603,7.73303e+008,1.92457e+009
0,2,2023.3,175163,862449,1.54239e+009,1.03378e+008
0,2,493.439,1.92568e+008,6.50072e+008,3.38579e+011,8.1625e+009
0,2,13521.7,0,0,0,0
0,2,9069.94,0,0,0,0
0,2,252.857,0,0,0,0
0,2,3542.03,0,0,0,0
0,2,2457.55,0,0,0,0
0,3,151.357,7.45763e+006,0,0,0
0,3,392.629,7.98675e+007,0,0,0
0,3,64.9522,1.57544e+009,0,0,0
0,3,246.996,4.99869e+007,0,0,0
0,3,110.696,2.75312e+008,0,0,0
0,3,2.8038,1.25209e+007,0,0,0
0,3,15.7162,0,0,0,0
0,3,36.8055,0,0,0,0
0,4,1996.83,0,7.15519e+006,1.14671e+008,5.22225e+009
0,4,745.316,0,10941.6,545920,4.14319e+006
0,4,14.46,0,8.05473e+011,1.69625e+010,8.61891e+007
0,4,517.032,0,9.5413e+006,1.17487e+009,7.1073e+010
0,4,14.3161,0,722368,1.62744e-017,0
0,4,798.043,0,0,0,0
0,4,111.161,0,0,0,0
0,4,79.2197,0,0,0,0
0,5,1230.76,4.5657e+006,4.58242e+006,3.24424e+008,1.02628e+009
0,5,202.997,117401,80443.2,4.76346e+007,1.58204e+009
0,5,662.522,44989.5,35425.6,3.33923e+007,7.4344e+008
0,5,12.8484,3.92832e+010,4.5091e+009,1.31377e+010,8.14797e+009
0,5,2.28108,3.32474e+009,8333.87,2.58942e-019,0
0,5,212.924,0,0,0,0
0,5,2.15325,0,0,0,0
0,6,407.057,133366,0,0,0
0,6,397.909,209975,0,0,0
0,6,4361.31,6.9171e+006,0,0,0
0,6,29098.3,1.57422e+008,0,0,0
0,6,238.148,508576,0,0,0
0,6,14255.9,7.42617e+008,0,0,0
0,6,1624.31,7.09259e+007,0,0,0
0,6,407.057,3.59231e+006,0,0,0
0,6,1759.23,2.13036e+008,0,0,0
0,6,436.544,576970,0,0,0
0,6,230.921,4.36034e+007,0,0,0
0,6,397.909,9.25305e+006,0,0,0
0,6,1722.42,3.02115e+008,0,0,0
