Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
25369.9,1,1000,H,Ecto,5484.66
25369.9,1,10000,H,Ecto,5.3547e+008
25369.9,1,1000,H,Endo,1.06622e+008
25369.9,1,10000,H,Endo,9.99547e+008
25369.9,1,100000,H,Endo,1.19884e+008
25369.9,1,1000,O,Ecto,456.709
25369.9,1,10000,O,Ecto,2.43239e+007
25369.9,1,1000,O,Endo,7.86461e+009
25369.9,1,10000,O,Endo,4.95265e+008
25369.9,1,1000,C,Ecto,4.59379e+009
25369.9,1,10000,C,Ecto,3.09635e+009
25369.9,1,10000,C,Endo,2.68072e+009
17659.1,1,100,H,Ecto,28942.8
17659.1,1,1000,H,Ecto,7.72791e+006
17659.1,1,1000,H,Endo,149016
17659.1,1,10000,H,Endo,98369.4
17659.1,1,100,O,Ecto,735202
17659.1,1,10000,O,Ecto,1.24682e+006
17659.1,1,100,O,Endo,139586
17659.1,1,1000,O,Endo,3.35155e+006
17659.1,1,10000,O,Endo,89.9846
17659.1,1,100,C,Ecto,292040
17659.1,1,1000,C,Ecto,4.7364e+006
17659.1,1,10000,C,Ecto,29.5803
17659.1,1,10000,C,Endo,513495
3413.69,2,100,H,Ecto,609529
3413.69,2,1000,H,Ecto,1.03051e+007
3413.69,2,10,H,Endo,3.76783
3413.69,2,100,H,Endo,1.66496e+006
3413.69,2,1000,H,Endo,3.90253e+006
3413.69,2,10000,H,Endo,3671.3
3413.69,2,100,O,Ecto,571681
3413.69,2,1000,O,Ecto,3.59319e+006
3413.69,2,10000,O,Ecto,144057
3413.69,2,100,O,Endo,6.36808e+006
3413.69,2,1000,O,Endo,5.2593e+008
3413.69,2,10000,O,Endo,7.81137e+006
3413.69,2,100,C,Ecto,5.51569e+007
3413.69,2,1000,C,Ecto,4.73503e+007
3413.69,2,10000,C,Ecto,52955.2
3413.69,2,10000,C,Endo,341553
44769.6,2,1000,H,Ecto,877185
44769.6,2,10000,H,Ecto,9.99814
44769.6,2,1000,H,Endo,1.78619e+007
44769.6,2,10000,H,Endo,67913.2
44769.6,2,100000,H,Endo,487791
44769.6,2,100,O,Ecto,274.359
44769.6,2,1000,O,Ecto,41.2594
44769.6,2,10000,O,Ecto,707.02
44769.6,2,100,O,Endo,1658.12
44769.6,2,1000,O,Endo,3.83711e+008
44769.6,2,10000,O,Endo,2.77636e+006
44769.6,2,1000,C,Ecto,1.72347e+007
44769.6,2,10000,C,Ecto,22274.7
44769.6,2,10000,C,Endo,1.34799e+007
9069.94,2,100,H,Ecto,66929.7
9069.94,2,1000,H,Ecto,2.03227e+006
9069.94,2,10,H,Endo,128.395
9069.94,2,100,H,Endo,221786
9069.94,2,1000,H,Endo,6.39344e+006
9069.94,2,10000,H,Endo,977.136
9069.94,2,100000,H,Endo,2411.83
9069.94,2,100,O,Ecto,124813
9069.94,2,1000,O,Ecto,1704.63
9069.94,2,10000,O,Ecto,75459.2
9069.94,2,100,O,Endo,1.6811e+006
9069.94,2,1000,O,Endo,2.78367e+008
9069.94,2,10000,O,Endo,613546
9069.94,2,100,C,Ecto,338754
9069.94,2,1000,C,Ecto,9.8606e+006
9069.94,2,10000,C,Ecto,17943.1
2457.55,2,100,H,Ecto,464241
2457.55,2,1000,H,Ecto,5.79804e+007
2457.55,2,10,H,Endo,2.08313e+006
2457.55,2,100,H,Endo,7.15959e+008
2457.55,2,1000,H,Endo,1.51461e+010
2457.55,2,10000,H,Endo,142.205
2457.55,2,100,O,Ecto,2.11707e+007
2457.55,2,1000,O,Ecto,3.08677e+008
2457.55,2,10000,O,Ecto,25863.9
2457.55,2,100,O,Endo,1.37909e+008
2457.55,2,1000,O,Endo,2.00649e+008
2457.55,2,10000,O,Endo,85462.2
2457.55,2,100,C,Ecto,749836
2457.55,2,1000,C,Ecto,3.78166e+008
531.856,2,100,H,Ecto,402598
531.856,2,1000,H,Ecto,139640
531.856,2,10,H,Endo,805614
531.856,2,100,H,Endo,1.51528e+007
531.856,2,1000,H,Endo,2.19424e+009
531.856,2,100,O,Ecto,5.50105e+006
531.856,2,1000,O,Ecto,5.72265e+007
531.856,2,100,O,Endo,3.52775e+007
531.856,2,1000,O,Endo,214299
531.856,2,100,C,Ecto,37326.7
531.856,2,1000,C,Ecto,244360
13521.7,2,100,H,Ecto,13725.9
13521.7,2,1000,H,Ecto,394302
13521.7,2,10,H,Endo,0.0155332
13521.7,2,100,H,Endo,78172
13521.7,2,1000,H,Endo,1.74224e+006
13521.7,2,10000,H,Endo,433.127
13521.7,2,100000,H,Endo,800.21
