Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
25836.5,1,10000,H,Ecto,5.77631e+008
25836.5,1,10000,H,Endo,1.25107e+007
25836.5,1,100000,H,Endo,1.78602e+006
25836.5,1,1000,O,Ecto,22.9015
25836.5,1,10000,O,Ecto,8.85864e+006
25836.5,1,1000,O,Endo,25709.6
25836.5,1,10000,O,Endo,2.24353e+008
25836.5,1,1000,C,Ecto,425473
25836.5,1,10000,C,Ecto,6.62848e+007
25836.5,1,10000,C,Endo,1.07544e+010
25369.9,1,1000,H,Ecto,3.89262e+007
25369.9,1,10000,H,Ecto,5.40255e+006
25369.9,1,1000,H,Endo,4.11625e+008
25369.9,1,10000,H,Endo,2.42815e+008
25369.9,1,1000,O,Ecto,4.09654e+006
25369.9,1,10000,O,Ecto,6.41022e+006
25369.9,1,1000,O,Endo,4.724e+010
25369.9,1,10000,O,Endo,8.03166e+007
25369.9,1,1000,C,Ecto,1.80653e+010
25369.9,1,10000,C,Ecto,6.34732e+007
25369.9,1,10000,C,Endo,2.23916e+008
13521.7,2,100,H,Ecto,41.9191
13521.7,2,1000,H,Ecto,135514
13521.7,2,100,H,Endo,34632.1
13521.7,2,1000,H,Endo,4.27679e+006
13521.7,2,10000,H,Endo,275.299
13521.7,2,100,O,Ecto,9001.08
13521.7,2,1000,O,Ecto,37934.9
13521.7,2,100,O,Endo,158642
13521.7,2,1000,O,Endo,1.13792e+008
13521.7,2,10000,O,Endo,19.3234
13521.7,2,100,C,Ecto,6.31112e+006
13521.7,2,1000,C,Ecto,2.82816e+006
13521.7,2,10000,C,Ecto,8.10099
13521.7,2,10000,C,Endo,4283.83
7011.96,2,100,H,Ecto,354.345
7011.96,2,1000,H,Ecto,81876.7
7011.96,2,100,H,Endo,78078.5
7011.96,2,1000,H,Endo,2.51347e+006
7011.96,2,10000,H,Endo,21.8499
7011.96,2,100,O,Ecto,11608.7
7011.96,2,1000,O,Ecto,17014.9
7011.96,2,100,O,Endo,277247
7011.96,2,1000,O,Endo,4.03849e+007
7011.96,2,10000,O,Endo,8.16778
7011.96,2,100,C,Ecto,5.72727e+006
7011.96,2,1000,C,Ecto,742531
7011.96,2,10000,C,Ecto,0.358992
263.68,2,1,H,Ecto,7.02209
263.68,2,10,H,Ecto,2641.3
263.68,2,100,H,Ecto,14.6345
263.68,2,10,H,Endo,7268.23
263.68,2,10,O,Ecto,12036.4
263.68,2,100,O,Ecto,748.052
263.68,2,100,O,Endo,1147.25
263.68,2,100,C,Ecto,11992.3
3413.69,2,10,H,Ecto,140.067
3413.69,2,100,H,Ecto,71784.3
3413.69,2,1000,H,Ecto,121370
3413.69,2,10,H,Endo,1.10644
3413.69,2,100,H,Endo,1.66121e+006
3413.69,2,1000,H,Endo,1.78072e+006
3413.69,2,10,O,Ecto,70.7442
3413.69,2,100,O,Ecto,140684
3413.69,2,1000,O,Ecto,6093.26
3413.69,2,100,O,Endo,3.34235e+006
3413.69,2,1000,O,Endo,1.25227e+007
3413.69,2,100,C,Ecto,1.1862e+007
3413.69,2,1000,C,Ecto,285391
