Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
24805.7,1,10000,H,Ecto,3.14746e+009
24805.7,1,10000,H,Endo,1.26393e+009
24805.7,1,100000,H,Endo,8.06422e+008
24805.7,1,10000,O,Ecto,2.7485e+010
24805.7,1,1000,O,Endo,1.15355e+010
24805.7,1,10000,O,Endo,4.15781e+008
24805.7,1,1000,C,Ecto,6.67031e+006
24805.7,1,10000,C,Ecto,1.31705e+008
24805.7,1,100000,C,Endo,1.99277e+009
149913,1,10000,H,Endo,1.08688e+007
149913,1,100000,H,Endo,8.10398e+009
149913,1,10000,C,Endo,4.44561e+009
25836.5,1,1000,H,Ecto,7.55765e+006
25836.5,1,10000,H,Ecto,4.13112e+008
25836.5,1,1000,H,Endo,8.07914e+007
25836.5,1,10000,H,Endo,3.33068e+008
25836.5,1,100,O,Ecto,110.241
25836.5,1,1000,O,Ecto,29194.7
25836.5,1,10000,O,Ecto,3.21932e+009
25836.5,1,100,O,Endo,3.42505e+008
25836.5,1,1000,O,Endo,4.64909e+010
25836.5,1,10000,O,Endo,38654.9
25836.5,1,1000,C,Ecto,1.36742e+008
25836.5,1,10000,C,Ecto,4921.07
2236.7,2,100,H,Ecto,296.514
2236.7,2,1000,H,Ecto,2632.7
2236.7,2,10,H,Endo,45098.8
2236.7,2,100,H,Endo,215.99
2236.7,2,1000,H,Endo,4.24864e+006
2236.7,2,10000,H,Endo,575.775
2236.7,2,100,O,Ecto,19665.1
2236.7,2,1000,O,Ecto,15858
2236.7,2,100,O,Endo,6.10231e+007
2236.7,2,1000,O,Endo,3.95309e+006
2236.7,2,100,C,Ecto,2.38991e+008
2236.7,2,1000,C,Ecto,145103
3413.69,2,100,H,Ecto,560.374
3413.69,2,1000,H,Ecto,16001.9
3413.69,2,100,H,Endo,195.062
3413.69,2,1000,H,Endo,1.78054e+007
3413.69,2,10000,H,Endo,13014.1
3413.69,2,100,O,Ecto,37985.7
3413.69,2,1000,O,Ecto,60132.7
3413.69,2,100,O,Endo,2.99324e+008
3413.69,2,1000,O,Endo,1.76682e+007
3413.69,2,100,C,Ecto,2.99928e+008
3413.69,2,1000,C,Ecto,1.01706e+006
8410.46,2,100,H,Ecto,3282.23
8410.46,2,1000,H,Ecto,316792
8410.46,2,100,H,Endo,57.0067
8410.46,2,1000,H,Endo,5.01372e+008
8410.46,2,10000,H,Endo,1.48152e+007
8410.46,2,100,O,Ecto,88588.6
8410.46,2,1000,O,Ecto,11604.6
8410.46,2,100,O,Endo,4.83739e+009
8410.46,2,1000,O,Endo,1.0824e+009
8410.46,2,100,C,Ecto,2.45782e+007
8410.46,2,1000,C,Ecto,6.46055e+007
8410.46,2,10000,C,Endo,3.72e+006
13521.7,2,100,H,Ecto,4.45082
13521.7,2,1000,H,Ecto,20070.7
13521.7,2,10000,H,Ecto,40613.4
13521.7,2,100,H,Endo,0.635656
13521.7,2,1000,H,Endo,83270.6
13521.7,2,10000,H,Endo,3.53623e+006
13521.7,2,100,O,Ecto,100.408
13521.7,2,1000,O,Ecto,184.583
13521.7,2,10000,O,Ecto,49067.4
13521.7,2,100,O,Endo,7230.75
13521.7,2,1000,O,Endo,1.56487e+008
13521.7,2,100,C,Ecto,884.947
13521.7,2,1000,C,Ecto,282543
13521.7,2,10000,C,Endo,1.89529e+007
2472.79,2,100,H,Ecto,143.978
2472.79,2,1000,H,Ecto,41.2245
2472.79,2,10,H,Endo,8485.21
2472.79,2,100,H,Endo,134.312
2472.79,2,1000,H,Endo,440874
2472.79,2,10,O,Ecto,1.06494e+006
2472.79,2,100,O,Ecto,35999.3
2472.79,2,1000,O,Ecto,1807.45
2472.79,2,100,O,Endo,4.20348e+006
2472.79,2,1000,O,Endo,8947.51
2472.79,2,10,C,Ecto,2.29259e+006
2472.79,2,100,C,Ecto,4.33977e+007
2472.79,2,1000,C,Ecto,8433.79
7011.96,2,100,H,Ecto,157012
7011.96,2,1000,H,Ecto,1.57215e+006
7011.96,2,10,H,Endo,188740
7011.96,2,100,H,Endo,22439
7011.96,2,1000,H,Endo,3.47611e+009
7011.96,2,10000,H,Endo,28006.3
7011.96,2,100,O,Ecto,1.4797e+006
7011.96,2,1000,O,Ecto,4.96189e+006
7011.96,2,100,O,Endo,2.9598e+010
7011.96,2,1000,O,Endo,1.22666e+009
7011.96,2,100,C,Ecto,9.9985e+008
7011.96,2,1000,C,Ecto,1.88593e+008
2236.7,2,10,H,Ecto,4.30673e+010
2236.7,2,100,H,Ecto,30.0263
2236.7,2,10,H,Endo,401882
2236.7,2,100,H,Endo,834.155
2236.7,2,1000,H,Endo,512.565
2236.7,2,10,O,Ecto,2.0641e+008
2236.7,2,100,O,Ecto,180655
2236.7,2,1000,O,Ecto,4.32295
2236.7,2,100,O,Endo,59713.4
2236.7,2,1000,O,Endo,2598.39
2236.7,2,10,C,Ecto,1.1502e+009
2236.7,2,100,C,Ecto,9.7414e+007
2236.7,2,1000,C,Ecto,15.6297
468.407,2,10,H,Ecto,7.02075e+010
468.407,2,100,H,Ecto,18.6703
468.407,2,10,H,Endo,485478
468.407,2,100,H,Endo,8.34744
468.407,2,10,O,Ecto,5.28519e+008
468.407,2,100,O,Ecto,111305
468.407,2,1000,O,Ecto,0.265019
468.407,2,100,O,Endo,15706.9
468.407,2,1000,O,Endo,669.461
468.407,2,10,C,Ecto,1.87094e+009
468.407,2,100,C,Ecto,4.71485e+007
468.407,2,1000,C,Ecto,4.28975
252.857,2,1,H,Ecto,5.36399e+010
252.857,2,10,H,Ecto,5.78712e+010
252.857,2,100,H,Ecto,1.41558
252.857,2,10,H,Endo,30169.9
252.857,2,1,O,Ecto,7.64051e+007
252.857,2,10,O,Ecto,8.64901e+008
252.857,2,100,O,Ecto,5261.56
252.857,2,100,O,Endo,18230.3
252.857,2,10,C,Ecto,1.65269e+009
252.857,2,100,C,Ecto,121.233
252.857,2,1000,C,Ecto,0.0257664
3461.63,2,1,H,Ecto,8.5765e+006
3461.63,2,10,H,Ecto,6.78421e+008
3461.63,2,100,H,Ecto,1.35782
3461.63,2,10,H,Endo,600.128
3461.63,2,100,H,Endo,0.527558
3461.63,2,10,O,Ecto,2.57199e+006
3461.63,2,100,O,Ecto,547.783
