Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
24805.7,1,1000,H,Ecto,0.0593225
24805.7,1,10000,H,Ecto,234279
24805.7,1,10000,H,Endo,1914.98
24805.7,1,100000,H,Endo,598.284
24805.7,1,1000,O,Ecto,0.0114713
24805.7,1,10000,O,Ecto,6435.38
24805.7,1,1000,O,Endo,1725.66
24805.7,1,10000,O,Endo,65877.2
24805.7,1,1000,C,Ecto,34.7759
24805.7,1,10000,C,Ecto,15233.8
24805.7,1,10000,C,Endo,6.43448e+007
25836.5,1,1000,H,Ecto,73.0973
25836.5,1,10000,H,Ecto,3.70496e+007
25836.5,1,10000,H,Endo,1.53467e+006
25836.5,1,100000,H,Endo,7403.02
25836.5,1,1000,O,Ecto,12.2748
25836.5,1,10000,O,Ecto,2.13837e+006
25836.5,1,1000,O,Endo,178875
25836.5,1,10000,O,Endo,9.65449e+006
25836.5,1,1000,C,Ecto,27267.2
25836.5,1,10000,C,Ecto,5.79549e+006
25836.5,1,10000,C,Endo,3.98742e+010
25369.9,1,1000,H,Ecto,1.43842e+008
25369.9,1,10000,H,Ecto,8.95568e+007
25369.9,1,1000,H,Endo,4.40864e+010
25369.9,1,10000,H,Endo,9.85801e+009
25369.9,1,1000,O,Ecto,8.3273e+007
25369.9,1,10000,O,Ecto,1.14462e+008
25369.9,1,1000,O,Endo,1.48968e+010
25369.9,1,10000,O,Endo,1.89131e+009
25369.9,1,1000,C,Ecto,5.15342e+009
25369.9,1,10000,C,Ecto,9.23124e+008
25369.9,1,10000,C,Endo,3.61262e+010
24753.2,1,1000,H,Ecto,1.05567e+006
24753.2,1,10000,H,Ecto,21755.3
24753.2,1,1000,H,Endo,7.19882e+008
24753.2,1,10000,H,Endo,9.54277e+007
24753.2,1,1000,O,Ecto,829945
24753.2,1,10000,O,Ecto,58077.1
24753.2,1,1000,O,Endo,4.38125e+008
24753.2,1,10000,O,Endo,1.95903e+006
24753.2,1,100,C,Ecto,1.22403e+007
24753.2,1,1000,C,Ecto,5.44211e+007
24753.2,1,10000,C,Ecto,934126
24753.2,1,10000,C,Endo,5.44927e+009
13521.7,2,100,H,Ecto,155.19
13521.7,2,1000,H,Ecto,148214
13521.7,2,100,H,Endo,67354.1
13521.7,2,1000,H,Endo,3.00321e+006
13521.7,2,10000,H,Endo,7081.69
13521.7,2,100,O,Ecto,21044.3
13521.7,2,1000,O,Ecto,89004.8
13521.7,2,100,O,Endo,120450
13521.7,2,1000,O,Endo,1.70356e+008
13521.7,2,10000,O,Endo,35.7891
13521.7,2,100,C,Ecto,1.50851e+007
13521.7,2,1000,C,Ecto,6.73801e+006
13521.7,2,10000,C,Ecto,67.0318
13521.7,2,10000,C,Endo,11406.6
7011.96,2,100,H,Ecto,506.37
7011.96,2,1000,H,Ecto,124537
7011.96,2,100,H,Endo,162698
7011.96,2,1000,H,Endo,3.66655e+006
7011.96,2,10000,H,Endo,1053.96
7011.96,2,100,O,Ecto,25614.8
7011.96,2,1000,O,Ecto,34479.5
7011.96,2,100,O,Endo,707785
7011.96,2,1000,O,Endo,9.48443e+007
7011.96,2,10000,O,Endo,13.3195
7011.96,2,100,C,Ecto,1.43941e+007
7011.96,2,1000,C,Ecto,2.45198e+006
7011.96,2,10000,C,Ecto,5.14159
263.68,2,1,H,Ecto,119.915
263.68,2,10,H,Ecto,2.89659e+006
263.68,2,100,H,Ecto,23273.3
263.68,2,1000,H,Ecto,538.593
263.68,2,10,H,Endo,1.30146e+006
263.68,2,1000,H,Endo,12937.8
263.68,2,10,O,Ecto,914399
263.68,2,100,O,Ecto,1.28011e+006
263.68,2,100,O,Endo,3.495e+006
263.68,2,100,C,Ecto,3.80992e+006
3413.69,2,100,H,Ecto,1.24128e+006
3413.69,2,1000,H,Ecto,1.45207e+006
3413.69,2,100,H,Endo,9.5617e+006
3413.69,2,1000,H,Endo,5.86127e+007
3413.69,2,10000,H,Endo,159964
3413.69,2,100,O,Ecto,3.29551e+007
3413.69,2,1000,O,Ecto,41282.6
3413.69,2,100,O,Endo,2.26901e+008
3413.69,2,1000,O,Endo,3.22362e+008
3413.69,2,100,C,Ecto,4.21053e+008
3413.69,2,1000,C,Ecto,7.03515e+008
44769.6,2,1000,H,Ecto,325270
44769.6,2,10000,H,Ecto,96.8448
44769.6,2,1000,H,Endo,4.5696e+006
44769.6,2,10000,H,Endo,461630
44769.6,2,100,O,Ecto,6050.68
44769.6,2,1000,O,Ecto,364667
44769.6,2,10000,O,Ecto,463.952
44769.6,2,1000,O,Endo,5.84729e+008
44769.6,2,10000,O,Endo,31703.6
44769.6,2,100,C,Ecto,1.20086e+007
44769.6,2,1000,C,Ecto,3.93495e+007
44769.6,2,10000,C,Ecto,24826.9
44769.6,2,10000,C,Endo,6.91871e+007
13521.7,2,100,H,Ecto,23928.2
13521.7,2,1000,H,Ecto,1.12427e+006
13521.7,2,100,H,Endo,2.94969e+006
13521.7,2,1000,H,Endo,4.49343e+007
13521.7,2,10000,H,Endo,2777.25
13521.7,2,100,O,Ecto,632149
13521.7,2,1000,O,Ecto,237150
13521.7,2,100,O,Endo,8.09502e+006
13521.7,2,1000,O,Endo,5.26601e+008
13521.7,2,10000,O,Endo,6.30099
13521.7,2,100,C,Ecto,1.35346e+008
13521.7,2,1000,C,Ecto,2.09807e+007
13521.7,2,10000,C,Ecto,8.68885
9069.94,2,10,H,Ecto,120.93
9069.94,2,100,H,Ecto,1.70506e+006
9069.94,2,1000,H,Ecto,889534
9069.94,2,10,H,Endo,1924.43
9069.94,2,100,H,Endo,6.72502e+006
9069.94,2,1000,H,Endo,2.51198e+007
9069.94,2,10,O,Ecto,689.018
9069.94,2,100,O,Ecto,2.03096e+007
