GridcellIndex,Cohort_FunctionalGroupIndex,Cohort_AdultMass,Cohort_Consumed_Autotroph,Cohort_Consumed_Herbivore,Cohort_Consumed_Omnivore,Cohort_Consumed_Carnivore
0,0,442.04,5.77421e+006,0,0,0
0,0,455902,2.47856e+009,0,0,0
0,0,36593,5.76181e+008,0,0,0
0,0,11184.4,6.70753e+008,0,0,0
0,0,2594.96,1.07578e+009,0,0,0
0,0,348711,6.72935e+008,0,0,0
0,0,2637.38,2.53527e+010,0,0,0
0,0,1504.98,7.33566e+007,0,0,0
0,0,770994,1.0092e+009,0,0,0
0,0,44.6019,3.86635e+009,0,0,0
0,0,439.649,4.38472e+008,0,0,0
0,0,46.3881,1.32503e+009,0,0,0
0,0,2594.96,3.76064e+009,0,0,0
0,0,11466.1,1.10019e+010,0,0,0
0,0,1504.98,0,0,0,0
0,0,453.483,0,0,0,0
0,0,36593,0,0,0,0
0,0,55.7901,0,0,0,0
0,0,84.0499,7.11509e+009,0,0,0
0,1,24805.7,0,1.60987e+009,2.18822e+010,5.99744e+009
0,1,149913,0,1.48471e+009,7.43732e+008,3.85932e+009
0,1,25836.5,0,4.04809e+009,3.207e+010,2.58487e+009
0,2,2236.7,3.87774e+006,998139,1.46441e+007,3.23625e+008
0,2,3413.69,1.99072e+007,3.70796e+006,5.97536e+007,6.94851e+008
0,2,8410.46,3.16964e+009,1.33229e+008,3.13643e+009,2.45654e+009
0,2,13521.7,3.81439e+008,5.68977e+006,1.00469e+008,2.88927e+007
0,2,7011.96,3.955e+008,8.11212e+007,1.05524e+009,3.86946e+010
0,2,252.857,2.90541e+009,1.34512e+010,1.45922e+010,1.15308e+011
0,2,3461.63,4.85795e+006,4.01617e+006,8.22751e+006,1.71796e+009
0,2,2236.7,5.84672e+008,6.7246e+008,1.56074e+008,1.59917e+010
0,2,263.68,3371,2.4819e+009,1.64905e+009,2.07617e+006
0,2,3413.69,8.67865e+006,5.53476e+006,1.6142e+009,6.13842e+008
0,2,2236.7,106569,3.73506e+008,4.97714e+008,6.09236e+008
0,2,510.16,92857,9.15312e+007,1.5696e+009,6.8188e+008
0,2,44769.6,6.54419e+009,1.75298e+007,3.35493e+008,4.97426e+008
0,2,2450.2,0,0,0,0
0,2,275.01,0,0,0,0
0,2,3475.71,0,0,0,0
0,2,2023.3,0,0,0,0
0,2,493.439,0,0,0,0
0,3,151.357,4.96248e+006,0,0,0
0,3,36.8055,1.09286e+007,0,0,0
0,3,15.706,7.54865e+009,0,0,0
0,3,392.629,6.19998e+007,0,0,0
0,3,64.9522,1.11436e+009,0,0,0
0,3,246.996,3.58075e+007,0,0,0
0,3,110.696,1.56425e+008,0,0,0
0,3,10.3072,5.93907e+011,0,0,0
0,3,2.8038,0,0,0,0
0,4,1996.83,0,9.61324e+006,3.03411e+007,4.95138e+009
0,4,745.316,0,112725,109329,2.79841e+006
0,4,77.7484,0,5.32325e+010,3.4476e+010,2.93199e+010
0,4,772.893,0,737722,1.43762e+006,1.96004e+008
0,4,14.46,0,2.01512e+010,2.76734e+009,1.99278e+008
0,4,111.161,0,7.42492e+010,1.53895e+011,4.42006e+010
0,4,517.032,0,3.75452e+010,4.49386e+009,7.46329e+009
0,4,14.3161,0,0,0,0
0,5,1230.76,1.02441e+007,9.82148e+007,9.11585e+007,7.30129e+008
0,5,202.997,1.78024e+006,6.9291e+008,1.55e+008,2.09869e+008
0,5,3.73346,4.39448e+011,0,0,0
0,5,662.522,1.7124e+006,1.5627e+008,2.49906e+008,9.46376e+007
0,5,12.8484,1.86738e+007,3.74207e+011,2.62246e+011,0
0,5,2.28108,2.32875e+008,0,3.47235e+011,0
0,5,15.5349,0,0,0,0
0,6,407.057,173057,0,0,0
0,6,397.909,288296,0,0,0
0,6,4361.31,1.46937e+007,0,0,0
0,6,29098.3,2.1255e+008,0,0,0
0,6,238.148,708048,0,0,0
0,6,14255.9,6.97264e+008,0,0,0
0,6,1624.31,8.26995e+007,0,0,0
0,6,407.057,2.67078e+006,0,0,0
0,6,1759.23,1.76656e+008,0,0,0
0,6,436.544,381309,0,0,0
0,6,230.921,1.98918e+006,0,0,0
0,6,397.909,6.63218e+006,0,0,0
0,6,1722.42,2.23341e+008,0,0,0
0,7,5584.63,0,2.70988e+007,1.21738e+008,1.83131e+008
0,7,1199.12,0,128372,827252,1.47049e+008
0,7,14854.2,0,1.02463e+007,1.31209e+008,4.61408e+007
0,7,1009.7,0,39734.4,253189,4.50109e+007
0,7,360.048,0,3.06814e+009,1.52446e+010,6.05647e+009
0,7,1009.7,0,4.53839e+009,2.61037e+008,3.71409e+008
0,7,166.654,0,4.56681e+006,5.16871e+006,2.29827e+006
0,7,1628.91,0,1.46581e+007,1.28876e+007,6.89612e+009
0,7,14221.9,0,449377,2.74706e+006,6.13417e+008
0,7,5492.82,0,3.79144e+008,4.92356e+008,1.24225e+008
0,7,154.985,0,3.41568e+006,712583,501.614
0,7,341.826,0,3.22655e+008,6.17528e+007,1.91122e+007
0,7,962.239,0,9.34686e+006,3.37254e+007,2.83445e+007
0,7,978.715,0,0,0,0
0,7,178.317,0,0,0,0
0,8,10676.2,4.45374e+008,1.95658e+007,5.48745e+008,3.52258e+008
0,8,228.681,1.3504e+007,1.90127e+007,6.03833e+006,8.97804e+007
0,8,5733.15,179225,23585,493378,1.63421e+006
0,8,21358.3,5.62269e+008,3.26514e+007,8.07706e+008,7.47186e+008
0,8,733.112,1.05258e+006,1.5105e+006,4.26842e+006,2.98413e+008
0,8,644.023,26392,6491.14,3.92225e+007,1.55922e+007
0,8,106.959,22493.1,8.15151e+008,9.24063e+008,2.36605e+008
0,8,220.5,0,0,0,0
1,0,14814.8,2.59548e+008,0,0,0
1,0,246.704,771997,0,0,0
1,0,1.35136e+006,6.38913e+009,0,0,0
1,0,110692,3.945e+009,0,0,0
1,0,226272,2.91268e+009,0,0,0
1,0,125.154,1.51412e+008,0,0,0
1,0,263.734,8304.34,0,0,0
1,0,304.756,2.41786e+007,0,0,0
1,0,114.823,6.71022e+009,0,0,0
1,0,125.154,6.2412e+008,0,0,0
1,0,14679.4,0,0,0,0
1,0,125.154,0,0,0,0
1,0,251.015,0,0,0,0
1,0,257.467,0,0,0,0
1,1,72971.3,0,1.2964e+009,1.5765e+007,1.64491e+008
1,1,31207.3,0,2.63841e+007,5.07123e+006,3.52395e+008
1,2,1264.87,2.16202e+008,1783.82,16800.7,99148.6
1,2,6765.24,2.80645e+007,160.582,6196.89,6805.54
1,2,13065.4,7.36152e+008,18777.2,1313.26,40770.6
