Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
24805.7,1,1000,H,Ecto,14.4394
24805.7,1,10000,H,Ecto,1.31312e+008
24805.7,1,10000,H,Endo,421436
24805.7,1,100000,H,Endo,471835
24805.7,1,1000,O,Ecto,1.43791
24805.7,1,10000,O,Ecto,4.53866e+006
24805.7,1,1000,O,Endo,605783
24805.7,1,10000,O,Endo,8.32923e+006
24805.7,1,1000,C,Ecto,4693.43
24805.7,1,10000,C,Ecto,587606
24805.7,1,10000,C,Endo,6.2705e+009
25836.5,1,1000,H,Ecto,90831.2
25836.5,1,10000,H,Ecto,4.71055e+010
25836.5,1,1000,H,Endo,2.33651e+006
25836.5,1,10000,H,Endo,2.54708e+008
25836.5,1,1000,O,Ecto,2825.34
25836.5,1,10000,O,Ecto,2.95838e+009
25836.5,1,1000,O,Endo,3.90372e+009
25836.5,1,10000,O,Endo,2.19392e+007
25836.5,1,1000,C,Ecto,2.23733e+007
25836.5,1,10000,C,Ecto,2.52611e+008
25836.5,1,10000,C,Endo,2.77276e+008
8410.46,2,100,H,Ecto,4935.17
8410.46,2,1000,H,Ecto,74925.2
8410.46,2,100,H,Endo,212524
8410.46,2,1000,H,Endo,6.17307e+008
8410.46,2,10000,H,Endo,1.6418e+007
8410.46,2,100,O,Ecto,443794
8410.46,2,1000,O,Ecto,409324
8410.46,2,100,O,Endo,4.18358e+007
8410.46,2,1000,O,Endo,2.6391e+008
8410.46,2,10000,O,Endo,12175.4
8410.46,2,100,C,Ecto,1.39698e+008
8410.46,2,1000,C,Ecto,2.76585e+007
8410.46,2,10000,C,Ecto,91078.6
8410.46,2,10000,C,Endo,32998.4
13521.7,2,100,H,Ecto,352.527
13521.7,2,1000,H,Ecto,20979.3
13521.7,2,10000,H,Ecto,4.81238
13521.7,2,100,H,Endo,778.014
13521.7,2,1000,H,Endo,3.40897e+007
13521.7,2,10000,H,Endo,1.59691e+007
13521.7,2,100,O,Ecto,54268.4
13521.7,2,1000,O,Ecto,213013
13521.7,2,100,O,Endo,1.0642e+007
13521.7,2,1000,O,Endo,5.81541e+007
13521.7,2,10000,O,Endo,697904
13521.7,2,100,C,Ecto,1.81717e+008
13521.7,2,1000,C,Ecto,1.03399e+007
13521.7,2,10000,C,Ecto,168868
13521.7,2,10000,C,Endo,2.91266e+006
7011.96,2,100,H,Ecto,3171.63
7011.96,2,1000,H,Ecto,41017
7011.96,2,100,H,Endo,129187
7011.96,2,1000,H,Endo,3.48726e+008
7011.96,2,10000,H,Endo,1.32088e+007
7011.96,2,100,O,Ecto,253657
7011.96,2,1000,O,Ecto,211569
7011.96,2,100,O,Endo,2.8557e+007
7011.96,2,1000,O,Endo,1.49008e+008
7011.96,2,10000,O,Endo,5524.07
7011.96,2,100,C,Ecto,8.61065e+007
7011.96,2,1000,C,Ecto,1.40658e+007
7011.96,2,10000,C,Ecto,43597
7011.96,2,10000,C,Endo,13592.9
263.68,2,10,H,Ecto,109423
263.68,2,100,H,Ecto,2.48604e+006
263.68,2,1000,H,Ecto,29849.7
263.68,2,10,H,Endo,1.80976e+010
263.68,2,100,H,Endo,60707.3
263.68,2,1000,H,Endo,158687
263.68,2,10,O,Ecto,1.12624e+010
263.68,2,100,O,Ecto,6.15895e+009
263.68,2,100,O,Endo,4.17349e+010
263.68,2,1000,O,Endo,23549.5
263.68,2,100,C,Ecto,1.39838e+010
263.68,2,1000,C,Ecto,3.51862e+006
3413.69,2,100,H,Ecto,387296
3413.69,2,1000,H,Ecto,1.27231e+006
3413.69,2,10,H,Endo,103976
3413.69,2,100,H,Endo,884968
3413.69,2,1000,H,Endo,2.17551e+008
3413.69,2,10000,H,Endo,1.5971e+006
3413.69,2,100,O,Ecto,5.26838e+006
3413.69,2,1000,O,Ecto,11083.2
3413.69,2,100,O,Endo,2.80595e+009
3413.69,2,1000,O,Endo,3.92872e+008
3413.69,2,100,C,Ecto,1.74549e+009
3413.69,2,1000,C,Ecto,4.75343e+008
44769.6,2,1000,H,Ecto,13860.7
44769.6,2,10000,H,Ecto,47942.6
44769.6,2,1000,H,Endo,17690
44769.6,2,10000,H,Endo,2.08823e+007
44769.6,2,100,O,Ecto,7661.83
44769.6,2,1000,O,Ecto,241694
44769.6,2,10000,O,Ecto,23452.1
44769.6,2,1000,O,Endo,1.54819e+008
44769.6,2,10000,O,Endo,52117.5
44769.6,2,100,C,Ecto,1.87062e+007
44769.6,2,1000,C,Ecto,6.12625e+007
44769.6,2,10000,C,Ecto,206030
44769.6,2,10000,C,Endo,2.42465e+007
2023.3,2,10,H,Ecto,5.7422e-017
2023.3,2,100,H,Ecto,9.50638e+006
2023.3,2,1000,H,Ecto,491779
2023.3,2,10,H,Endo,3.69186e+007
2023.3,2,100,H,Endo,9076.08
2023.3,2,1000,H,Endo,4.46375e+006
2023.3,2,100,O,Ecto,1.29218e+008
2023.3,2,100,O,Endo,7.22728e+008
2023.3,2,1000,O,Endo,1.54057e+006
2023.3,2,100,C,Ecto,3.72005e+007
2023.3,2,1000,C,Ecto,9.21245e+007
13521.7,2,10,H,Ecto,5.6126e-019
13521.7,2,100,H,Ecto,696462
13521.7,2,1000,H,Ecto,279868
13521.7,2,10,H,Endo,807444
13521.7,2,100,H,Endo,979683
13521.7,2,1000,H,Endo,3.20218e+007
13521.7,2,10000,H,Endo,8000.52
