Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
7011.96,2,100,H,Ecto,8.45894e+006
7011.96,2,1000,H,Ecto,335390
7011.96,2,10,H,Endo,628997
7011.96,2,100,H,Endo,51083.8
7011.96,2,1000,H,Endo,2.80837e+007
7011.96,2,10,O,Ecto,60584.8
7011.96,2,100,O,Ecto,4.64289e+007
7011.96,2,1000,O,Ecto,1.77776
7011.96,2,100,O,Endo,3.44873e+007
7011.96,2,1000,O,Endo,4.43745e+008
7011.96,2,100,C,Ecto,1.82141e+009
7011.96,2,1000,C,Ecto,8.87781e+008
8547.5,2,10,H,Ecto,8.0283e+006
8547.5,2,100,H,Ecto,6.82446e+006
8547.5,2,1000,H,Ecto,78244
8547.5,2,10,H,Endo,2.53029e+006
8547.5,2,100,H,Endo,9.63797
8547.5,2,1000,H,Endo,1.34283e+007
8547.5,2,10,O,Ecto,5.1361e+007
8547.5,2,100,O,Ecto,1.5562e+007
8547.5,2,100,O,Endo,9.94993e+006
8547.5,2,1000,O,Endo,1.54816e+008
8547.5,2,100,C,Ecto,2.61438e+008
8547.5,2,1000,C,Ecto,3.62469e+007
3413.69,2,1,H,Ecto,296888
3413.69,2,10,H,Ecto,2.40304e+007
3413.69,2,100,H,Ecto,39190.9
3413.69,2,10,H,Endo,1.69298e+006
3413.69,2,1,O,Ecto,2.33712e-008
3413.69,2,10,O,Ecto,1.20719e+008
3413.69,2,100,O,Ecto,8.99391e+006
3413.69,2,100,O,Endo,1.80083e+007
3413.69,2,10,C,Ecto,0.000218071
3413.69,2,100,C,Ecto,5.32253e+007
268.573,2,1,H,Ecto,267281
268.573,2,1,O,Ecto,3.16282e-008
268.573,2,10,C,Ecto,0.0205554
7011.96,2,10,H,Ecto,30662.8
7011.96,2,100,H,Ecto,279982
7011.96,2,1000,H,Ecto,5085.98
7011.96,2,10,H,Endo,184138
7011.96,2,100,H,Endo,0.0365669
7011.96,2,1000,H,Endo,266216
7011.96,2,10,O,Ecto,557621
7011.96,2,100,O,Ecto,825546
7011.96,2,100,O,Endo,329902
7011.96,2,1000,O,Endo,409771
7011.96,2,100,C,Ecto,1.96081e+006
7011.96,2,1000,C,Ecto,1.1418e+006
798.043,4,10,H,Ecto,5.24051e+007
798.043,4,100,H,Ecto,8.0832e+008
798.043,4,1000,H,Ecto,1.60678e+007
798.043,4,10,H,Endo,3.04755e+008
798.043,4,100,H,Endo,214.022
798.043,4,1000,H,Endo,5.96504e+008
798.043,4,10,O,Ecto,5.34816e+008
798.043,4,100,O,Ecto,2.20159e+009
798.043,4,1000,O,Ecto,4.49879
798.043,4,100,O,Endo,1.72929e+009
798.043,4,1000,O,Endo,1.71555e+009
798.043,4,100,C,Ecto,8.89938e+009
798.043,4,1000,C,Ecto,3.63649e+009
111.161,4,1,H,Ecto,1.00884e+007
111.161,4,10,H,Ecto,160010
111.161,4,100,H,Ecto,0.0320501
111.161,4,10,H,Endo,21458.2
111.161,4,1,O,Ecto,5.58218e-007
111.161,4,10,O,Ecto,6.97038e+006
111.161,4,100,O,Ecto,1.56149e+006
111.161,4,100,O,Endo,86734.9
111.161,4,10,C,Ecto,0.0195366
111.161,4,100,C,Ecto,1.18244e+007
2001,4,10,H,Ecto,5.91974e+006
2001,4,100,H,Ecto,3.3919e+008
2001,4,1000,H,Ecto,6.47546e+006
2001,4,10,H,Endo,7.34111e+007
2001,4,100,H,Endo,486850
2001,4,1000,H,Endo,3.63242e+008
2001,4,10,O,Ecto,1.37339e+008
2001,4,100,O,Ecto,1.0768e+009
2001,4,1000,O,Ecto,3.69973
2001,4,100,O,Endo,5.03586e+008
2001,4,1000,O,Endo,1.03466e+009
2001,4,100,C,Ecto,7.06761e+009
2001,4,1000,C,Ecto,4.96044e+009
13.8591,4,1,O,Ecto,4.01561e-014
720.999,4,10,H,Ecto,1.33379e+006
720.999,4,100,H,Ecto,41471.7
720.999,4,1000,H,Ecto,1214.87
720.999,4,10,H,Endo,583971
720.999,4,1000,H,Endo,21395.9
720.999,4,10,O,Ecto,536372
720.999,4,100,O,Ecto,1.45765e+006
720.999,4,100,O,Endo,1.66941e+006
720.999,4,1000,O,Endo,14023.4
720.999,4,100,C,Ecto,1.62466e+006
720.999,4,1000,C,Ecto,0.493322
447.827,4,1,H,Ecto,2.59728e+006
447.827,4,1,O,Ecto,1.63717e-007
447.827,4,10,O,Ecto,18.0043
447.827,4,100,O,Ecto,0.19118
447.827,4,10,C,Ecto,0.0155146
447.827,4,100,C,Ecto,31346.1
1230.76,5,10,H,Ecto,22217.6
1230.76,5,100,H,Ecto,1.92999e+006
1230.76,5,1000,H,Ecto,74538.9
1230.76,5,10,H,Endo,76616.6
1230.76,5,100,H,Endo,35864.9
1230.76,5,1000,H,Endo,1.1056e+007
1230.76,5,10,O,Ecto,295005
1230.76,5,100,O,Ecto,1.2663e+007
1230.76,5,1000,O,Ecto,0.239068
1230.76,5,100,O,Endo,2.69339e+007
1230.76,5,1000,O,Endo,9.35353e+007
1230.76,5,100,C,Ecto,4.14019e+008
1230.76,5,1000,C,Ecto,2.32671e+008
212.924,5,1,H,Ecto,75.8956
212.924,5,10,H,Ecto,5.38061e+007
212.924,5,100,H,Ecto,67891.1
212.924,5,1000,H,Ecto,555.155
212.924,5,10,H,Endo,7.6619e+006
212.924,5,100,H,Endo,0.0021888
212.924,5,1000,H,Endo,691149
212.924,5,10,O,Ecto,1.2458e+008
212.924,5,100,O,Ecto,4.14927e+007
212.924,5,100,O,Endo,5.46231e+008
212.924,5,100,C,Ecto,9.39527e+008
212.924,5,1000,C,Ecto,1.35938
212.48,5,1,H,Ecto,0.0793789
212.48,5,10,H,Ecto,0.0186432
212.48,5,10,H,Endo,2.87681
212.48,5,1,O,Ecto,2.47639e-013
212.48,5,10,O,Ecto,14.7904
212.48,5,100,O,Ecto,0.111064
212.48,5,100,O,Endo,12.1628
212.48,5,10,C,Ecto,9.06217e-006
212.48,5,100,C,Ecto,6.76916
12.5492,5,1,H,Ecto,13497.2
12.5492,5,1,O,Ecto,4.04493e-010
12.5492,5,10,C,Ecto,0.000256334
662.522,5,1,H,Ecto,1.03543e+006
662.522,5,1,O,Ecto,4.63187e-008
662.522,5,10,C,Ecto,0.00595862
662.522,5,100,C,Ecto,17510
5584.63,7,100,H,Ecto,2519.47
5584.63,7,1000,H,Ecto,78567.3
5584.63,7,100,H,Endo,165116
5584.63,7,1000,H,Endo,9.18085e+006
5584.63,7,10000,H,Endo,1.028e+006
5584.63,7,100,O,Ecto,178341
5584.63,7,1000,O,Ecto,15813.4
5584.63,7,100,O,Endo,3.04398e+006
5584.63,7,1000,O,Endo,8.04585e+007
5584.63,7,10000,O,Endo,11.3371
5584.63,7,100,C,Ecto,1.96681e+007
5584.63,7,1000,C,Ecto,1.91626e+007
5584.63,7,10000,C,Ecto,7.92742
5584.63,7,10000,C,Endo,7405.91
1009.7,7,10,H,Ecto,104.219
1009.7,7,100,H,Ecto,62985.5
1009.7,7,1000,H,Ecto,3475.35
1009.7,7,10,H,Endo,1733.85
1009.7,7,100,H,Endo,2455.48
1009.7,7,1000,H,Endo,129706
1009.7,7,10,O,Ecto,3879.76
1009.7,7,100,O,Ecto,463750
1009.7,7,1000,O,Ecto,0.0159358
1009.7,7,100,O,Endo,1.34469e+006
1009.7,7,1000,O,Endo,680237
1009.7,7,100,C,Ecto,4.26313e+006
1009.7,7,1000,C,Ecto,4.10434e+006
1628.91,7,10,H,Ecto,4308.65
1628.91,7,100,H,Ecto,7.50101e+006
1628.91,7,1000,H,Ecto,908169
1628.91,7,10,H,Endo,27545.2
1628.91,7,100,H,Endo,3.12601e+006
1628.91,7,1000,H,Endo,1.20527e+008
1628.91,7,100,O,Ecto,1.23743e+008
1628.91,7,1000,O,Ecto,3120.16
1628.91,7,100,O,Endo,3.51541e+008
1628.91,7,1000,O,Endo,5.70271e+008
1628.91,7,100,C,Ecto,6.84164e+009
1628.91,7,1000,C,Ecto,6.70734e+009
14221.9,7,100,H,Ecto,1014.62
14221.9,7,1000,H,Ecto,85280.8
14221.9,7,100,H,Endo,150753
14221.9,7,1000,H,Endo,8.33422e+007
14221.9,7,10000,H,Endo,2.51999e+007
14221.9,7,100,O,Ecto,81298.4
14221.9,7,1000,O,Ecto,185595
14221.9,7,100,O,Endo,354188
14221.9,7,1000,O,Endo,2.76367e+008
14221.9,7,10000,O,Endo,858.833
14221.9,7,100,C,Ecto,2.31674e+007
14221.9,7,1000,C,Ecto,2.8489e+007
14221.9,7,10000,C,Ecto,55006.7
14221.9,7,10000,C,Endo,1.43321e+006
154.985,7,1,H,Ecto,173430
154.985,7,10,H,Ecto,3.18262e+007
154.985,7,100,H,Ecto,99966.8
154.985,7,10,H,Endo,1.9526e+006
154.985,7,10,O,Ecto,3.4279e+007
154.985,7,100,O,Ecto,3.22592e+007
154.985,7,100,O,Endo,2.42282e+007
154.985,7,10,C,Ecto,0.000109888
154.985,7,100,C,Ecto,7.67548e+007
178.317,7,1,H,Ecto,2.4908e+007
178.317,7,10,H,Ecto,10709.7
178.317,7,10,H,Endo,2007.82
178.317,7,1,O,Ecto,1.41511e-006
178.317,7,10,O,Ecto,564570
178.317,7,100,O,Ecto,22.5568
178.317,7,100,O,Endo,5132.8
178.317,7,10,C,Ecto,0.0834129
178.317,7,100,C,Ecto,4.63409e+006
6055.03,7,10,H,Ecto,1.97869e+006
6055.03,7,100,H,Ecto,2.18593e+007
6055.03,7,1000,H,Ecto,594854
6055.03,7,10,H,Endo,2.83863e+007
6055.03,7,100,H,Endo,60489.3
6055.03,7,1000,H,Endo,5.65141e+007
6055.03,7,10,O,Ecto,1.85378e+006
6055.03,7,100,O,Ecto,1.06945e+008
6055.03,7,1000,O,Ecto,2.517
6055.03,7,100,O,Endo,1.11913e+008
6055.03,7,1000,O,Endo,1.30483e+009
6055.03,7,100,C,Ecto,1.19265e+010
6055.03,7,1000,C,Ecto,8.10467e+008
14928.5,7,100,H,Ecto,152788
14928.5,7,1000,H,Ecto,615854
14928.5,7,100,H,Endo,2.50444e+006
14928.5,7,1000,H,Endo,3.07945e+007
14928.5,7,10000,H,Endo,21928.5
14928.5,7,100,O,Ecto,4.94587e+006
14928.5,7,1000,O,Ecto,31925.9
14928.5,7,100,O,Endo,3.39082e+007
14928.5,7,1000,O,Endo,1.81103e+008
14928.5,7,10000,O,Endo,8.58149
14928.5,7,100,C,Ecto,1.76786e+008
14928.5,7,1000,C,Ecto,1.68193e+008
14928.5,7,10000,C,Ecto,4.38245
364.275,7,1,H,Ecto,4797.98
364.275,7,10,H,Ecto,5.90576e+008
364.275,7,100,H,Ecto,1.33629e+006
364.275,7,10,H,Endo,8.72787e+009
364.275,7,1000,H,Endo,1.12912e+007
364.275,7,10,O,Ecto,1.05508e+009
364.275,7,100,O,Ecto,5.6432e+008
364.275,7,100,O,Endo,2.56186e+009
364.275,7,100,C,Ecto,1.68689e+009
364.275,7,1000,C,Ecto,13.5775
15905,7,10,H,Ecto,62.2862
15905,7,100,H,Ecto,293198
15905,7,1000,H,Ecto,28000.7
15905,7,10,H,Endo,1890.57
15905,7,100,H,Endo,72344.1
15905,7,1000,H,Endo,3.78575e+006
15905,7,100,O,Ecto,4.14863e+006
15905,7,1000,O,Ecto,48.8527
15905,7,100,O,Endo,2.07879e+007
15905,7,1000,O,Endo,2.06239e+007
15905,7,100,C,Ecto,1.44049e+008
15905,7,1000,C,Ecto,1.20301e+008
5584.63,7,10,H,Ecto,1.10519e+008
5584.63,7,100,H,Ecto,3.02123e+006
5584.63,7,1000,H,Ecto,4139.24
5584.63,7,10,H,Endo,2.57578e+006
5584.63,7,100,H,Endo,370.234
5584.63,7,1000,H,Endo,1.14968e+006
5584.63,7,10,O,Ecto,1.63823e+008
5584.63,7,100,O,Ecto,5.19678e+007
5584.63,7,100,O,Endo,1.03768e+008
5584.63,7,1000,O,Endo,6.71275e+006
5584.63,7,100,C,Ecto,2.01867e+008
5584.63,7,1000,C,Ecto,211.546
154.985,7,1,H,Ecto,762224
154.985,7,1,O,Ecto,2.23991e-008
154.985,7,10,C,Ecto,0.015362
1055.68,7,1,H,Ecto,27444.3
1055.68,7,10,H,Ecto,6.48657e+006
1055.68,7,100,H,Ecto,21566.8
1055.68,7,10,H,Endo,410894
1055.68,7,1000,H,Endo,754.63
1055.68,7,1,O,Ecto,2.00184e-009
1055.68,7,10,O,Ecto,5.94175e+006
1055.68,7,100,O,Ecto,6.26104e+006
1055.68,7,100,O,Endo,5.02844e+006
1055.68,7,10,C,Ecto,1.71576e-005
1055.68,7,100,C,Ecto,5.76787e+006
395.725,7,1,H,Ecto,23488.3
395.725,7,10,H,Ecto,5.53162e+008
395.725,7,100,H,Ecto,6.26966e+006
395.725,7,10,H,Endo,5.32817e+007
395.725,7,1000,H,Endo,344271
395.725,7,1,O,Ecto,9.74431e-008
395.725,7,10,O,Ecto,1.19737e+009
395.725,7,100,O,Ecto,4.52978e+008
395.725,7,100,O,Endo,5.00215e+008
395.725,7,100,C,Ecto,9.1056e+008
1613.87,7,1,H,Ecto,300.577
1613.87,7,10,H,Ecto,3.31126e+007
1613.87,7,100,H,Ecto,222329
1613.87,7,1000,H,Ecto,1773.6
1613.87,7,10,H,Endo,3.06712e+007
1613.87,7,100,H,Endo,0.00666956
1613.87,7,1000,H,Endo,2.31683e+006
1613.87,7,10,O,Ecto,5.83867e+008
1613.87,7,100,O,Ecto,1.76408e+008
1613.87,7,100,O,Endo,1.17598e+010
1613.87,7,100,C,Ecto,1.62698e+010
1613.87,7,1000,C,Ecto,4.18068
974.299,7,1,H,Ecto,1.28972e+006
974.299,7,10,H,Ecto,1731.44
974.299,7,10,H,Endo,2055.98
974.299,7,1,O,Ecto,1.05042e-007
974.299,7,10,O,Ecto,2388.08
974.299,7,100,O,Ecto,168.993
974.299,7,100,O,Endo,1305.99
974.299,7,10,C,Ecto,0.00355544
974.299,7,100,C,Ecto,498416
386.833,7,1,H,Ecto,1.24089e+007
386.833,7,1,O,Ecto,9.87705e-006
386.833,7,10,O,Ecto,5.20718e+007
386.833,7,100,O,Endo,595209
386.833,7,10,C,Ecto,210.384
386.833,7,100,C,Ecto,1.38006e+007
10676.2,8,100,H,Ecto,266.592
10676.2,8,1000,H,Ecto,123516
10676.2,8,100,H,Endo,115639
10676.2,8,1000,H,Endo,1.46437e+007
10676.2,8,10000,H,Endo,290708
10676.2,8,100,O,Ecto,42502.5
10676.2,8,1000,O,Ecto,115094
10676.2,8,100,O,Endo,142679
10676.2,8,1000,O,Endo,1.17606e+008
10676.2,8,10000,O,Endo,565.524
10676.2,8,100,C,Ecto,1.27778e+007
10676.2,8,1000,C,Ecto,1.31187e+007
10676.2,8,10000,C,Ecto,553.993
10676.2,8,10000,C,Endo,102406
228.681,8,10,H,Ecto,12666.4
228.681,8,100,H,Ecto,811.448
228.681,8,1000,H,Ecto,1.76777
228.681,8,10,H,Endo,854.953
228.681,8,100,H,Endo,0.000180892
228.681,8,1000,H,Endo,393.094
228.681,8,10,O,Ecto,11465.2
228.681,8,100,O,Ecto,5010.67
228.681,8,100,O,Endo,1028.42
228.681,8,1000,O,Endo,2974.32
228.681,8,100,C,Ecto,26328.4
228.681,8,1000,C,Ecto,0.0842594
5733.15,8,100,H,Ecto,6.93486
5733.15,8,1000,H,Ecto,403.756
5733.15,8,100,H,Endo,1048.94
5733.15,8,1000,H,Endo,115634
5733.15,8,10000,H,Endo,17518.6
5733.15,8,100,O,Ecto,773.82
5733.15,8,1000,O,Ecto,215.861
5733.15,8,100,O,Endo,13449
5733.15,8,1000,O,Endo,906850
5733.15,8,10000,O,Endo,0.277209
5733.15,8,100,C,Ecto,90515.2
5733.15,8,1000,C,Ecto,86280.6
5733.15,8,10000,C,Ecto,46.1847
5733.15,8,10000,C,Endo,231.542
644.023,8,10,H,Ecto,96904
644.023,8,100,H,Ecto,1.0348e+006
644.023,8,1000,H,Ecto,23426.8
644.023,8,10,H,Endo,139469
644.023,8,100,H,Endo,2357.01
644.023,8,1000,H,Endo,3.7441e+006
644.023,8,10,O,Ecto,1.00618e+006
644.023,8,100,O,Ecto,4.52838e+006
644.023,8,1000,O,Ecto,0.0173653
644.023,8,100,O,Endo,4.24107e+006
644.023,8,1000,O,Endo,4.34837e+007
644.023,8,100,C,Ecto,1.14039e+008
644.023,8,1000,C,Ecto,3.90825e+007
106.959,8,1,H,Ecto,76.8427
106.959,8,10,H,Ecto,4.08639e+006
106.959,8,100,H,Ecto,5732.73
106.959,8,1000,H,Ecto,23.5046
106.959,8,10,H,Endo,6.96769e+006
106.959,8,1000,H,Endo,61394.3
106.959,8,10,O,Ecto,3.47302e+007
106.959,8,100,O,Ecto,1.17209e+007
106.959,8,100,O,Endo,2.08996e+009
106.959,8,10,C,Ecto,0.0018182
106.959,8,100,C,Ecto,1.26539e+009
5707.62,8,10,H,Ecto,6590.42
5707.62,8,100,H,Ecto,2055.83
5707.62,8,1000,H,Ecto,17.0022
5707.62,8,10,H,Endo,1317.73
5707.62,8,100,H,Endo,0.00163084
5707.62,8,1000,H,Endo,2577.29
5707.62,8,10,O,Ecto,30525.7
5707.62,8,100,O,Ecto,3908.8
5707.62,8,100,O,Endo,607.415
5707.62,8,100,C,Ecto,47912.3
5707.62,8,1000,C,Ecto,3044.1
228.681,8,1,H,Ecto,14296.8
228.681,8,1,O,Ecto,8.91882e-010
228.681,8,10,C,Ecto,0.000105984
228.681,8,100,C,Ecto,88.7191
98.644,8,1,H,Ecto,44338.4
98.644,8,1,O,Ecto,6.2117e-008
98.644,8,10,O,Ecto,387374
98.644,8,100,O,Ecto,0.131777
98.644,8,100,O,Endo,5926.63
98.644,8,10,C,Ecto,1.43533
98.644,8,100,C,Ecto,120599
6765.24,2,100,H,Ecto,5366.92
6765.24,2,100,H,Endo,925590
6765.24,2,10000,H,Endo,7782.54
6765.24,2,10,O,Ecto,23557.1
6765.24,2,100,O,Ecto,126949
6765.24,2,1000,O,Ecto,7.05905
6765.24,2,100,O,Endo,2.31013e+006
6765.24,2,1000,O,Endo,6229
6765.24,2,10000,O,Endo,0.062855
6765.24,2,100,C,Ecto,17523.3
13065.4,2,100,H,Ecto,9972.15
13065.4,2,100,H,Endo,10.7983
13065.4,2,10000,H,Endo,2.47591e+006
13065.4,2,100,O,Ecto,25015.2
13065.4,2,1000,O,Ecto,978.216
13065.4,2,100,O,Endo,1.04304e+006
13065.4,2,1000,O,Endo,3.68962e+006
13065.4,2,10000,O,Endo,548.071
13065.4,2,100,C,Ecto,3447.42
16445.2,2,100,H,Ecto,31.3676
16445.2,2,10000,H,Endo,206306
16445.2,2,100,O,Ecto,199.44
