Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
24805.7,1,1000,H,Ecto,78.6049
24805.7,1,10000,H,Ecto,6.57219e+009
24805.7,1,10000,H,Endo,1.16077e+006
24805.7,1,100000,H,Endo,338060
24805.7,1,1000,O,Ecto,9.24985
24805.7,1,10000,O,Ecto,5.18931e+007
24805.7,1,1000,O,Endo,3.80681e+006
24805.7,1,10000,O,Endo,1.52834e+007
24805.7,1,1000,C,Ecto,37481.6
24805.7,1,10000,C,Ecto,320360
24805.7,1,10000,C,Endo,1.07696e+010
25836.5,1,1000,H,Ecto,1.11248e+006
25836.5,1,10000,H,Ecto,6.02311e+010
25836.5,1,1000,H,Endo,3.80933e+007
25836.5,1,10000,H,Endo,1.01907e+008
25836.5,1,1000,O,Ecto,6393.18
25836.5,1,10000,O,Ecto,4.21392e+009
25836.5,1,1000,O,Endo,5.9207e+009
25836.5,1,10000,O,Endo,9.01557e+006
25836.5,1,1000,C,Ecto,8.78205e+008
25836.5,1,10000,C,Ecto,1.37923e+008
25836.5,1,10000,C,Endo,6.91061e+008
8410.46,2,100,H,Ecto,5396.57
8410.46,2,1000,H,Ecto,104617
8410.46,2,100,H,Endo,22028.8
8410.46,2,1000,H,Endo,3.54808e+008
8410.46,2,10000,H,Endo,5.00437e+007
8410.46,2,100,O,Ecto,414858
8410.46,2,1000,O,Ecto,703534
8410.46,2,100,O,Endo,5.52349e+008
8410.46,2,1000,O,Endo,2.06285e+008
8410.46,2,10000,O,Endo,19725.6
8410.46,2,100,C,Ecto,1.59315e+009
8410.46,2,1000,C,Ecto,1.86983e+007
8410.46,2,10000,C,Ecto,423534
13521.7,2,100,H,Ecto,478.079
13521.7,2,1000,H,Ecto,12840.2
13521.7,2,10000,H,Ecto,17.5624
13521.7,2,100,H,Endo,0.00558748
13521.7,2,1000,H,Endo,1.48041e+006
13521.7,2,10000,H,Endo,6.34645e+006
13521.7,2,100,O,Ecto,73717.5
13521.7,2,1000,O,Ecto,289468
13521.7,2,100,O,Endo,7.38575e+007
13521.7,2,1000,O,Endo,4.20682e+007
13521.7,2,10000,O,Endo,7621.91
13521.7,2,100,C,Ecto,2.54056e+008
13521.7,2,1000,C,Ecto,1.36648e+007
13521.7,2,10000,C,Ecto,230589
7011.96,2,100,H,Ecto,729.255
7011.96,2,1000,H,Ecto,37775.2
7011.96,2,100,H,Endo,0.0270091
7011.96,2,1000,H,Endo,1.83573e+007
7011.96,2,10000,H,Endo,1.83106e+007
7011.96,2,100,O,Ecto,255462
7011.96,2,1000,O,Ecto,393752
7011.96,2,100,O,Endo,2.65433e+008
7011.96,2,1000,O,Endo,1.1073e+008
7011.96,2,10000,O,Endo,11111.3
7011.96,2,100,C,Ecto,1.02324e+009
7011.96,2,1000,C,Ecto,8.92356e+006
7011.96,2,10000,C,Ecto,4670.02
