Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
25836.5,1,10000,H,Ecto,2.31577e+007
25836.5,1,10000,H,Endo,3.57314e+006
25836.5,1,100000,H,Endo,44135.2
25836.5,1,1000,O,Ecto,1.17783
25836.5,1,10000,O,Ecto,368054
25836.5,1,1000,O,Endo,459147
25836.5,1,10000,O,Endo,1.11273e+007
25836.5,1,1000,C,Ecto,5.35937e+006
25836.5,1,10000,C,Ecto,1.24365e+008
25836.5,1,10000,C,Endo,1.15035e+010
25369.9,1,1000,H,Ecto,16213.6
25369.9,1,10000,H,Ecto,3.36446e+008
25369.9,1,1000,H,Endo,6.74561e+007
25369.9,1,10000,H,Endo,1.39581e+009
25369.9,1,1000,O,Ecto,1470.92
25369.9,1,10000,O,Ecto,8.35213e+007
25369.9,1,1000,O,Endo,3.20058e+009
25369.9,1,10000,O,Endo,4.134e+008
25369.9,1,1000,C,Ecto,2.7035e+009
25369.9,1,10000,C,Ecto,1.21364e+010
25369.9,1,10000,C,Endo,1.83898e+010
3413.69,2,10,H,Ecto,36.2951
3413.69,2,100,H,Ecto,13163.8
3413.69,2,1000,H,Ecto,21111.6
3413.69,2,10,H,Endo,0.631668
3413.69,2,100,H,Endo,436808
3413.69,2,1000,H,Endo,118482
3413.69,2,10,O,Ecto,267.756
3413.69,2,100,O,Ecto,36579
3413.69,2,1000,O,Ecto,2367.91
3413.69,2,100,O,Endo,380793
3413.69,2,1000,O,Endo,531498
3413.69,2,100,C,Ecto,2.83193e+006
3413.69,2,1000,C,Ecto,53140.7
44769.6,2,1000,H,Ecto,1.71406e+006
44769.6,2,10000,H,Ecto,17.0217
44769.6,2,1000,H,Endo,2.2996e+007
44769.6,2,10000,H,Endo,7892.18
44769.6,2,100,O,Ecto,487.639
44769.6,2,1000,O,Ecto,1.5317
44769.6,2,10000,O,Ecto,33.6391
44769.6,2,100,O,Endo,4136.2
44769.6,2,1000,O,Endo,6.09425e+008
44769.6,2,10000,O,Endo,13922.5
44769.6,2,100,C,Ecto,1.20504e+006
44769.6,2,1000,C,Ecto,2.59064e+007
44769.6,2,10000,C,Ecto,879.446
44769.6,2,10000,C,Endo,394606
9069.94,2,100,H,Ecto,63123.9
9069.94,2,1000,H,Ecto,472857
9069.94,2,10,H,Endo,0.913221
9069.94,2,100,H,Endo,3.23079e+006
9069.94,2,1000,H,Endo,6.89633e+006
9069.94,2,10,O,Ecto,506.141
9069.94,2,100,O,Ecto,380729
9069.94,2,1000,O,Ecto,86894.3
9069.94,2,100,O,Endo,3.2393e+006
9069.94,2,1000,O,Endo,3.43623e+007
9069.94,2,100,C,Ecto,4.57589e+007
9069.94,2,1000,C,Ecto,571081
2457.55,2,10,H,Ecto,354857
2457.55,2,100,H,Ecto,3.45963e+006
2457.55,2,1000,H,Ecto,1.00194e+006
2457.55,2,10,H,Endo,35225.9
2457.55,2,100,H,Endo,1.72209e+007
2457.55,2,1000,H,Endo,182837
2457.55,2,10,O,Ecto,820863
2457.55,2,100,O,Ecto,6.60214e+006
2457.55,2,1000,O,Ecto,5.19651
2457.55,2,100,O,Endo,1.28278e+007
2457.55,2,1000,O,Endo,250075
2457.55,2,100,C,Ecto,2.82976e+007
2457.55,2,1000,C,Ecto,5.43048e+006
531.856,2,10,H,Ecto,73404.8
531.856,2,100,H,Ecto,17288.2
531.856,2,1000,H,Ecto,110.823
531.856,2,10,H,Endo,25340.4
531.856,2,10,O,Ecto,22378.8
531.856,2,100,O,Ecto,52126.9
531.856,2,100,O,Endo,13640.3
531.856,2,100,C,Ecto,50748.2
531.856,2,1000,C,Ecto,1987.91
13521.7,2,100,H,Ecto,3062.35
13521.7,2,1000,H,Ecto,53891.6
13521.7,2,10,H,Endo,0.0111663
13521.7,2,100,H,Endo,53708.9
13521.7,2,1000,H,Endo,499166
13521.7,2,10,O,Ecto,11.624
13521.7,2,100,O,Ecto,10244.1
13521.7,2,1000,O,Ecto,2.46772
13521.7,2,100,O,Endo,325696
13521.7,2,1000,O,Endo,3.67123e+006
13521.7,2,100,C,Ecto,3.23135e+006
13521.7,2,1000,C,Ecto,68443.1
7011.96,2,10,H,Ecto,840.907
7011.96,2,100,H,Ecto,171918
7011.96,2,1000,H,Ecto,237243
7011.96,2,10,H,Endo,13.2819
7011.96,2,100,H,Endo,5.79339e+006
7011.96,2,1000,H,Endo,1.55486e+006
7011.96,2,10,O,Ecto,7960.74
7011.96,2,100,O,Ecto,520553
7011.96,2,1000,O,Ecto,23726.5
7011.96,2,100,O,Endo,5.91028e+006
7011.96,2,1000,O,Endo,6.69704e+006
7011.96,2,100,C,Ecto,3.15562e+007
7011.96,2,1000,C,Ecto,729146
8547.5,2,10,H,Ecto,44861.1
8547.5,2,100,H,Ecto,246113
8547.5,2,1000,H,Ecto,22253.8
8547.5,2,10,H,Endo,4286.86
8547.5,2,100,H,Endo,778943
8547.5,2,1000,H,Endo,7220.81
8547.5,2,10,O,Ecto,72172.7
8547.5,2,100,O,Ecto,549148
8547.5,2,1000,O,Ecto,0.180147
8547.5,2,100,O,Endo,702123
8547.5,2,1000,O,Endo,51936.5
8547.5,2,100,C,Ecto,989490
8547.5,2,1000,C,Ecto,301385
3413.69,2,10,H,Ecto,9952.1
3413.69,2,100,H,Ecto,1006.19
3413.69,2,1000,H,Ecto,2.794
3413.69,2,10,H,Endo,4451.24
3413.69,2,10,O,Ecto,2358.05
3413.69,2,100,O,Ecto,5508.7
3413.69,2,100,O,Endo,574.456
3413.69,2,100,C,Ecto,9187.53
3413.69,2,1000,C,Ecto,44.3465
268.573,2,1,H,Ecto,230202
268.573,2,10,H,Ecto,0.998296
268.573,2,10,H,Endo,1.96788
268.573,2,1,O,Ecto,3.38936e-009
268.573,2,10,O,Ecto,1034.26
268.573,2,100,C,Ecto,73.9419
7011.96,2,10,H,Ecto,2835.15
7011.96,2,100,H,Ecto,15864.9
7011.96,2,1000,H,Ecto,1501.52
7011.96,2,10,H,Endo,312.455
7011.96,2,100,H,Endo,60293.6
7011.96,2,1000,H,Endo,31.0306
7011.96,2,10,O,Ecto,6139.6
7011.96,2,100,O,Ecto,38400.9
7011.96,2,1000,O,Ecto,0.0243095
7011.96,2,100,O,Endo,43629.7
7011.96,2,1000,O,Endo,1100.48
7011.96,2,100,C,Ecto,92947.7
7011.96,2,1000,C,Ecto,17540
9675.07,2,10,H,Ecto,4.49934e+006
9675.07,2,100,H,Ecto,7.58853e+007
9675.07,2,100,H,Endo,4.02234e+008
9675.07,2,10,O,Ecto,4.79392e+007
9675.07,2,100,O,Ecto,4.47425e+007
9675.07,2,100,O,Endo,3.6439e+006
9675.07,2,100,C,Ecto,1.99865e+008
5538.04,2,10,H,Ecto,6.26917e-010
5538.04,2,100,H,Ecto,0.000348214
5538.04,2,1000,H,Ecto,114.157
5538.04,2,100,H,Endo,1038.31
5538.04,2,1000,H,Endo,234.482
5538.04,2,10000,H,Endo,4984.88
5538.04,2,100,O,Ecto,3.63688
5538.04,2,1000,O,Ecto,5.38315e-008
5538.04,2,100,O,Endo,7.06679e-005
5538.04,2,1000,O,Endo,107763
5538.04,2,10000,O,Endo,9947.91
5538.04,2,1000,C,Ecto,114.287
5538.04,2,10000,C,Ecto,1.94097e+006
111.161,4,1,H,Ecto,2.76046e+006
111.161,4,10,H,Ecto,13.779
111.161,4,10,H,Endo,27.4187
111.161,4,1,O,Ecto,4.02588e-008
111.161,4,10,O,Ecto,13475.6
111.161,4,100,C,Ecto,992.717
2001,4,10,H,Ecto,1.32666e+006
2001,4,100,H,Ecto,4.94911e+007
2001,4,1000,H,Ecto,2.46316e+007
2001,4,10,H,Endo,90668.9
2001,4,100,H,Endo,8.82318e+008
2001,4,1000,H,Endo,4.91714e+007
2001,4,10,O,Ecto,7.06889e+006
2001,4,100,O,Ecto,1.35082e+008
2001,4,1000,O,Ecto,1.28125e+006
2001,4,100,O,Endo,6.36458e+008
2001,4,1000,O,Endo,2.46539e+007
2001,4,100,C,Ecto,2.74862e+009
2001,4,1000,C,Ecto,1.47539e+008
720.999,4,10,H,Ecto,1.03497e-019
720.999,4,100,H,Ecto,6.31217e-021
720.999,4,10,H,Endo,6562.73
720.999,4,10,O,Ecto,321.663
720.999,4,100,O,Ecto,454.093
720.999,4,100,O,Endo,43.7958
720.999,4,100,C,Ecto,39324.3
720.999,4,1000,C,Ecto,0.0165372
