Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
24805.7,1,10000,H,Ecto,1.20327e+009
24805.7,1,10000,H,Endo,2.52852e+008
24805.7,1,100000,H,Endo,1.53748e+008
24805.7,1,10000,O,Ecto,4.07793e+009
24805.7,1,1000,O,Endo,3.49914e+009
24805.7,1,10000,O,Endo,1.43051e+010
24805.7,1,1000,C,Ecto,4.47601e+006
24805.7,1,10000,C,Ecto,4.7163e+007
24805.7,1,10000,C,Endo,5.92741e+009
24805.7,1,100000,C,Endo,1.83835e+007
149913,1,10000,H,Endo,8.7925e+006
149913,1,100000,H,Endo,1.47591e+009
149913,1,10000,O,Endo,7.43732e+008
149913,1,10000,C,Endo,3.85932e+009
25836.5,1,1000,H,Ecto,5.53444e+007
25836.5,1,10000,H,Ecto,3.84744e+009
25836.5,1,1000,H,Endo,1.37907e+008
25836.5,1,10000,H,Endo,7.40145e+006
25836.5,1,1000,O,Ecto,3344.7
25836.5,1,10000,O,Ecto,2.01972e+009
25836.5,1,1000,O,Endo,3.00486e+010
25836.5,1,10000,O,Endo,1.76792e+006
25836.5,1,1000,C,Ecto,2.38781e+009
25836.5,1,10000,C,Ecto,6.0896e+007
25836.5,1,10000,C,Endo,1.36157e+008
2236.7,2,100,H,Ecto,301.462
2236.7,2,1000,H,Ecto,2170.13
2236.7,2,10,H,Endo,96298.1
2236.7,2,100,H,Endo,19.4151
2236.7,2,1000,H,Endo,898651
2236.7,2,10000,H,Endo,698.778
2236.7,2,100,O,Ecto,148923
2236.7,2,1000,O,Ecto,4278.29
2236.7,2,100,O,Endo,1.44203e+007
2236.7,2,1000,O,Endo,70673.5
2236.7,2,10,C,Ecto,3.76858e+007
2236.7,2,100,C,Ecto,2.84857e+008
2236.7,2,1000,C,Ecto,1.08184e+006
2236.7,2,10000,C,Ecto,0.274295
3413.69,2,100,H,Ecto,561.768
3413.69,2,1000,H,Ecto,4867.95
3413.69,2,100,H,Endo,0.0958192
3413.69,2,1000,H,Endo,3.6243e+006
3413.69,2,10000,H,Endo,78228.3
3413.69,2,100,O,Ecto,145688
3413.69,2,1000,O,Ecto,20995
3413.69,2,100,O,Endo,5.52511e+007
3413.69,2,1000,O,Endo,4.33587e+006
3413.69,2,100,C,Ecto,6.92539e+008
3413.69,2,1000,C,Ecto,2.31182e+006
3413.69,2,10000,C,Ecto,7.6597
8410.46,2,100,H,Ecto,231.924
8410.46,2,1000,H,Ecto,200154
8410.46,2,100,H,Endo,16.4977
8410.46,2,1000,H,Endo,6.05507e+007
8410.46,2,10000,H,Endo,7.24777e+007
8410.46,2,100,O,Ecto,49628.9
8410.46,2,1000,O,Ecto,150215
8410.46,2,100,O,Endo,2.73299e+009
8410.46,2,1000,O,Endo,4.03247e+008
8410.46,2,100,C,Ecto,2.36302e+009
8410.46,2,1000,C,Ecto,9.25908e+007
8410.46,2,10000,C,Ecto,294378
8410.46,2,10000,C,Endo,634994
13521.7,2,100,H,Ecto,11.3418
13521.7,2,1000,H,Ecto,8507.31
13521.7,2,10000,H,Ecto,7516.8
13521.7,2,100,H,Endo,0.42939
13521.7,2,1000,H,Endo,369101
13521.7,2,10000,H,Endo,5.30464e+006
13521.7,2,100,O,Ecto,702.397
13521.7,2,1000,O,Ecto,731.651
13521.7,2,10000,O,Ecto,4981.79
13521.7,2,100,O,Endo,5.26966e+007
13521.7,2,1000,O,Endo,4.77661e+007
13521.7,2,100,C,Ecto,1.69562e+007
13521.7,2,1000,C,Ecto,9.38969e+006
13521.7,2,10000,C,Ecto,37254.6
13521.7,2,10000,C,Endo,2.5095e+006
7011.96,2,100,H,Ecto,19596.6
7011.96,2,1000,H,Ecto,55382.2
7011.96,2,10,H,Endo,891555
7011.96,2,100,H,Endo,0.925315
7011.96,2,1000,H,Endo,7.97238e+007
7011.96,2,10000,H,Endo,430945
7011.96,2,100,O,Ecto,1.03149e+007
7011.96,2,1000,O,Ecto,249190
7011.96,2,100,O,Endo,9.69673e+008
7011.96,2,1000,O,Endo,7.50067e+007
7011.96,2,10,C,Ecto,6.32404e+007
7011.96,2,100,C,Ecto,3.85647e+010
7011.96,2,1000,C,Ecto,6.6698e+007
7011.96,2,10000,C,Ecto,15.433
252.857,2,1,H,Ecto,8.60363e+009
252.857,2,10,H,Ecto,4.2963e+009
252.857,2,100,H,Ecto,122938
252.857,2,1000,H,Ecto,75202.9
252.857,2,10,H,Endo,5.40663e+008
252.857,2,100,H,Endo,1.03834e+007
252.857,2,1000,H,Endo,18636
252.857,2,10,O,Ecto,1.4373e+010
252.857,2,100,O,Ecto,2.15418e+008
252.857,2,100,O,Endo,3.76692e+006
252.857,2,1000,O,Endo,400.686
252.857,2,10,C,Ecto,1.14799e+011
252.857,2,100,C,Ecto,5.09037e+008
3461.63,2,10,H,Ecto,951582
3461.63,2,100,H,Ecto,152.74
3461.63,2,1000,H,Ecto,2405.75
3461.63,2,10,H,Endo,3.01875e+006
3461.63,2,100,H,Endo,1281.08
3461.63,2,1000,H,Endo,42005.2
3461.63,2,10,O,Ecto,3.28396e+006
3461.63,2,100,O,Ecto,4.74083e+006
3461.63,2,1000,O,Ecto,37.4249
3461.63,2,100,O,Endo,196980
3461.63,2,1000,O,Endo,5697.86
3461.63,2,10,C,Ecto,1.26714e+009
3461.63,2,100,C,Ecto,4.50814e+008
3461.63,2,1000,C,Ecto,4636.67
2236.7,2,10,H,Ecto,4.30421e+008
2236.7,2,100,H,Ecto,8715.79
2236.7,2,10,H,Endo,2.41858e+008
2236.7,2,100,H,Endo,133200
2236.7,2,1000,H,Endo,39124.9
2236.7,2,10,O,Ecto,7.51291e-016
2236.7,2,100,O,Ecto,1.55111e+008
2236.7,2,100,O,Endo,962708
2236.7,2,1000,O,Endo,796.451
2236.7,2,10,C,Ecto,1.53634e+010
2236.7,2,100,C,Ecto,6.28253e+008
263.68,2,1,H,Ecto,17214.1
263.68,2,10,H,Ecto,2.48188e+009
263.68,2,1,O,Ecto,1.64588e+009
263.68,2,10,O,Ecto,3.17559e+006
263.68,2,10,C,Ecto,2.07617e+006
3413.69,2,10,H,Ecto,4.9105e+006
3413.69,2,100,H,Ecto,4658.83
3413.69,2,10,H,Endo,617918
3413.69,2,100,H,Endo,1681.68
3413.69,2,1,O,Ecto,1.00413e+009
3413.69,2,10,O,Ecto,6.10049e+008
3413.69,2,100,O,Ecto,17726.6
3413.69,2,100,O,Endo,71.4406
3413.69,2,10,C,Ecto,6.13841e+008
3413.69,2,100,C,Ecto,1636.99
2236.7,2,1,H,Ecto,3.73504e+008
2236.7,2,10,H,Ecto,2319.32
2236.7,2,100,H,Ecto,67.1905
2236.7,2,10,H,Endo,202.307
2236.7,2,100,H,Endo,0.344094
2236.7,2,10,O,Ecto,4.97713e+008
2236.7,2,100,O,Ecto,84.5235
2236.7,2,100,O,Endo,49.3422
2236.7,2,10,C,Ecto,6.09236e+008
2236.7,2,100,C,Ecto,0.104641
510.16,2,1,H,Ecto,9.15311e+007
510.16,2,10,H,Ecto,55.3366
510.16,2,100,H,Ecto,27.114
510.16,2,10,H,Endo,6.94108
510.16,2,1,O,Ecto,7.29988e+008
510.16,2,10,O,Ecto,8.3961e+008
510.16,2,100,O,Ecto,1.19431
510.16,2,100,O,Endo,8.06785
510.16,2,10,C,Ecto,6.8188e+008
510.16,2,100,C,Ecto,0.00484947
44769.6,2,100,H,Ecto,0.0266087
44769.6,2,1000,H,Ecto,118296
44769.6,2,10000,H,Ecto,3.15555e+006
44769.6,2,100,H,Endo,0.342129
44769.6,2,1000,H,Endo,657551
