GridcellIndex,Cohort_FunctionalGroupIndex,Cohort_AdultMass,Cohort_Consumed_Autotroph,Cohort_Consumed_Herbivore,Cohort_Consumed_Omnivore,Cohort_Consumed_Carnivore
0,0,455902,4.34991e+009,0,0,0
0,0,48304.6,3.47288e+009,0,0,0
0,0,348711,9.91956e+009,0,0,0
0,0,27809.4,7.26052e+008,0,0,0
0,0,30919,2.93716e+008,0,0,0
0,0,61.2298,2.2126e+007,0,0,0
0,0,11416.8,1.90971e+009,0,0,0
0,0,2598.28,4.61362e+009,0,0,0
0,0,2565.33,0,0,0,0
0,0,11562.8,0,0,0,0
0,0,55.6536,0,0,0,0
0,0,48304.6,0,0,0,0
0,0,1949.32,8.11321e+008,0,0,0
0,1,26134.4,0,3.52293e+007,1.6736e+009,8.30071e+006
0,1,19699.7,0,3.05891e+007,2.66441e+009,6.66234e+007
0,1,28460.6,0,3.63761e+008,267521,6.98854e+007
0,1,43313.5,0,6938.22,2.70547,1596.21
0,1,19106.3,0,0,0,0
0,1,1554.54,0,0,0,0
0,1,156353,0,10798.7,707.195,157192
0,2,32087.4,3.06302e+007,383383,4.55106e+007,639153
0,2,6734.57,5.43711e+007,368308,7.69483e+007,4.83916e+006
0,2,4404.76,6.10716e+007,61611.8,9.30701e+006,1.72367e+006
0,2,4019.33,7.41632e+010,1.76176e+006,2.85577e+006,6.70547e+007
0,2,958.024,1.44093e+009,3251.47,6405.78,8187.51
0,2,2196.66,7.41947e+010,670902,1.01695e+006,8.35308e+006
0,2,259.62,6834.88,2.88226e+008,196.481,0.0263023
0,2,264.847,336.818,2.45202e+007,15.8023,0.00225539
0,2,7051.89,5.30656e+008,6248.31,7223.78,24503.1
0,2,268.888,0,0,0,0
0,2,4404.76,0,0,0,0
0,2,306.538,0,0,0,0
0,2,6575.5,0,0,0,0
0,2,32087.4,0,0,0,0
0,2,946.296,0,0,0,0
0,3,11.0993,5.72555e+011,0,0,0
0,3,386.078,1.63168e+007,0,0,0
0,3,3.26513,0,0,0,0
0,3,13.1642,0,0,0,0
0,3,113.887,0,0,0,0
0,3,268.816,0,0,0,0
0,3,64.6307,0,0,0,0
0,4,715.576,0,101873,3.47701e+006,298957
0,4,2001,0,9.1612e+009,19628.2,23.1726
0,4,70.031,0,0,0,0
0,4,103.986,0,0,0,0
0,4,1542.6,0,0,0,0
0,4,70.6555,0,0,0,0
0,4,878.942,0,0,0,0
0,4,10.483,0,0,0,0
0,4,451.167,0,0,0,0
0,5,15.7982,9.43562e+008,9.93076e-017,1.67117e-017,0.00529304
0,5,2.35958,0,0,0,0
0,5,10.2479,0,0,0,0
0,5,208.265,0,0,0,0
0,5,664.762,0,0,0,0
0,5,1013.25,0,0,0,0
0,6,4361.31,1.65428e+007,0,0,0
0,6,29098.3,9.54504e+007,0,0,0
0,6,1993.98,6.71518e+006,0,0,0
0,6,14255.9,5.93929e+007,0,0,0
0,6,83644,5.30836e+007,0,0,0
0,6,235.422,2.48845e+007,0,0,0
0,6,1993.98,1.18925e+008,0,0,0
0,6,1866.16,9.48376e+008,0,0,0
0,6,432.666,1.4656e+007,0,0,0
0,6,4361.31,5.49998e+007,0,0,0
0,6,2023.09,9.88633e+006,0,0,0
0,6,407.057,0,0,0,0
0,6,4352.16,0,0,0,0
0,6,2086.54,0,0,0,0
0,6,219.67,0,0,0,0
0,7,4610.42,0,52847.8,6.95072e+006,899308
0,7,376.847,0,4.5716e+008,445.404,0.0375431
0,7,153.942,0,2.64902e+007,7.78034,0.00269557
0,7,200.45,0,1.57141e+007,9.64079,0.00142792
0,7,470.171,0,5.84525e+008,756.751,0.0641692
0,7,4610.42,0,1.03014e+009,2345.31,2.16052
0,7,17723.5,0,1.00919e+006,2.50892e+008,1.4297e+007
0,7,1009.7,0,5646.69,88714,16559.3
0,7,1265.81,0,49520.3,6.31506e+006,106307
0,7,174.139,0,0,0,0
0,7,925.104,0,0,0,0
0,7,203.986,0,0,0,0
0,7,1225.68,0,0,0,0
0,7,486.29,0,0,0,0
0,7,372,0,0,0,0
0,7,4610.42,0,0,0,0
0,8,10676.2,1.36916e+007,164712,3.95762e+007,1.55122e+006
0,8,5733.15,5.21474e+006,33770.8,7.06688e+006,400170
0,8,1264.17,2.27155e+008,3020.14,4088.12,42381.7
0,8,733.112,1.84254e+008,315.271,25859.6,538.291
0,8,228.681,1304.36,5.4101e+007,44.1668,1.13028e-006
0,8,120.708,70.2305,1.0011e+007,3.85148,0
0,8,6067.8,7.48623e+007,1272.3,1449.43,4829.27
0,8,4343.21,595572,23.6359,309.163,427.021
0,8,5733.15,0,0,0,0
0,8,10747.7,0,0,0,0
0,8,1170.53,0,0,0,0
0,8,733.112,0,0,0,0
0,8,228.681,0,0,0,0
0,8,120.708,0,0,0,0
1,0,123491,6.21636e+008,0,0,0
1,0,1515.65,2.44074e+008,0,0,0
1,0,115.083,3.14309e+008,0,0,0
1,0,196.89,7.16902e+009,0,0,0
1,0,1638.9,1.99521e+011,0,0,0
1,0,240.124,860272,0,0,0
1,0,178.366,4.41147e+010,0,0,0
1,0,115.083,5.93404e+008,0,0,0
1,0,1587.06,3.94865e+010,0,0,0
1,0,117.119,2.29753e+009,0,0,0
1,0,205.373,2.41933e+010,0,0,0
1,0,101.49,76313.9,0,0,0
1,0,254.357,12280,0,0,0
1,0,1576.05,1.8029e+009,0,0,0
1,0,196.89,1.76374e+010,0,0,0
1,1,89695.9,0,362070,4.13686e+007,115919
1,2,16445.2,4.93603e+006,5.91003e+007,2.78524e+007,46240.4
1,2,3934.97,308342,6.25638e+006,2.41786e+007,13110.2
1,2,31625.1,2.33681e+008,1.9798e+008,5.5231e+008,225198
1,2,1264.87,1.74277e+008,9.11891e+008,2.3697e+009,2.19549e+008
1,2,2163.4,5.67682e+007,5.91329e+008,6.89632e+009,2.36357e+007
1,2,309.944,1.2203e+010,2.2315e+007,9.77835e+007,5.68897e+007
1,2,2155.88,5.87899e+007,5.28578e+008,4.69733e+009,6.93284e+006
1,2,1264.87,4.80776e+009,2.03705e+010,5.75152e+010,1.9557e+009
1,2,31625.1,3.9863e+009,3.44178e+009,1.04395e+010,3.13381e+006
1,2,334.471,1.38064e+011,4.85262e+008,2.39316e+009,1.8616e+009
1,2,16445.2,1.63104e+008,1.62358e+009,8.92723e+008,1.13775e+006
1,2,1254.62,3.26805e+009,2.87275e+010,5.20828e+010,5.82496e+009
1,2,2268.45,4.70765e+009,3.50685e+010,2.00465e+011,4.87498e+008
1,3,3.61673,14.9927,0,0,0
1,3,375.721,6.30448e+008,0,0,0
1,3,13.735,1.41104e+006,0,0,0
1,3,89.1187,9.49554e+006,0,0,0
1,3,16.5084,965219,0,0,0
1,3,3.77405,3.97083e+011,0,0,0
1,4,14.2305,0,7.35641e+006,2.15749e-005,0
1,4,140.528,0,11560.3,465300,463595
1,4,22.9752,0,6.43318e+006,0.000167727,1.15928e-006
1,4,389.515,0,1.05799e+006,1.83086e+006,828134
1,4,737.568,0,2.23981e+009,3.53928e+009,1.21033e+009
1,4,31.8316,0,2.16624e+007,0.00237244,7.52888e-005
1,4,71.2722,0,380.404,36069.5,13884.4
1,4,22.6677,0,287492,5.3498e-006,3.43551e-008
1,4,14.2305,0,1.89347e+007,3.14746e-005,0
1,5,679.249,5.02606e+007,4.32097e+007,9.20569e+007,1.28925e+007
1,5,79.9711,4.95518e+008,361.186,7937.86,7896.71
1,5,123.731,2.02678e+008,255.557,19041,12804.5
1,5,2.73057,124.253,2.30951e+006,0,0
1,5,8.14787,10.5165,1.63082e+007,1.50131e-006,0
1,5,2001,1.33358e+008,1.28392e+007,2.69989e+007,1.41893e+007
1,5,2.5982,15.3774,3.09489e+006,0,0
1,5,943.279,2.85872e+008,5.12572e+007,8.41761e+007,9.6303e+007
1,5,174.795,1.63856e+008,97.6829,2264.03,5330.55
1,5,123.731,2.20951e+008,174.859,3067.59,4582.47
1,6,30121.6,7.19898e+007,0,0,0
1,6,14189.9,3.01787e+007,0,0,0
1,6,13147.3,1.34002e+008,0,0,0
1,6,612.201,1.56983e+008,0,0,0
1,6,111.565,1.63383e+007,0,0,0
1,6,210.917,1.53496e+008,0,0,0
1,6,1057.54,1.94603e+008,0,0,0
1,6,473.183,1.37921e+008,0,0,0
1,6,439.848,5.5882e+007,0,0,0
1,6,223.998,6.24113e+008,0,0,0
1,6,98.7044,105040,0,0,0
1,7,5632.66,0,3.86078e+006,3.98357e+007,23941.4
1,7,212.091,0,3.28366e+006,7.155e+007,3.61767e+007
1,7,34624.9,0,5.53586e+007,2.2204e+008,80306.6
1,7,82.3828,0,97.9504,1947.44,2437.11
1,7,115.024,0,143060,1.17954e+007,7.43407e+006
1,7,357.163,0,3.96183e+007,7.12881e+007,8.10386e+007
1,7,448.93,0,1.41099e+008,3.97352e+008,4.07395e+008
1,7,73.09,0,1.21105,54.5977,39.2168
1,7,210.216,0,2.20137e+006,4.01288e+007,4.2108e+007
1,7,108.504,0,831.328,36755.4,33095.6
1,7,5632.66,0,1.7659e+008,1.20158e+009,5.79902e+006
1,7,197.735,0,8602.4,113360,227340
1,7,321.155,0,2.40805e+008,0.027501,0.0019103
1,8,10723.6,8.55648e+006,3.23031e+008,8.87425e+007,244519
1,8,6934.68,383335,1.54064e+007,1.70842e+007,18149.6
1,8,2273.44,560458,5.4542e+006,2.68537e+007,630446
1,8,631.885,3.9969e+007,1.65506e+007,2.50375e+007,1.76559e+007
1,8,1504.32,3.57581e+006,2.58677e+007,1.05632e+008,1.01896e+006
1,8,284.228,4.03201e+007,16400.9,345116,372498
1,8,2715.82,9.37776e+006,6.25511e+007,6.79095e+008,1.37092e+006
1,8,85.8936,3.84225e+007,4.91929,449.088,178.467
1,8,126.745,2.14239e+009,1463.85,281742,327783
1,8,611.136,4.16593e+009,1.12614e+009,1.21548e+009,5.44605e+008
1,8,288.377,3.2665e+008,4174.89,126393,124055
1,8,138.807,3.97446e+008,2369.11,59395.6,89243.1
1,8,2290.21,8.43947e+007,896418,2.88584e+006,1.92146e+006
1,8,292.755,6.70579e+007,45.0341,818.443,1301.62
1,8,631.885,8.283e+008,723433,1.40215e+007,1.33613e+007
1,8,126.745,5606,0.00133709,0.0672277,0.0465299
1,8,2747.17,3.34689e+007,1.02825e+008,1.93113e+008,4.05974e+007
1,8,258.891,0,0,0,0
2,0,1320.23,222019,0,0,0
2,0,6873.33,8.5762e+007,0,0,0
2,0,1888.89,187626,0,0,0
2,0,20261.8,3.15239e+009,0,0,0
2,0,744.016,3.17141e+009,0,0,0
2,0,1833.93,6.10069e+008,0,0,0
2,0,20261.8,3.72527e+008,0,0,0
2,0,301.747,1.24501e+009,0,0,0
2,0,6890.68,4.47683e+011,0,0,0
2,0,329.514,1.63725e+009,0,0,0
2,0,15642.9,4.0347e+010,0,0,0
2,0,1888.89,3.48826e+008,0,0,0
2,0,309.253,1.42708e+008,0,0,0
2,0,715.516,7.66569e+008,0,0,0
2,0,312.792,4.8215e+009,0,0,0
2,0,1320.23,1.70777e+011,0,0,0
2,0,7079.54,2.15335e+009,0,0,0
2,0,1698.46,4.59607e+007,0,0,0
