Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
26134.4,1,1000,H,Ecto,19569.2
26134.4,1,10000,H,Ecto,90847.2
26134.4,1,1000,H,Endo,2.71364e+007
26134.4,1,10000,H,Endo,7.9825e+006
26134.4,1,1000,O,Ecto,9811.79
26134.4,1,10000,O,Ecto,84598.4
26134.4,1,1000,O,Endo,1.6735e+009
26134.4,1,10000,O,Endo,103.008
26134.4,1,1000,C,Ecto,327097
26134.4,1,10000,C,Ecto,449611
26134.4,1,1000,C,Endo,6.5014e+006
26134.4,1,10000,C,Endo,1.02261e+006
19699.7,1,100,H,Ecto,0.00995227
19699.7,1,1000,H,Ecto,2.01125e+006
19699.7,1,10000,H,Ecto,2.20021
19699.7,1,1000,H,Endo,2.85597e+007
19699.7,1,10000,H,Endo,18076.7
19699.7,1,100,O,Ecto,75997
19699.7,1,1000,O,Ecto,2.07067e+006
19699.7,1,10000,O,Ecto,3.98904
19699.7,1,100,O,Endo,584374
19699.7,1,1000,O,Endo,2.66168e+009
19699.7,1,100,C,Ecto,319389
19699.7,1,1000,C,Ecto,3.651e+006
19699.7,1,10000,C,Ecto,49.7714
19699.7,1,1000,C,Endo,6.26529e+007
19699.7,1,10000,C,Endo,20.9458
28460.6,1,10000,H,Ecto,7.32014e+006
28460.6,1,10000,H,Endo,3.56441e+008
28460.6,1,1000,O,Ecto,422.855
28460.6,1,10000,O,Ecto,106762
28460.6,1,1000,O,Endo,2876.48
28460.6,1,10000,O,Endo,157460
28460.6,1,10000,C,Ecto,1.70222e+006
28460.6,1,10000,C,Endo,6.81832e+007
43313.5,1,10000,H,Ecto,89.2576
43313.5,1,10000,H,Endo,6847.53
43313.5,1,100000,H,Endo,1.42782
43313.5,1,10000,O,Ecto,0.548957
43313.5,1,1000,O,Endo,0.00983069
43313.5,1,10000,O,Endo,2.14668
43313.5,1,10000,C,Ecto,8.93542
43313.5,1,10000,C,Endo,1587.28
156353,1,10000,H,Ecto,28.4355
156353,1,10000,H,Endo,10496.9
156353,1,100000,H,Endo,273.405
156353,1,10000,O,Ecto,126.129
156353,1,10000,O,Endo,581.066
156353,1,10000,C,Ecto,8.93259e-005
156353,1,10000,C,Endo,157192
32087.4,2,1000,H,Ecto,14088.3
32087.4,2,10000,H,Ecto,1.68007
32087.4,2,1000,H,Endo,365661
32087.4,2,10000,H,Endo,3631.13
32087.4,2,100,O,Ecto,257.97
32087.4,2,1000,O,Ecto,14503.7
32087.4,2,10000,O,Ecto,1.8029
32087.4,2,100,O,Endo,3234.51
32087.4,2,1000,O,Endo,4.54926e+007
32087.4,2,100,C,Ecto,917.549
32087.4,2,1000,C,Ecto,13012.4
32087.4,2,10000,C,Ecto,23.363
32087.4,2,1000,C,Endo,625180
32087.4,2,10000,C,Endo,19.0633
6734.57,2,100,H,Ecto,198.424
6734.57,2,1000,H,Ecto,311714
6734.57,2,1000,H,Endo,56395.8
6734.57,2,100,O,Ecto,30291.6
6734.57,2,1000,O,Ecto,124381
6734.57,2,100,O,Endo,80401.3
6734.57,2,1000,O,Endo,7.67133e+007
6734.57,2,100,C,Ecto,191556
6734.57,2,1000,C,Ecto,2.26371e+006
6734.57,2,1000,C,Endo,2.38389e+006
4404.76,2,10,H,Ecto,0.00554988
4404.76,2,100,H,Ecto,1730.08
4404.76,2,1000,H,Ecto,54611.9
4404.76,2,1000,H,Endo,5269.77
4404.76,2,100,O,Ecto,17052.3
4404.76,2,1000,O,Ecto,14134.9
4404.76,2,100,O,Endo,17315.7
4404.76,2,1000,O,Endo,9.25851e+006
4404.76,2,10,C,Ecto,0.692229
4404.76,2,100,C,Ecto,229854
4404.76,2,1000,C,Ecto,1.33109e+006
4404.76,2,1000,C,Endo,162722
4019.33,2,10,H,Ecto,670.589
4019.33,2,100,H,Ecto,1.23054e+006
4019.33,2,1000,H,Ecto,523531
4019.33,2,10,H,Endo,7016.86
4019.33,2,100,O,Ecto,1.92616e+006
4019.33,2,1000,O,Ecto,94340.8
4019.33,2,100,O,Endo,835268
4019.33,2,10,C,Ecto,1.49046e-021
4019.33,2,100,C,Ecto,7.05011e+006
4019.33,2,1000,C,Ecto,6.00046e+007
958.024,2,10,H,Ecto,2.08507e-023
958.024,2,100,H,Ecto,1714.23
958.024,2,1000,H,Ecto,234.648
958.024,2,10,H,Endo,1302.59
958.024,2,100,O,Ecto,4909.63
958.024,2,1000,O,Ecto,2.34836e-020
958.024,2,100,O,Endo,1496.15
958.024,2,10,C,Ecto,3.95429e-022
958.024,2,100,C,Ecto,7103.34
958.024,2,1000,C,Ecto,1084.16
958.024,2,1000,C,Endo,2.44896e-022
2196.66,2,10,H,Ecto,1862.63
2196.66,2,100,H,Ecto,495752
2196.66,2,1000,H,Ecto,19370.9
2196.66,2,10,H,Endo,153916
2196.66,2,100,O,Ecto,824089
2196.66,2,100,O,Endo,192856
2196.66,2,10,C,Ecto,1.04796e-020
2196.66,2,100,C,Ecto,2.93874e+006
2196.66,2,1000,C,Ecto,5.41434e+006
259.62,2,10,H,Ecto,2.88226e+008
259.62,2,100,H,Ecto,7.15249e-006
259.62,2,10,H,Endo,0.00521168
259.62,2,10,O,Ecto,196.481
259.62,2,100,O,Ecto,3.31372e-005
259.62,2,10,C,Ecto,0.0262852
259.62,2,100,C,Ecto,1.71505e-005
264.847,2,1,H,Ecto,0.169612
264.847,2,10,H,Ecto,2.45202e+007
264.847,2,100,H,Ecto,6.57091e-008
264.847,2,10,H,Endo,0.000152023
264.847,2,10,O,Ecto,15.8023
264.847,2,100,O,Ecto,2.88412e-007
264.847,2,10,C,Ecto,0.00225539
7051.89,2,10,H,Ecto,7.72248e-025
7051.89,2,100,H,Ecto,2613.05
7051.89,2,1000,H,Ecto,3499.82
7051.89,2,10,H,Endo,135.447
7051.89,2,100,O,Ecto,4982.31
7051.89,2,1000,O,Ecto,16.7881
7051.89,2,100,O,Endo,2224.68
7051.89,2,10,C,Ecto,1.73815e-023
7051.89,2,100,C,Ecto,14028.1
7051.89,2,1000,C,Ecto,10475
7051.89,2,1000,C,Endo,7.69672e-022
715.576,4,10,H,Ecto,999.073
715.576,4,100,H,Ecto,50993.2
715.576,4,1000,H,Ecto,1108.66
715.576,4,10,H,Endo,48771.9
715.576,4,10,O,Ecto,3.39672e+006
715.576,4,100,O,Ecto,63971.2
715.576,4,100,O,Endo,16325.7
715.576,4,10,C,Ecto,1.20019e-020
715.576,4,100,C,Ecto,156104
715.576,4,1000,C,Ecto,142853
2001,4,10,H,Ecto,9.1612e+009
2001,4,100,H,Ecto,18.3706
2001,4,1000,H,Ecto,0.390503
2001,4,10,H,Endo,50.5838
2001,4,10,O,Ecto,19574.1
2001,4,100,O,Ecto,46.519
2001,4,100,O,Endo,7.57842
2001,4,10,C,Ecto,3.33145e-023
2001,4,100,C,Ecto,23.1726
15.7982,5,1,H,Ecto,9.93043e-017
15.7982,5,10,H,Ecto,3.33926e-021
15.7982,5,1,O,Ecto,1.66221e-017
15.7982,5,10,O,Ecto,8.95778e-020
15.7982,5,10,C,Ecto,0.00529304
4610.42,7,100,H,Ecto,299.827
4610.42,7,1000,H,Ecto,47578
4610.42,7,1000,H,Endo,4970.05
4610.42,7,100,O,Ecto,7061.53
4610.42,7,1000,O,Ecto,14812.3
4610.42,7,100,O,Endo,12560.3
4610.42,7,1000,O,Endo,6.91629e+006
4610.42,7,100,C,Ecto,47257.9
4610.42,7,1000,C,Ecto,623978
4610.42,7,1000,C,Endo,228072
376.847,7,10,H,Ecto,4.5716e+008
376.847,7,100,H,Ecto,2.68825e-005
376.847,7,10,H,Endo,0.0525974
376.847,7,10,O,Ecto,445.403
376.847,7,100,O,Ecto,0.000938503
376.847,7,10,C,Ecto,0.0374034
376.847,7,100,C,Ecto,0.000139697
153.942,7,10,H,Ecto,2.64902e+007
153.942,7,10,H,Endo,1.96663e-006
153.942,7,10,O,Ecto,7.78034
153.942,7,10,C,Ecto,0.00269557
200.45,7,10,H,Ecto,1.57141e+007
200.45,7,100,H,Ecto,1.54069e-007
200.45,7,10,H,Endo,7.4499e-005
200.45,7,10,O,Ecto,9.64079
200.45,7,100,O,Ecto,6.97828e-007
200.45,7,10,C,Ecto,0.00142763
200.45,7,100,C,Ecto,2.84256e-007
470.171,7,10,H,Ecto,5.84525e+008
470.171,7,100,H,Ecto,0.0112897
470.171,7,1000,H,Ecto,0.000573019
470.171,7,10,H,Endo,0.263533
470.171,7,10,O,Ecto,756.732
470.171,7,100,O,Ecto,0.017241
470.171,7,100,O,Endo,0.00106204
470.171,7,10,C,Ecto,0.0454198
470.171,7,100,C,Ecto,0.0187494
4610.42,7,10,H,Ecto,1.03014e+009
4610.42,7,100,H,Ecto,0.566312
4610.42,7,1000,H,Ecto,0.0404546
4610.42,7,10,H,Endo,5.45123
4610.42,7,10,O,Ecto,2342.81
4610.42,7,100,O,Ecto,2.12698
4610.42,7,100,O,Endo,0.374557
4610.42,7,10,C,Ecto,4.34537e-024
4610.42,7,100,C,Ecto,2.16052
17723.5,7,100,H,Ecto,729.591
17723.5,7,1000,H,Ecto,694309
17723.5,7,1000,H,Endo,314128
17723.5,7,10000,H,Endo,20.7851
17723.5,7,100,O,Ecto,239991
17723.5,7,1000,O,Ecto,353502
17723.5,7,100,O,Endo,225589
17723.5,7,1000,O,Endo,2.50073e+008
17723.5,7,100,C,Ecto,904173
17723.5,7,1000,C,Ecto,7.19598e+006
17723.5,7,1000,C,Endo,6.19684e+006
1009.7,7,10,H,Ecto,30.1601
1009.7,7,100,H,Ecto,3827.05
1009.7,7,1000,H,Ecto,329.918
1009.7,7,10,H,Endo,1459.55
1009.7,7,10,O,Ecto,83998.6
1009.7,7,100,O,Ecto,2871.72
1009.7,7,100,O,Endo,1843.71
1009.7,7,10,C,Ecto,2184.73
1009.7,7,100,C,Ecto,8502.32
1009.7,7,1000,C,Ecto,5872.2
1265.81,7,10,H,Ecto,1.34062e-021
1265.81,7,100,H,Ecto,19805.8
1265.81,7,1000,H,Ecto,2485.8
1265.81,7,10,H,Endo,27228.8
1265.81,7,10,O,Ecto,6.2392e+006
1265.81,7,100,O,Ecto,41402.6
1265.81,7,1000,O,Ecto,1.78316e-019
1265.81,7,100,O,Endo,34454.1
1265.81,7,10,C,Ecto,2.35983e-020
1265.81,7,100,C,Ecto,93751.3
1265.81,7,1000,C,Ecto,12555.3
1265.81,7,1000,C,Endo,2.35566e-021
10676.2,8,100,H,Ecto,10.8491
10676.2,8,1000,H,Ecto,90604
10676.2,8,1000,H,Endo,74063.7
10676.2,8,10000,H,Endo,33.9619
10676.2,8,100,O,Ecto,5808.44
10676.2,8,1000,O,Ecto,46034.9
10676.2,8,100,O,Endo,22879.5
10676.2,8,1000,O,Endo,3.95014e+007
10676.2,8,100,C,Ecto,49336.3
