GridcellIndex,Cohort_FunctionalGroupIndex,Cohort_AdultMass,Cohort_Consumed_Autotroph,Cohort_Consumed_Herbivore,Cohort_Consumed_Omnivore,Cohort_Consumed_Carnivore
0,0,455902,4.14498e+009,0,0,0
0,0,11184.4,4.31705e+007,0,0,0
0,0,48304.6,4.18442e+009,0,0,0
0,0,348711,1.10783e+010,0,0,0
0,0,2467.34,4.45174e+009,0,0,0
0,0,27809.4,6.43736e+008,0,0,0
0,0,2616.61,5.68118e+009,0,0,0
0,0,30919,2.52043e+008,0,0,0
0,0,61.2298,2.77974e+007,0,0,0
0,0,11416.8,1.56416e+009,0,0,0
0,0,58.1291,1.47064e+007,0,0,0
0,0,2598.28,3.42065e+009,0,0,0
0,0,53.8879,3.1534e+007,0,0,0
0,1,64817.9,0,110117,10.9746,6605.91
0,1,1658.86,0,4.36233e+008,4.68297e+009,7.0338e+009
0,1,26134.4,0,1.11387e+010,1.16748e+009,2.75999e+009
0,1,19699.7,0,1.84916e+007,3.18706e+009,7.60312e+007
0,1,28460.6,0,5.31083e+007,147220,4.32077e+009
0,1,43313.5,0,102.236,1.22566,38061
0,2,32087.4,3.52522e+007,279279,5.4637e+007,776514
0,2,6734.57,6.98043e+007,490624,1.31952e+008,6.92896e+006
0,2,4404.76,7.18664e+007,109917,1.22122e+007,2.23963e+006
0,2,291.851,7258.86,4.60314e+008,124.988,0.0410125
0,2,4019.33,7.17741e+010,3.28259e+006,4.4352e+006,3.62718e+007
0,2,958.024,1.90442e+009,33299.8,38238.5,114144
0,2,2196.66,7.38581e+010,2.03247e+006,4.44314e+006,8.36691e+006
0,2,259.62,6808.42,3.17038e+008,245.439,0.0283099
0,2,6100.95,7.82215e+009,2.42627e+006,7.57132e+007,4.41223e+007
0,2,264.847,342.351,2.67593e+007,16.86,0.00238664
0,2,254.372,25.8962,1.22416e+006,1.14939,0.000110064
0,2,288.581,1988.59,1.30267e+008,88.3599,0.0115374
0,2,7051.89,4.78695e+008,9196.98,22653.5,111617
0,3,258.275,3.12986e+007,0,0,0
0,3,113.887,3.19751e+006,0,0,0
0,3,12.9404,5.4327e+006,0,0,0
0,3,11.0993,5.75734e+011,0,0,0
0,3,64.6307,1.42056e+006,0,0,0
0,3,3.0459,1.1769e+009,0,0,0
0,3,12.7751,2.14477e+008,0,0,0
0,3,3.31612,3.02146e+007,0,0,0
0,3,386.078,2.64806e+007,0,0,0
0,4,70.6555,0,2.12178e+007,27.9943,0.00522482
0,4,10.5781,0,7.28649e+006,4.83072e+006,132033
0,4,1482.01,0,113881,296859,1.50519e+006
0,4,878.942,0,362022,746247,1.51205e+006
0,4,451.167,0,3.37571e+008,703.33,0.895853
0,4,715.576,0,252779,3.57454e+006,633968
0,4,2001,0,7.31815e+006,1.76227e+008,2.7026e+006
0,4,70.031,0,0,0,0.20231
0,4,105.493,0,3.35539e+007,14.6593,0.0034385
0,5,664.762,2.12402e+008,4819.71,1287.77,1975.43
0,5,1128.18,5.21356e+008,8472.09,9793.11,32863.6
0,5,208.265,1594.93,6.40366e+007,34.3828,0.00591959
