Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
64817.9,1,10000,H,Ecto,2487.18
64817.9,1,10000,H,Endo,12255.5
64817.9,1,100000,H,Endo,4.26918e+006
64817.9,1,10000,O,Endo,34.2447
64817.9,1,10000,C,Ecto,289.304
64817.9,1,10000,C,Endo,2.67287e+006
26904.1,1,10000,H,Ecto,6.30844e+009
26904.1,1,10000,H,Endo,5.24139e+008
26904.1,1,100000,H,Endo,1.30639e+009
26904.1,1,10000,O,Ecto,1.73141e+010
26904.1,1,1000,O,Endo,4.58683e+009
26904.1,1,10000,O,Endo,1.13512e+007
26904.1,1,1000,C,Ecto,2.81769e+006
26904.1,1,10000,C,Ecto,1.02563e+008
26904.1,1,10000,C,Endo,59791.8
26904.1,1,1000,H,Ecto,2.20209e+006
26904.1,1,10000,H,Ecto,7.65384e+007
26904.1,1,1000,H,Endo,1.7009e+007
26904.1,1,10000,H,Endo,4.3508e+007
26904.1,1,1000,O,Ecto,99494.7
26904.1,1,10000,O,Ecto,4.68444e+007
26904.1,1,100,O,Endo,2.94897e+007
26904.1,1,1000,O,Endo,4.50218e+010
26904.1,1,10000,O,Endo,30.3715
26904.1,1,100,C,Ecto,2.36251e+008
26904.1,1,1000,C,Ecto,2.43968e+008
26904.1,1,10000,C,Ecto,129.462
26904.1,1,1000,C,Endo,1.74944e+008
26904.1,1,10000,C,Endo,53821.3
1880.85,1,10,H,Ecto,3.68775e+006
1880.85,1,100,H,Ecto,310425
1880.85,1,10,H,Endo,1.15856e+007
1880.85,1,1000,H,Endo,1.91633e+006
1880.85,1,10,O,Ecto,7.3284e+007
1880.85,1,100,O,Ecto,7.35343e+007
1880.85,1,1000,O,Ecto,9282.61
1880.85,1,100,O,Endo,2.52815e+009
1880.85,1,1000,O,Endo,9.24701e+006
1880.85,1,10,C,Ecto,1.54601e+009
1880.85,1,100,C,Ecto,8.15662e+007
1880.85,1,1000,C,Ecto,276307
1880.85,1,1000,C,Endo,4.16158
40521.4,1,1000,H,Ecto,24.9149
40521.4,1,10000,H,Ecto,15538.1
40521.4,1,1000,H,Endo,118.298
40521.4,1,10000,H,Endo,257.869
40521.4,1,1000,O,Ecto,3.92704
40521.4,1,10000,O,Ecto,8351.75
40521.4,1,1000,O,Endo,108088
40521.4,1,10000,O,Endo,0.369648
40521.4,1,1000,C,Ecto,59.8618
40521.4,1,10000,C,Ecto,1.90473
40521.4,1,1000,C,Endo,1.53306e-006
40521.4,1,10000,C,Endo,498112
64042.8,1,100,H,Ecto,8.75777
64042.8,1,1000,H,Ecto,6686.95
64042.8,1,10000,H,Ecto,45311
64042.8,1,1000,H,Endo,10302.4
64042.8,1,10000,H,Endo,86691.8
64042.8,1,1000,O,Ecto,154.919
64042.8,1,10000,O,Ecto,34170.9
64042.8,1,100,O,Endo,89236
64042.8,1,1000,O,Endo,1.42296e+008
64042.8,1,100,C,Ecto,3.00886e+006
64042.8,1,1000,C,Ecto,2.66793e+006
64042.8,1,1000,C,Endo,136324
64042.8,1,10000,C,Endo,1.77824e+007
1658.86,1,1,H,Ecto,280.544
1658.86,1,10,H,Ecto,3.15732e+006
1658.86,1,100,H,Ecto,0.00487592
1658.86,1,10,H,Endo,0.00076942
1658.86,1,1,O,Ecto,2.45447e+006
1658.86,1,10,O,Ecto,372335
1658.86,1,100,O,Ecto,0.000406395
1658.86,1,10,C,Ecto,294007
1658.86,1,100,C,Ecto,0.000770772
2236.7,2,100,H,Ecto,17711.2
2236.7,2,1000,H,Ecto,11175.4
2236.7,2,10,H,Endo,18632.3
2236.7,2,1000,H,Endo,2.98981e+007
2236.7,2,10000,H,Endo,394.878
2236.7,2,100,O,Ecto,3.94241e+007
2236.7,2,1000,O,Ecto,107181
2236.7,2,100,O,Endo,3.3879e+008
2236.7,2,1000,O,Endo,2.19014e+008
2236.7,2,10,C,Ecto,7.16578e+007
2236.7,2,100,C,Ecto,1.85802e+008
2236.7,2,1000,C,Ecto,7.19337e+006
2236.7,2,1000,C,Endo,11617.1
6861.7,2,100,H,Ecto,1242.88
6861.7,2,1000,H,Ecto,27484.7
6861.7,2,10000,H,Ecto,1036.59
6861.7,2,1000,H,Endo,1.70646e+007
6861.7,2,10000,H,Endo,356470
6861.7,2,100,O,Ecto,1.58457e+006
6861.7,2,1000,O,Ecto,13524.3
6861.7,2,10000,O,Ecto,84.5943
6861.7,2,100,O,Endo,8.21946e+007
6861.7,2,1000,O,Endo,3.08808e+008
6861.7,2,100,C,Ecto,9.88766e+007
6861.7,2,1000,C,Ecto,5.44672e+007
