Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
64817.9,1,10000,H,Ecto,303.758
64817.9,1,10000,H,Endo,1452.59
64817.9,1,100000,H,Endo,221378
64817.9,1,1e+006,H,Endo,59456.4
64817.9,1,10000,O,Endo,16.441
64817.9,1,10000,C,Ecto,27.9019
64817.9,1,10000,C,Endo,8.20093e+007
1787.35,1,100,H,Ecto,1.40196
1787.35,1,1000,H,Ecto,1.3799
1787.35,1,10,H,Endo,219.347
1787.35,1,1000,H,Endo,3687.5
1787.35,1,100,O,Ecto,923.915
1787.35,1,1000,O,Ecto,10.2305
1787.35,1,100,O,Endo,884694
1787.35,1,1000,O,Endo,1667.63
1787.35,1,10,C,Ecto,35684
1787.35,1,100,C,Ecto,76531.4
1787.35,1,1000,C,Ecto,336.629
1787.35,1,1000,C,Endo,17.2808
26904.1,1,10000,H,Ecto,3.13985e+010
26904.1,1,10000,H,Endo,3.6258e+009
26904.1,1,100000,H,Endo,4.78036e+009
26904.1,1,1e+006,H,Endo,8.09898e+007
26904.1,1,10000,O,Ecto,2.6994e+010
26904.1,1,1000,O,Endo,2.27891e+010
26904.1,1,10000,O,Endo,4.22652e+009
26904.1,1,1000,C,Ecto,2.80661e+006
26904.1,1,10000,C,Ecto,1.6229e+008
26904.1,1,10000,C,Endo,178434
26904.1,1,100,H,Ecto,485.55
26904.1,1,1000,H,Ecto,1.60607e+007
26904.1,1,10000,H,Ecto,8.38676e+008
26904.1,1,1000,H,Endo,4.79512e+007
26904.1,1,10000,H,Endo,6.53855e+007
26904.1,1,100,O,Ecto,1.15686e+006
26904.1,1,1000,O,Ecto,924546
26904.1,1,10000,O,Ecto,1.18156e+009
26904.1,1,100,O,Endo,6.29881e+008
26904.1,1,1000,O,Endo,4.40659e+009
26904.1,1,10000,O,Endo,1309.41
26904.1,1,100,C,Ecto,224869
26904.1,1,1000,C,Ecto,7.36773e+007
26904.1,1,10000,C,Ecto,531.233
26904.1,1,1000,C,Endo,1.55373e+010
26904.1,1,10000,C,Endo,1.71274e+006
1678.09,1,10,H,Ecto,294732
1678.09,1,100,H,Ecto,66935.5
1678.09,1,10,H,Endo,1.37172e+009
1678.09,1,1000,H,Endo,175300
1678.09,1,10,O,Ecto,0.00185831
1678.09,1,100,O,Ecto,6.7279e+007
