Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
64817.9,1,10000,H,Ecto,3599.79
64817.9,1,10000,H,Endo,1.08455e+007
64817.9,1,100000,H,Endo,850366
64817.9,1,10000,O,Endo,108.138
64817.9,1,10000,C,Ecto,100.307
64817.9,1,10000,C,Endo,490982
26904.1,1,1000,H,Ecto,230124
26904.1,1,10000,H,Ecto,1.45676e+009
26904.1,1,10000,H,Endo,1.64463e+009
26904.1,1,100000,H,Endo,6.89508e+006
26904.1,1,1000,O,Ecto,17940.4
26904.1,1,10000,O,Ecto,1.02949e+009
26904.1,1,1000,O,Endo,5.31314e+008
26904.1,1,10000,O,Endo,747162
26904.1,1,1000,C,Ecto,574834
26904.1,1,10000,C,Ecto,3.99965e+006
26904.1,1,10000,C,Endo,4.07675e+009
26904.1,1,1000,H,Ecto,6.11176e+006
26904.1,1,10000,H,Ecto,7.92135e+008
26904.1,1,1000,H,Endo,4.75098e+008
26904.1,1,10000,H,Endo,2.64374e+008
26904.1,1,1000,O,Ecto,886477
26904.1,1,10000,O,Ecto,7.0181e+008
26904.1,1,100,O,Endo,12568.7
26904.1,1,1000,O,Endo,4.52082e+010
26904.1,1,10000,O,Endo,1989.73
26904.1,1,100,C,Ecto,1.60343e+008
26904.1,1,1000,C,Ecto,3.41568e+009
26904.1,1,10000,C,Ecto,18084.1
26904.1,1,1000,C,Endo,1.4585e+009
26904.1,1,10000,C,Endo,4.17904e+006
40521.4,1,1000,H,Ecto,16.4494
40521.4,1,10000,H,Ecto,39580.5
40521.4,1,1000,H,Endo,1.30895
40521.4,1,10000,H,Endo,7317.12
40521.4,1,100000,H,Endo,6.0442
40521.4,1,1000,O,Ecto,5.42834
40521.4,1,10000,O,Ecto,63130.8
40521.4,1,1000,O,Endo,495840
40521.4,1,10000,O,Endo,9.50597
40521.4,1,1000,C,Ecto,19.0067
40521.4,1,10000,C,Ecto,30.2613
40521.4,1,10000,C,Endo,249465
1658.86,1,10,H,Ecto,7.51019e+006
1658.86,1,100,H,Ecto,16.0674
1658.86,1,10,H,Endo,434.198
1658.86,1,1000,H,Endo,2.4825
1658.86,1,10,O,Ecto,1.56905e+007
1658.86,1,100,O,Ecto,33165.5
1658.86,1,100,O,Endo,674728
1658.86,1,1000,O,Endo,113.362
1658.86,1,10,C,Ecto,453946
1658.86,1,100,C,Ecto,24904.6
1658.86,1,1000,C,Endo,4637.4
1787.35,1,1,H,Ecto,2.2151e+006
1787.35,1,10,H,Ecto,1.99109e+009
1787.35,1,100,H,Ecto,9.76896
1787.35,1,10,H,Endo,101159
1787.35,1,1,O,Ecto,1.72171e+010
1787.35,1,10,O,Ecto,1.59459e+008
1787.35,1,100,O,Ecto,1.57465
1787.35,1,100,O,Endo,8.38702e+006
1787.35,1,10,C,Ecto,5.54892e+009
2236.7,2,10,H,Ecto,923.529
2236.7,2,100,H,Ecto,12919.9
2236.7,2,1000,H,Ecto,25877.2
2236.7,2,10,H,Endo,5301.65
2236.7,2,1000,H,Endo,1.16389e+006
2236.7,2,10000,H,Endo,4.5028
2236.7,2,100,O,Ecto,1.53946e+007
2236.7,2,1000,O,Ecto,81912.5
2236.7,2,100,O,Endo,7.15516e+008
2236.7,2,1000,O,Endo,3.85957e+006
2236.7,2,10,C,Ecto,566468
2236.7,2,100,C,Ecto,4.13045e+008
2236.7,2,1000,C,Ecto,51333.1
2236.7,2,1000,C,Endo,1.42109e+007
32087.4,2,100,H,Ecto,0.0150823
32087.4,2,1000,H,Ecto,428.351
32087.4,2,10000,H,Ecto,804.759
32087.4,2,1000,H,Endo,4.41095e+006
32087.4,2,10000,H,Endo,17555.8
32087.4,2,100,O,Ecto,8.27134
32087.4,2,1000,O,Ecto,4.69092
32087.4,2,10000,O,Ecto,1351.8
32087.4,2,100,O,Endo,51900.5
32087.4,2,1000,O,Endo,1.289e+006
32087.4,2,100,C,Ecto,4.61277e+006
32087.4,2,1000,C,Ecto,1.00059e+006
32087.4,2,1000,C,Endo,175833
32087.4,2,10000,C,Endo,483104
6734.57,2,10,H,Ecto,8047.45
6734.57,2,100,H,Ecto,94951
6734.57,2,1000,H,Ecto,339921
6734.57,2,10,H,Endo,51114.9
6734.57,2,1000,H,Endo,1.94495e+008
6734.57,2,10000,H,Endo,8865.49
6734.57,2,100,O,Ecto,1.82409e+008
6734.57,2,1000,O,Ecto,1.40989e+006
6734.57,2,100,O,Endo,5.01891e+010
6734.57,2,1000,O,Endo,2.03222e+009
6734.57,2,10,C,Ecto,1234.74
6734.57,2,100,C,Ecto,4.90184e+009
6734.57,2,1000,C,Ecto,1.25375e+007
6734.57,2,1000,C,Endo,320165
2189.44,2,10,H,Ecto,8.77939e+009
2189.44,2,100,H,Ecto,135788
2189.44,2,10,H,Endo,851834
2189.44,2,1000,H,Endo,28604.5
2189.44,2,10,O,Ecto,2.26507e+010
2189.44,2,100,O,Ecto,1.67949e+008
2189.44,2,1000,O,Ecto,129.822
2189.44,2,100,O,Endo,1.46995e+009
2189.44,2,1000,O,Endo,1223.64
2189.44,2,10,C,Ecto,9.18356e+010
2189.44,2,100,C,Ecto,2.65089e+008
2189.44,2,1000,C,Endo,2.10922e+007
264.847,2,1,H,Ecto,1.67007e+006
264.847,2,10,H,Ecto,2.5333e+010
264.847,2,100,H,Ecto,49.5743
264.847,2,10,H,Endo,52699.3
264.847,2,1,O,Ecto,4.26968e+009
264.847,2,10,O,Ecto,7.03767e+009
264.847,2,100,O,Ecto,21699.3
264.847,2,100,O,Endo,6.67567e+007
264.847,2,1000,O,Endo,1.01674
264.847,2,10,C,Ecto,1.45421e+009
264.847,2,100,C,Ecto,168.759
264.847,2,1000,C,Endo,126.187
259.62,2,10,H,Ecto,1.63315e+009
259.62,2,100,H,Ecto,675.941
259.62,2,10,H,Endo,3982.82
259.62,2,10,O,Ecto,1.50727e+009
259.62,2,100,O,Ecto,141167
259.62,2,100,O,Endo,2.55004e+008
259.62,2,10,C,Ecto,2.30305e+009
