Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
64817.9,1,10000,H,Ecto,1878.74
64817.9,1,10000,H,Endo,1.55031e+006
64817.9,1,100000,H,Endo,95116
64817.9,1,10000,O,Endo,120.336
64817.9,1,10000,C,Ecto,6.63183
64817.9,1,10000,C,Endo,9121.98
26904.1,1,1000,H,Ecto,2717.63
26904.1,1,10000,H,Ecto,9.05316e+006
26904.1,1,10000,H,Endo,3.66476e+008
26904.1,1,100000,H,Endo,213379
26904.1,1,1000,O,Ecto,4584.46
26904.1,1,10000,O,Ecto,1.63403e+006
26904.1,1,1000,O,Endo,178918
26904.1,1,10000,O,Endo,146710
26904.1,1,1000,C,Ecto,4935.56
26904.1,1,10000,C,Ecto,136152
26904.1,1,10000,C,Endo,2.58371
1658.86,1,100,H,Ecto,7.79179e+006
1658.86,1,1000,H,Ecto,1.07125e+007
1658.86,1,10,H,Endo,6.58082e+006
1658.86,1,1000,H,Endo,3.6572e+006
1658.86,1,100,O,Ecto,1.11024e+008
1658.86,1,1000,O,Ecto,493556
1658.86,1,100,O,Endo,3.32991e+009
1658.86,1,1000,O,Endo,6.30985e+008
1658.86,1,10,C,Ecto,178759
1658.86,1,100,C,Ecto,3.30158e+008
1658.86,1,1000,C,Ecto,2.98697e+008
1658.86,1,1000,C,Endo,2.89212e+009
26134.4,1,1000,H,Ecto,303880
26134.4,1,10000,H,Ecto,289001
26134.4,1,1000,H,Endo,7.27064e+010
26134.4,1,10000,H,Endo,1.63348e+008
26134.4,1,100,O,Ecto,506381
26134.4,1,1000,O,Ecto,6.07426e+006
26134.4,1,10000,O,Ecto,207706
26134.4,1,100,O,Endo,2.41416e+007
26134.4,1,1000,O,Endo,1.09569e+010
26134.4,1,10000,O,Endo,6.5327
26134.4,1,1000,C,Ecto,6.05553e+007
26134.4,1,10000,C,Ecto,3.89356e+006
26134.4,1,1000,C,Endo,2.02367e+008
26134.4,1,10000,C,Endo,1140.99
1658.86,1,100,H,Ecto,5.47777e+008
1658.86,1,1000,H,Ecto,1.06294e+008
1658.86,1,10,H,Endo,8.29231e+008
1658.86,1,1000,H,Endo,5.96566e+007
1658.86,1,100,O,Ecto,6.11548e+009
1658.86,1,1000,O,Ecto,208499
1658.86,1,100,O,Endo,1.51406e+010
1658.86,1,1000,O,Endo,2.60287e+008
1658.86,1,10,C,Ecto,1.94525e+006
1658.86,1,100,C,Ecto,1.17392e+010
1658.86,1,1000,C,Ecto,4.33184e+009
1658.86,1,1000,C,Endo,2.05492e+010
1695.09,1,10,H,Ecto,9.28951e+008
1695.09,1,100,H,Ecto,4.36224e+007
1695.09,1,1000,H,Ecto,3.78334e+006
1695.09,1,10,H,Endo,1.63557e+009
1695.09,1,10,O,Ecto,9.95461e+007
1695.09,1,100,O,Ecto,2.70155e+008
1695.09,1,100,O,Endo,6.48646e+009
1695.09,1,10,C,Ecto,1.98544e+009
1695.09,1,100,C,Ecto,4.38768e+008
1695.09,1,1000,C,Ecto,2.68479e+006
1629.65,1,1,H,Ecto,142061
1629.65,1,10,H,Ecto,3.81347e+010
1629.65,1,10,H,Endo,4764.19
1629.65,1,1,O,Ecto,79829.5
1629.65,1,10,O,Ecto,9584.08
1629.65,1,100,O,Ecto,14.8486
1629.65,1,100,O,Endo,57978
1629.65,1,10,C,Ecto,482725
1629.65,1,100,C,Ecto,18541.3
19699.7,1,100,H,Ecto,497596
19699.7,1,1000,H,Ecto,99501.2
19699.7,1,100,H,Endo,249329
19699.7,1,1000,H,Endo,7.60466e+006
19699.7,1,10000,H,Endo,1.3386e+008
19699.7,1,100,O,Ecto,94.7409
19699.7,1,1000,O,Ecto,0.114328
19699.7,1,100,O,Endo,8.66639e+009
19699.7,1,1000,O,Endo,37549
19699.7,1,100,C,Ecto,1.58465e+007
19699.7,1,1000,C,Ecto,252837
19699.7,1,10000,C,Endo,1.12373e+007
32087.4,2,1000,H,Ecto,84.7952
32087.4,2,10000,H,Ecto,13.3429
32087.4,2,1000,H,Endo,2.33259e+007
32087.4,2,10000,H,Endo,5.64721e+006
32087.4,2,100,O,Ecto,1007.23
32087.4,2,1000,O,Ecto,22552.4
32087.4,2,10000,O,Ecto,21.897
32087.4,2,100,O,Endo,14149.3
32087.4,2,1000,O,Endo,1.41029e+007
32087.4,2,100,C,Ecto,1189.01
32087.4,2,1000,C,Ecto,153824
32087.4,2,10000,C,Ecto,20831.9
32087.4,2,1000,C,Endo,6.77997e+006
32087.4,2,10000,C,Endo,1.73336e+006
6734.57,2,100,H,Ecto,3538.87
6734.57,2,1000,H,Ecto,18230.7
6734.57,2,1000,H,Endo,1.44355e+007
6734.57,2,10000,H,Endo,2.31166e+006
6734.57,2,100,O,Ecto,201873
6734.57,2,1000,O,Ecto,237952
6734.57,2,100,O,Endo,3.7838e+006
6734.57,2,1000,O,Endo,5.20997e+008
6734.57,2,100,C,Ecto,5.01397e+006
6734.57,2,1000,C,Ecto,7.25343e+006
6734.57,2,10000,C,Ecto,541.465
6734.57,2,1000,C,Endo,1.1494e+007
4404.76,2,100,H,Ecto,20556
4404.76,2,1000,H,Ecto,123899
4404.76,2,1000,H,Endo,138878
4404.76,2,10000,H,Endo,78013.6
4404.76,2,100,O,Ecto,1.37802e+006
4404.76,2,1000,O,Ecto,30240.4
4404.76,2,100,O,Endo,3.44826e+007
4404.76,2,1000,O,Endo,9.7712e+007
4404.76,2,100,C,Ecto,4.47825e+006
4404.76,2,1000,C,Ecto,8.86274e+006
4404.76,2,10000,C,Ecto,14.2107
4404.76,2,1000,C,Endo,1.89362e+007
291.851,2,10,H,Ecto,7.47335e+007
291.851,2,100,H,Ecto,153697
291.851,2,1000,H,Ecto,13700.5
291.851,2,10,H,Endo,6.43476e+007
291.851,2,10,O,Ecto,1.56293e+006
291.851,2,100,O,Ecto,2.24516e+006
291.851,2,100,O,Endo,2.49521e+008
291.851,2,10,C,Ecto,7.95083e+007
291.851,2,100,C,Ecto,1.09263e+009
291.851,2,1000,C,Ecto,87240.3
4019.33,2,100,H,Ecto,7.62132e+007
4019.33,2,1000,H,Ecto,8.61117e+006
4019.33,2,10,H,Endo,1.6154e+008
4019.33,2,1000,H,Endo,5.36234e+006
4019.33,2,100,O,Ecto,1.06049e+009
4019.33,2,1000,O,Ecto,355012
4019.33,2,100,O,Endo,2.04362e+010
4019.33,2,1000,O,Endo,2691.57
4019.33,2,10,C,Ecto,245468
4019.33,2,100,C,Ecto,4.06905e+010
4019.33,2,1000,C,Ecto,2.63838e+009
4019.33,2,1000,C,Endo,1.69096e+009
958.024,2,10,H,Ecto,120478
958.024,2,100,H,Ecto,3.26133e+006
958.024,2,1000,H,Ecto,1.39461e+006
958.024,2,10,H,Endo,1.28603e+007
958.024,2,1000,H,Endo,130542
958.024,2,100,O,Ecto,1.6391e+007
958.024,2,1000,O,Ecto,3077.84
958.024,2,100,O,Endo,6.92041e+007
958.024,2,1000,O,Endo,5.99169e+006
958.024,2,10,C,Ecto,128212
958.024,2,100,C,Ecto,3.81816e+009
958.024,2,1000,C,Ecto,7.44108e+006
958.024,2,1000,C,Endo,2.22052e+008
2196.66,2,10,H,Ecto,5.00765e+007
2196.66,2,100,H,Ecto,9.57093e+007
2196.66,2,1000,H,Ecto,1.66362e+007
2196.66,2,10,H,Endo,6.19006e+008
2196.66,2,1000,H,Endo,400259
2196.66,2,10,O,Ecto,149.39
2196.66,2,100,O,Ecto,2.30745e+008
2196.66,2,1000,O,Ecto,9329.02
2196.66,2,100,O,Endo,6.14452e+008
2196.66,2,10,C,Ecto,4.91066e+006
2196.66,2,100,C,Ecto,3.17019e+010
2196.66,2,1000,C,Ecto,2.77296e+007
2196.66,2,1000,C,Endo,8.94561e+008
259.62,2,10,H,Ecto,7.01124e+010
259.62,2,100,H,Ecto,16528.4
259.62,2,1000,H,Ecto,870.149
259.62,2,10,H,Endo,324140
259.62,2,1,O,Ecto,25348.4
259.62,2,10,O,Ecto,3852.88
