Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
64817.9,1,10000,H,Ecto,604.87
64817.9,1,10000,H,Endo,107947
64817.9,1,100000,H,Endo,1565
64817.9,1,10000,O,Endo,10.9746
64817.9,1,10000,C,Endo,6605.91
1658.86,1,10,H,Ecto,11843.9
1658.86,1,100,H,Ecto,2.86293e+008
1658.86,1,1000,H,Ecto,1.25746e+008
1658.86,1,10,H,Endo,2.4588e+006
1658.86,1,1000,H,Endo,2.17232e+007
1658.86,1,100,O,Ecto,2.82557e+008
1658.86,1,1000,O,Ecto,9.7081e+006
1658.86,1,100,O,Endo,1.00664e+009
1658.86,1,1000,O,Endo,3.38406e+009
1658.86,1,10,C,Ecto,3.29593e+006
1658.86,1,100,C,Ecto,1.38994e+009
1658.86,1,1000,C,Ecto,5.64057e+009
26134.4,1,1000,H,Ecto,5.81837e+006
26134.4,1,10000,H,Ecto,1.40497e+008
26134.4,1,1000,H,Endo,1.98513e+009
26134.4,1,10000,H,Endo,9.00729e+009
26134.4,1,1000,O,Ecto,4.01793e+006
26134.4,1,10000,O,Ecto,8.62734e+007
26134.4,1,1000,O,Endo,1.07689e+009
26134.4,1,10000,O,Endo,294895
26134.4,1,1000,C,Ecto,2.9282e+008
26134.4,1,10000,C,Ecto,2.41859e+008
26134.4,1,10000,C,Endo,2.22531e+009
19699.7,1,100,H,Ecto,11.2588
19699.7,1,1000,H,Ecto,849334
19699.7,1,10000,H,Ecto,2.93216
19699.7,1,1000,H,Endo,1.75086e+007
19699.7,1,10000,H,Endo,133651
19699.7,1,100,O,Ecto,213039
19699.7,1,1000,O,Ecto,2.12346e+006
19699.7,1,10000,O,Ecto,14.5031
19699.7,1,100,O,Endo,1.00269e+006
19699.7,1,1000,O,Endo,3.18372e+009
19699.7,1,100,C,Ecto,562619
19699.7,1,1000,C,Ecto,6.54565e+006
19699.7,1,10000,C,Ecto,876.324
19699.7,1,1000,C,Endo,6.89208e+007
19699.7,1,10000,C,Endo,1229.72
28460.6,1,10000,H,Ecto,1.671e+006
28460.6,1,10000,H,Endo,5.14318e+007
