GridcellIndex,Cohort_FunctionalGroupIndex,Cohort_AdultMass,Cohort_Consumed_Autotroph,Cohort_Consumed_Herbivore,Cohort_Consumed_Omnivore,Cohort_Consumed_Carnivore
0,0,455902,3.53238e+009,0,0,0
0,0,11184.4,1.25987e+008,0,0,0
0,0,48304.6,6.78582e+009,0,0,0
0,0,348711,9.84789e+009,0,0,0
0,0,2467.34,1.21436e+011,0,0,0
0,0,27809.4,7.39848e+008,0,0,0
0,0,2616.61,2.49137e+009,0,0,0
0,0,30919,2.70457e+008,0,0,0
0,0,61.2298,3.26153e+009,0,0,0
0,0,11416.8,1.63985e+010,0,0,0
0,0,58.1291,1.11185e+009,0,0,0
0,0,2598.28,1.05733e+009,0,0,0
0,0,53.8879,2.04857e+009,0,0,0
0,1,64817.9,0,1.64731e+006,120.336,9128.61
0,1,26904.1,0,3.75746e+008,1.96424e+006,141090
0,1,1658.86,0,2.87423e+007,4.07241e+009,3.52116e+009
0,1,26134.4,0,7.28703e+010,1.09878e+010,2.66817e+008
0,1,1658.86,0,1.54296e+009,2.15166e+010,3.66223e+010
0,1,1695.09,0,2.61192e+009,6.85616e+009,2.4269e+009
0,1,1629.65,0,3.81348e+010,147406,501267
0,1,19699.7,0,1.42311e+008,8.66643e+009,2.73366e+007
0,2,32087.4,6.15086e+007,2.89732e+007,1.41406e+007,8.68917e+006
0,2,6734.57,1.44095e+008,1.6769e+007,5.25221e+008,2.37619e+007
0,2,4404.76,7.33241e+007,361347,1.33603e+008,3.22772e+007
0,2,291.851,5.95136e+009,1.39248e+008,2.5333e+008,1.17222e+009
0,2,4019.33,3.42533e+010,2.51727e+008,2.14971e+010,4.50201e+010
0,2,958.024,2.78391e+009,1.77672e+007,9.15899e+007,4.04778e+009
0,2,2196.66,8.66291e+010,7.81828e+008,8.45207e+008,3.26291e+010
0,2,259.62,1.65132e+008,7.01127e+010,1.84607e+007,4.18499e+008
0,2,6100.95,6.59611e+009,1.74772e+007,2.30302e+008,5.1847e+008
0,2,264.847,103469,1.75799e+009,13821.7,12789.6
0,2,254.372,2565.83,4.83355e+007,262.136,2637.35
0,2,288.581,8.27819e+008,4.03422e+010,749339,1.75368e+008
0,2,7051.89,4.49391e+008,1.56299e+006,4.96387e+006,7.64062e+007
0,3,258.275,2.82754e+008,0,0,0
0,3,113.887,7.05928e+007,0,0,0
0,3,12.9404,9.03262e+006,0,0,0
0,3,11.0993,6.47151e+011,0,0,0
0,3,64.6307,8.45875e+008,0,0,0
0,3,3.0459,2.11549e+009,0,0,0
0,3,12.7751,6.42139e+007,0,0,0
0,3,3.31612,2.49343e+007,0,0,0
0,3,386.078,4.88456e+008,0,0,0
0,4,70.6555,0,2.0169e+008,546.223,7754.21
0,4,10.5781,0,2.64501e+009,100305,9.87096e+006
0,4,1482.01,0,1.19132e+006,2.84195e+007,3.46238e+007
0,4,878.942,0,2.55335e+007,1.0143e+008,9.31832e+008
0,4,451.167,0,1.4936e+009,12113.9,14339.3
0,4,10.1894,0,0,0,0
0,4,715.576,0,8.97639e+008,118171,717998
0,4,2001,0,2.03639e+008,1.27059e+010,1.07589e+008
0,4,70.031,0,0,1.07942e+006,1.21603e+007
0,4,105.493,0,2.62873e+008,5073.08,551880
0,5,664.762,4.87214e+008,2.71851e+006,4.0202e+006,1.0281e+007
0,5,1128.18,7.90001e+008,1.92576e+006,1.26575e+007,1.09763e+008
0,5,208.265,2.14037e+006,6.40956e+009,399375,2.5423e+006
0,5,2.29802,9.81645e+008,1090,123174,2.59294e+006
0,5,10.7494,757109,1.10931e+007,719.199,59633.5
0,5,10.2479,3.29026e+008,90.7952,13690.4,160713
0,5,15.7982,1.92332e+008,0,0,0
0,6,407.057,1.42914e+007,0,0,0
