Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
64817.9,1,10000,H,Ecto,1821.18
64817.9,1,10000,H,Endo,619519
64817.9,1,100000,H,Endo,23762.2
64817.9,1,10000,O,Endo,58.2296
64817.9,1,10000,C,Ecto,2.78386
64817.9,1,10000,C,Endo,27685.5
26904.1,1,1000,H,Ecto,45.3325
26904.1,1,10000,H,Ecto,90383.3
26904.1,1,10000,H,Endo,1.1325e+006
26904.1,1,1000,O,Ecto,79.4206
26904.1,1,10000,O,Ecto,13979.5
26904.1,1,1000,O,Endo,2520.86
26904.1,1,10000,O,Endo,649.609
26904.1,1,1000,C,Ecto,12500.5
26904.1,1,10000,C,Ecto,13631.6
26904.1,1,10000,C,Endo,4.98708e+008
1658.86,1,10,H,Ecto,9.0351
1658.86,1,100,H,Ecto,5.51108e+007
1658.86,1,1000,H,Ecto,3.42666e+007
1658.86,1,10,H,Endo,297774
1658.86,1,1000,H,Endo,4.88887e+006
1658.86,1,100,O,Ecto,1.1787e+008
1658.86,1,1000,O,Ecto,1.95905e+006
1658.86,1,100,O,Endo,1.26855e+008
1658.86,1,1000,O,Endo,2.97874e+009
1658.86,1,10,C,Ecto,246199
1658.86,1,100,C,Ecto,8.48574e+008
1658.86,1,1000,C,Ecto,2.82525e+008
1658.86,1,1000,C,Endo,2.83663e+007
26134.4,1,1000,H,Ecto,2.12104e+006
26134.4,1,10000,H,Ecto,3.67711e+007
26134.4,1,1000,H,Endo,7.41188e+010
26134.4,1,10000,H,Endo,1.31224e+009
26134.4,1,1000,O,Ecto,1.27373e+006
26134.4,1,10000,O,Ecto,2.46239e+007
26134.4,1,1000,O,Endo,2.29624e+008
26134.4,1,10000,O,Endo,13156.1
26134.4,1,1000,C,Ecto,1.05583e+009
26134.4,1,10000,C,Ecto,7.90015e+008
26134.4,1,1000,C,Endo,5.90662e+009
26134.4,1,10000,C,Endo,6.69491e+008
1695.09,1,10,H,Ecto,3.68533e+010
1695.09,1,100,H,Ecto,390.009
1695.09,1,1000,H,Ecto,33.3383
