Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
64817.9,1,10000,H,Ecto,1266.79
64817.9,1,10000,H,Endo,301534
64817.9,1,100000,H,Endo,9384.14
64817.9,1,10000,O,Endo,27.474
64817.9,1,10000,C,Endo,5069.17
1658.86,1,10,H,Ecto,321.665
1658.86,1,100,H,Ecto,9.7377e+008
1658.86,1,1000,H,Ecto,1.06751e+009
1658.86,1,10,H,Endo,9.49819e+006
1658.86,1,1000,H,Endo,1.24268e+007
1658.86,1,100,O,Ecto,1.60161e+009
1658.86,1,1000,O,Ecto,8.08044e+006
1658.86,1,100,O,Endo,2.35833e+009
1658.86,1,1000,O,Endo,3.24189e+010
1658.86,1,10,C,Ecto,7.45782e+006
1658.86,1,100,C,Ecto,1.35298e+010
1658.86,1,1000,C,Ecto,8.10399e+009
1658.86,1,1000,C,Endo,9.90706e+008
26134.4,1,1000,H,Ecto,5.88262e+006
26134.4,1,10000,H,Ecto,3.12062e+008
26134.4,1,1000,H,Endo,1.18964e+010
26134.4,1,10000,H,Endo,1.8645e+010
26134.4,1,1000,O,Ecto,4.35948e+006
26134.4,1,10000,O,Ecto,1.58416e+008
26134.4,1,1000,O,Endo,1.04797e+008
26134.4,1,10000,O,Endo,462627
26134.4,1,1000,C,Ecto,1.22599e+009
26134.4,1,10000,C,Ecto,8.82199e+008
26134.4,1,10000,C,Endo,9.62993e+009
19699.7,1,100,H,Ecto,431.083
19699.7,1,1000,H,Ecto,116077
19699.7,1,10000,H,Ecto,8.63895
19699.7,1,1000,H,Endo,2.87115e+007
19699.7,1,10000,H,Endo,2.06872e+007
19699.7,1,100,O,Ecto,407736
19699.7,1,1000,O,Ecto,4.76865e+006
19699.7,1,10000,O,Ecto,34.3437
19699.7,1,100,O,Endo,1.03545e+008
19699.7,1,1000,O,Endo,4.3976e+009
19699.7,1,100,C,Ecto,1.38894e+006
19699.7,1,1000,C,Ecto,2.5353e+007
19699.7,1,10000,C,Ecto,3325.72
19699.7,1,1000,C,Endo,1.32342e+009
19699.7,1,10000,C,Endo,2.65692e+006
28460.6,1,1000,H,Ecto,3071.6
28460.6,1,10000,H,Ecto,5.39937e+007
28460.6,1,10000,H,Endo,8.63717e+007
28460.6,1,1000,O,Ecto,0.0934694
28460.6,1,10000,O,Ecto,5.66769e+007
28460.6,1,1000,O,Endo,114.699
28460.6,1,10000,O,Endo,1.98585e+007
28460.6,1,1000,C,Ecto,8459.02
28460.6,1,10000,C,Ecto,1.71639
28460.6,1,10000,C,Endo,2.58569e+010
28460.6,1,100000,C,Endo,0.000418287
43313.5,1,1000,H,Ecto,2836.94
43313.5,1,10000,H,Ecto,6.58016e+006
43313.5,1,1000,H,Endo,5.17058e+006
43313.5,1,10000,H,Endo,9.21153e+007
43313.5,1,1000,O,Ecto,0.0931971
43313.5,1,10000,O,Ecto,9.12786e+006
43313.5,1,1000,O,Endo,152458
43313.5,1,10000,O,Endo,7.39356e+006
43313.5,1,1000,C,Ecto,9171.23
43313.5,1,10000,C,Ecto,0.262195
43313.5,1,10000,C,Endo,3.69447e+009
32087.4,2,1000,H,Ecto,79.3247
32087.4,2,10000,H,Ecto,4.82949
32087.4,2,1000,H,Endo,471504
32087.4,2,10000,H,Endo,520853
32087.4,2,100,O,Ecto,1055.71
32087.4,2,1000,O,Ecto,27912.5
32087.4,2,10000,O,Ecto,13.5896
32087.4,2,100,O,Endo,621140
32087.4,2,1000,O,Endo,4.50504e+007
32087.4,2,100,C,Ecto,2306.44
32087.4,2,1000,C,Ecto,154921
32087.4,2,10000,C,Ecto,423.516
32087.4,2,1000,C,Endo,2.32731e+007
32087.4,2,10000,C,Endo,784404
6734.57,2,100,H,Ecto,2703.66
6734.57,2,1000,H,Ecto,272439
6734.57,2,1000,H,Endo,402585
6734.57,2,10000,H,Endo,5391.25
6734.57,2,100,O,Ecto,177885
6734.57,2,1000,O,Ecto,293989
6734.57,2,100,O,Endo,1.21396e+007
