GridcellIndex,Cohort_FunctionalGroupIndex,Cohort_AdultMass,Cohort_Consumed_Autotroph,Cohort_Consumed_Herbivore,Cohort_Consumed_Omnivore,Cohort_Consumed_Carnivore
0,0,28740.8,1.20939e+008,0,0,0
0,0,455902,3.12257e+009,0,0,0
0,0,11184.4,2.27137e+008,0,0,0
0,0,2594.96,2.78352e+008,0,0,0
0,0,48304.6,9.91929e+009,0,0,0
0,0,348711,8.98444e+009,0,0,0
0,0,2467.34,7.34841e+010,0,0,0
0,0,27809.4,5.13179e+008,0,0,0
0,0,56.5436,1.67157e+008,0,0,0
0,0,2616.61,1.04733e+009,0,0,0
0,0,30919,2.00575e+008,0,0,0
0,0,61.2298,7.06753e+009,0,0,0
0,0,11416.8,0,0,0,0
0,0,58.1291,0,0,0,0
0,0,2598.28,0,0,0,0
0,1,64817.9,0,5.22439e+006,88.1787,103539
0,1,26904.1,0,1.09579e+009,2.3045e+006,2.93675e+009
0,1,1658.86,0,4.79979e+008,7.02396e+009,2.3835e+010
0,1,26134.4,0,2.63919e+009,1.55204e+010,3.98986e+008
0,1,1658.86,0,171973,716803,3.41625e+007
0,1,1695.09,0,0,0,0
0,2,32087.4,5.33887e+007,5.12147e+006,5.29656e+007,1.20997e+006
0,2,6734.57,2.99555e+008,2.35095e+008,3.76591e+008,1.9493e+007
0,2,259.62,1.21599e+009,286850,1.40078e+009,2.01406e+009
0,2,4404.76,7.07265e+009,9.34457e+007,2.76834e+008,3.21867e+008
0,2,291.851,20079.1,6.05691e+008,305.282,0.794483
0,2,4019.33,4.28153e+010,2.45883e+007,3.77697e+009,1.66547e+010
0,2,6662.06,5.85203e+009,5.3943e+006,4.81041e+007,3.36657e+008
0,2,958.024,5.91991e+006,662235,1.23131e+006,8.90624e+007
0,2,2196.66,1.79123e+008,1.39332e+007,6.55766e+007,1.62509e+009
0,2,2217.19,7.1318e+007,536728,2.991e+006,3.80974e+008
0,2,259.62,0,0,0,0
0,2,6100.95,0,0,0,0
0,2,264.847,0,0,0,0
0,3,258.275,2.12124e+008,0,0,0
0,3,379.366,1.89363e+008,0,0,0
0,3,113.887,3.75613e+007,0,0,0
0,3,3.31612,8.13411e+006,0,0,0
0,3,12.9404,9.78847e+006,0,0,0
0,3,11.0993,3.99282e+011,0,0,0
0,3,64.6307,0,0,0,0
0,3,3.0459,0,0,0,0
0,4,70.6555,0,1.37824e+008,44.2143,6833.3
0,4,10.5781,0,2.64506e+009,759.375,294.938
0,4,96.3258,0,114625,629890,7.75279e+007
0,4,1482.01,0,140840,1.86992e+006,2.03286e+007
0,4,68.4232,0,4.95502e+010,11662.7,0
0,4,878.942,0,2.04824e+006,4.40822e+006,3.90931e+008
0,4,451.167,0,0,0,0
0,4,10.1894,0,0,0,0
0,4,715.576,0,0,0,0
0,4,2001,0,0,0,0
0,5,664.762,2.44945e+008,1.8663e+006,9.80796e+007,2.97164e+008
0,5,1128.18,4.70346e+008,53456.8,9.90771e+006,137872
0,5,15.7982,2708.6,4.58592e+007,11.5131,0
0,5,208.265,8.84647e+006,1.19346e+010,127234,296.522
0,5,2.29802,2.8835e+008,0,0,0
0,5,10.2479,80576.2,7.73927e+008,126.232,0
0,5,10.7494,0,0,0,0
0,6,407.057,1.10581e+006,0,0,0
0,6,4361.31,5.44758e+007,0,0,0
0,6,29098.3,1.04088e+008,0,0,0
0,6,1993.98,2.61694e+007,0,0,0
0,6,14255.9,1.33935e+008,0,0,0
0,6,1759.23,1.88533e+007,0,0,0
0,6,83644,5.03256e+007,0,0,0
0,6,407.057,9.37628e+007,0,0,0
0,6,412.708,7.31142e+006,0,0,0
0,6,1797.09,3.87983e+008,0,0,0
0,6,235.422,3.4398e+006,0,0,0
0,6,412.178,4.87408e+006,0,0,0
0,6,1993.98,4.0055e+007,0,0,0
0,6,1866.16,0,0,0,0
0,6,432.666,0,0,0,0
0,7,15897.1,0,1.4284e+007,5.54525e+007,946482
0,7,4610.42,0,5.66567e+007,8.01168e+007,1.57381e+007
0,7,1009.7,0,1.16822e+006,4.68579e+006,1.39311e+007
0,7,1190.17,0,2.57836e+008,1.97248e+009,4.96209e+009
0,7,376.847,0,3.09507e+008,2.12584e+008,1.29367e+010
0,7,205.405,0,1.60177e+007,9.63263e+007,2.17275e+009
0,7,4271.29,0,3.17291e+007,9.46138e+008,4.16478e+008
0,7,153.942,0,5.24308e+007,1974.34,4.82934e+006
0,7,174.139,0,2.76697e+010,6990.66,7117.83
0,7,200.45,0,482637,4.86035e+006,8.09382e+007
0,7,470.171,0,20375.8,100546,7.39049e+006
0,7,1034.1,0,39747.7,242534,4.28767e+007
0,7,4610.42,0,0,0,0
0,7,17723.5,0,0,0,0
0,7,224.354,0,0,0,0
0,7,161.15,0,0,0,0
0,8,10676.2,5.19745e+007,4.21964e+007,9.1406e+007,2.35932e+006
0,8,228.681,5.14757e+006,287350,180702,1.95381e+007
0,8,5733.15,1.35488e+007,1.11406e+007,1.59586e+007,1.02311e+006
