Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
64817.9,1,10000,H,Ecto,2385.95
64817.9,1,10000,H,Endo,2.85945e+006
64817.9,1,100000,H,Endo,222363
64817.9,1,10000,O,Endo,141.719
64817.9,1,10000,C,Ecto,10.5899
64817.9,1,10000,C,Endo,14566.4
26904.1,1,10000,H,Ecto,1.04554e+007
26904.1,1,10000,H,Endo,1.02097e+009
26904.1,1,100000,H,Endo,1.58971e+006
26904.1,1,1000,O,Ecto,7476.89
26904.1,1,10000,O,Ecto,2.22208e+006
26904.1,1,1000,O,Endo,261233
26904.1,1,10000,O,Endo,330588
26904.1,1,1000,C,Ecto,4288.97
26904.1,1,10000,C,Ecto,200382
26904.1,1,10000,C,Endo,60.732
1658.86,1,100,H,Ecto,6.39032e+006
1658.86,1,1000,H,Ecto,501662
1658.86,1,10,H,Endo,632157
1658.86,1,1000,H,Endo,1.41557e+008
1658.86,1,10000,H,Endo,4.31582e+007
1658.86,1,100,O,Ecto,7.31182e+006
1658.86,1,1000,O,Ecto,1.82883e+006
1658.86,1,100,O,Endo,3.39667e+008
1658.86,1,1000,O,Endo,4.26794e+009
1658.86,1,10,C,Ecto,169591
1658.86,1,100,C,Ecto,4.34834e+008
1658.86,1,1000,C,Ecto,2.0112e+009
1658.86,1,10000,C,Ecto,9177.19
1658.86,1,1000,C,Endo,7.00976e+008
26134.4,1,1000,H,Ecto,4.16511e+007
26134.4,1,10000,H,Ecto,4.71929e+007
26134.4,1,1000,H,Endo,3.02377e+007
26134.4,1,10000,H,Endo,1.54661e+008
26134.4,1,1000,O,Ecto,7.24764e+006
26134.4,1,10000,O,Ecto,2.43774e+007
26134.4,1,1000,O,Endo,1.29337e+010
26134.4,1,10000,O,Endo,3142.42
26134.4,1,1000,C,Ecto,8.17614e+009
26134.4,1,10000,C,Ecto,5.95786e+006
26134.4,1,1000,C,Endo,5.78475e+009
26134.4,1,10000,C,Endo,2.5327e+006
1658.86,1,10,H,Ecto,1.15627e+006
1658.86,1,100,H,Ecto,37442.7
1658.86,1,1000,H,Ecto,34.3353
1658.86,1,10,H,Endo,6.23524e+008
1658.86,1,1000,H,Endo,161683
1658.86,1,10,O,Ecto,23253.5
1658.86,1,100,O,Ecto,5.13444e+008
1658.86,1,100,O,Endo,9.97691e+007
1658.86,1,10,C,Ecto,7.30224e+009
1658.86,1,100,C,Ecto,2.12552e+010
1658.86,1,1000,C,Ecto,3264.06
1658.86,1,1000,C,Endo,2.00408e+009
1695.09,1,1,H,Ecto,85784.6
1695.09,1,10,H,Ecto,3.53331e+010
1695.09,1,10,H,Endo,12.7173
1695.09,1,1,O,Ecto,22695.5
1695.09,1,10,O,Ecto,0.177479
1695.09,1,100,O,Ecto,4.99305
1695.09,1,100,O,Endo,18291.2
1695.09,1,10,C,Ecto,53619.8
1695.09,1,100,C,Ecto,59276.8
32087.4,2,1000,H,Ecto,696.336
32087.4,2,10000,H,Ecto,11.3598
32087.4,2,1000,H,Endo,2.4691e+007
32087.4,2,10000,H,Endo,2.19948e+006
32087.4,2,100,O,Ecto,2634.35
32087.4,2,1000,O,Ecto,3092.64
32087.4,2,10000,O,Ecto,10.3087
32087.4,2,100,O,Endo,17498.3
32087.4,2,1000,O,Endo,8.78246e+006
32087.4,2,1000,C,Ecto,118917
32087.4,2,10000,C,Ecto,2979.09
32087.4,2,1000,C,Endo,448049
32087.4,2,10000,C,Endo,3.51714e+006
6734.57,2,100,H,Ecto,9795.5
6734.57,2,1000,H,Ecto,89852.6
6734.57,2,1000,H,Endo,1.29787e+008
6734.57,2,10000,H,Endo,1.91746e+007
6734.57,2,100,O,Ecto,330944
6734.57,2,1000,O,Ecto,270069
6734.57,2,100,O,Endo,6.89395e+006
6734.57,2,1000,O,Endo,5.60005e+008
6734.57,2,100,C,Ecto,3.46621e+006
6734.57,2,1000,C,Ecto,7.96381e+006
6734.57,2,10000,C,Ecto,2080.07
6734.57,2,1000,C,Endo,1.59394e+007
6734.57,2,10000,C,Endo,30727.4
4404.76,2,100,H,Ecto,26406.4
4404.76,2,1000,H,Ecto,7628.09
4404.76,2,10,H,Endo,67.8043
4404.76,2,1000,H,Endo,403607
4404.76,2,10000,H,Endo,88338.7
4404.76,2,100,O,Ecto,118760
4404.76,2,1000,O,Ecto,15248.4
4404.76,2,100,O,Endo,1.04353e+007
4404.76,2,1000,O,Endo,2.86675e+007
4404.76,2,10,C,Ecto,7158.82
4404.76,2,100,C,Ecto,4.78772e+006
4404.76,2,1000,C,Ecto,5.03983e+006
4404.76,2,10000,C,Ecto,0.974054
4404.76,2,1000,C,Endo,2.37078e+007
291.851,2,1,H,Ecto,13810.9
291.851,2,10,H,Ecto,1.57941e+010
291.851,2,100,H,Ecto,0.00506315
291.851,2,10,H,Endo,229.824
291.851,2,1000,H,Endo,0.0253657
291.851,2,1,O,Ecto,68.4537
291.851,2,10,O,Ecto,4.00916
291.851,2,100,O,Ecto,82.1038
291.851,2,100,O,Endo,271411
291.851,2,10,C,Ecto,15256.4
291.851,2,100,C,Ecto,2.15643e+006
291.851,2,1000,C,Endo,489.254
4019.33,2,100,H,Ecto,5.30939e+006
4019.33,2,1000,H,Ecto,60640.7
4019.33,2,10,H,Endo,5.35521e+009
4019.33,2,1000,H,Endo,8.83787e+006
4019.33,2,10,O,Ecto,21772.6
4019.33,2,100,O,Ecto,1.99974e+010
4019.33,2,100,O,Endo,6.87934e+008
