GridcellIndex,Cohort_FunctionalGroupIndex,Cohort_AdultMass,Cohort_Consumed_Autotroph,Cohort_Consumed_Herbivore,Cohort_Consumed_Omnivore,Cohort_Consumed_Carnivore
0,0,28740.8,2.01913e+008,0,0,0
0,0,455902,2.51934e+009,0,0,0
0,0,11184.4,4.24231e+008,0,0,0
0,0,2594.96,6.59828e+008,0,0,0
0,0,56.1596,9.97641e+008,0,0,0
0,0,48304.6,2.71252e+008,0,0,0
0,0,348711,7.65412e+009,0,0,0
0,0,2612.8,2.30033e+010,0,0,0
0,0,11558.4,1.02344e+009,0,0,0
0,0,2467.34,2.47064e+009,0,0,0
0,0,27809.4,4.09629e+008,0,0,0
0,0,11427.5,9.70531e+008,0,0,0
0,0,56.5039,5.0614e+009,0,0,0
0,0,56.5436,0,0,0,0
0,0,59873.3,3.71375e+010,0,0,0
0,1,64817.9,0,4.28393e+006,34.2447,2.67316e+006
0,1,26904.1,0,8.13897e+009,2.19123e+010,1.05441e+008
0,1,26904.1,0,1.39258e+008,4.50982e+010,6.55217e+008
0,1,1880.85,0,1.75001e+007,2.68423e+009,1.62785e+009
0,1,40521.4,0,15939.2,116444,498173
0,1,64042.8,0,149001,1.42419e+008,2.35955e+007
0,1,1658.86,0,3.1576e+006,2.82681e+006,294007
0,1,1787.35,0,0,0,0
0,2,2236.7,2.51601e+008,2.99461e+007,5.97335e+008,2.64665e+008
0,2,6861.7,1.71839e+009,1.74508e+007,3.92601e+008,1.68623e+008
0,2,530.844,1.102e+009,5.5386e+006,1.51148e+010,5.16756e+009
0,2,32087.4,5.54726e+007,922158,3.67734e+006,2.45267e+006
0,2,4322.68,6.63872e+009,5.65871e+008,1.09476e+010,1.20586e+009
0,2,958.024,4.21445e+006,107381,3.80596e+007,1.98425e+007
0,2,6734.57,3.44765e+009,1.73979e+008,7.62712e+010,1.47995e+010
0,2,2189.44,1.47728e+010,1.95167e+010,1.38553e+010,8.50632e+009
0,2,298.207,1.81512e+007,2.81818e+011,8.01251e+010,2.71667e+009
