Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
64817.9,1,10000,H,Ecto,1992.31
64817.9,1,10000,H,Endo,7.32182e+006
64817.9,1,100000,H,Endo,899413
64817.9,1,10000,O,Endo,54.8589
64817.9,1,10000,C,Ecto,46.7139
64817.9,1,10000,C,Endo,256661
26904.1,1,1000,H,Ecto,10151.1
26904.1,1,10000,H,Ecto,3.13234e+007
26904.1,1,10000,H,Endo,2.62812e+008
26904.1,1,100000,H,Endo,189977
26904.1,1,1000,O,Ecto,9244.57
26904.1,1,10000,O,Ecto,3.65704e+007
26904.1,1,1000,O,Endo,1.15267e+007
26904.1,1,10000,O,Endo,69243.3
26904.1,1,1000,C,Ecto,13484.2
26904.1,1,10000,C,Ecto,145165
26904.1,1,10000,C,Endo,9.22635e+009
26904.1,1,1000,H,Ecto,1.46407e+007
26904.1,1,10000,H,Ecto,3.77281e+009
26904.1,1,1000,H,Endo,4.45461e+006
26904.1,1,10000,H,Endo,9.86651e+007
26904.1,1,1000,O,Ecto,3.52375e+006
26904.1,1,10000,O,Ecto,4.3123e+009
26904.1,1,1000,O,Endo,5.08789e+010
26904.1,1,10000,O,Endo,40929.8
26904.1,1,1000,C,Ecto,1.44451e+009
26904.1,1,10000,C,Ecto,1.28445e+006
26904.1,1,10000,C,Endo,1.73324e+008
1658.86,1,10,H,Ecto,1.76702e+006
1658.86,1,100,H,Ecto,1.04242e+007
1658.86,1,1000,H,Ecto,2.00484e+006
1658.86,1,10,H,Endo,906617
1658.86,1,1000,H,Endo,4.07109e+009
1658.86,1,100,O,Ecto,9.4902e+006
1658.86,1,1000,O,Ecto,558718
1658.86,1,100,O,Endo,5.25238e+009
1658.86,1,1000,O,Endo,7.84827e+008
1658.86,1,10,C,Ecto,46714.8
1658.86,1,100,C,Ecto,1.54172e+010
1658.86,1,1000,C,Ecto,3.79658e+006
1658.86,1,1000,C,Endo,3.17957e+008
1787.35,1,10,H,Ecto,1.03197e+008
1787.35,1,100,H,Ecto,4.90293e+007
1787.35,1,1000,H,Ecto,4.08125e+006
1787.35,1,10,H,Endo,1.15895e+009
1787.35,1,1000,H,Endo,2.99978e+006
1787.35,1,10,O,Ecto,1.12603e+008
1787.35,1,100,O,Ecto,3.19173e+009
1787.35,1,100,O,Endo,6.63365e+009
1787.35,1,10,C,Ecto,7.4596e+008
1787.35,1,100,C,Ecto,2.56586e+009
1787.35,1,1000,C,Ecto,2.97817e+007
1787.35,1,1000,C,Endo,4.15339e+009
1959.13,1,1,H,Ecto,12635
1959.13,1,10,H,Ecto,351.315
1959.13,1,100,H,Ecto,0.0509909
1959.13,1,10,H,Endo,8520.06
1959.13,1,1,O,Ecto,1.15969e-021
1959.13,1,10,O,Ecto,28.1948
1959.13,1,100,O,Ecto,0.418029
1959.13,1,100,O,Endo,0.124329
1959.13,1,10,C,Ecto,112520
2236.7,2,10,H,Ecto,934.943
2236.7,2,100,H,Ecto,4260.96
2236.7,2,1000,H,Ecto,8735.05
2236.7,2,10,H,Endo,2542.88
2236.7,2,1000,H,Endo,1.83726e+007
2236.7,2,10000,H,Endo,5699.14
2236.7,2,100,O,Ecto,2.34005e+006
2236.7,2,1000,O,Ecto,25523.9
2236.7,2,100,O,Endo,4.06483e+007
2236.7,2,1000,O,Endo,1.12305e+007
2236.7,2,100,C,Ecto,9.57888e+007
2236.7,2,1000,C,Ecto,117183
2236.7,2,10000,C,Ecto,0.0287908
2236.7,2,1000,C,Endo,4.386e+006
32087.4,2,100,H,Ecto,0.00221918
32087.4,2,1000,H,Ecto,144.165
32087.4,2,10000,H,Ecto,562.549
32087.4,2,1000,H,Endo,272.378
32087.4,2,10000,H,Endo,13899.8
32087.4,2,1000,O,Ecto,211.259
32087.4,2,10000,O,Ecto,306.845
32087.4,2,100,O,Endo,6071.15
32087.4,2,1000,O,Endo,2.23789e+007
32087.4,2,100,C,Ecto,1.66885e+006
32087.4,2,1000,C,Ecto,575031
32087.4,2,10000,C,Ecto,392.457
32087.4,2,1000,C,Endo,224488
32087.4,2,10000,C,Endo,142329
6734.57,2,100,H,Ecto,40402.2
6734.57,2,1000,H,Ecto,83499.1
6734.57,2,1000,H,Endo,2.31946e+008
6734.57,2,10000,H,Endo,2.38249e+006
6734.57,2,100,O,Ecto,959122
6734.57,2,1000,O,Ecto,877770
6734.57,2,100,O,Endo,5.46918e+007
6734.57,2,1000,O,Endo,1.29868e+009
6734.57,2,100,C,Ecto,2.3363e+009
6734.57,2,1000,C,Ecto,1.32465e+007
6734.57,2,10000,C,Ecto,383.054
6734.57,2,1000,C,Endo,4.67631e+006
2189.44,2,10,H,Ecto,3.69691e+007
2189.44,2,100,H,Ecto,1.63962e+007
2189.44,2,1000,H,Ecto,9.63606e+006
2189.44,2,10,H,Endo,7.02964e+007
2189.44,2,1000,H,Endo,1.59862e+009
2189.44,2,100,O,Ecto,6.20576e+009
2189.44,2,1000,O,Ecto,497372
2189.44,2,100,O,Endo,1.63819e+010
2189.44,2,1000,O,Endo,6.82645e+008
2189.44,2,10,C,Ecto,330952
2189.44,2,100,C,Ecto,2.0206e+010
2189.44,2,1000,C,Ecto,1.57897e+008
2189.44,2,1000,C,Endo,2.02696e+008
264.847,2,10,H,Ecto,1.39244e+006
264.847,2,100,H,Ecto,1.76144e+006
264.847,2,1000,H,Ecto,349252
264.847,2,10,H,Endo,6.54673e+008
264.847,2,1000,H,Endo,17973.5
264.847,2,10,O,Ecto,2.22602e+010
264.847,2,100,O,Ecto,3.01818e+007
264.847,2,100,O,Endo,5.34872e+010
264.847,2,10,C,Ecto,3.32333e+010
264.847,2,100,C,Ecto,7.95765e+007
264.847,2,1000,C,Ecto,201560
264.847,2,1000,C,Endo,2.27253e+009
259.62,2,10,H,Ecto,25609.2
259.62,2,100,H,Ecto,49463.2
259.62,2,1000,H,Ecto,6253.6
259.62,2,10,H,Endo,26762.3
259.62,2,1000,H,Endo,4987.81
