Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
26134.4,1,1000,H,Ecto,8338.5
26134.4,1,10000,H,Ecto,2.95029e+006
26134.4,1,10000,H,Endo,5.88338e+007
26134.4,1,1000,O,Ecto,8753.78
26134.4,1,10000,O,Ecto,382654
26134.4,1,1000,O,Endo,46859.4
26134.4,1,10000,O,Endo,9528.41
26134.4,1,1000,C,Ecto,385655
26134.4,1,10000,C,Ecto,5.69886e+006
26134.4,1,10000,C,Endo,3.82762e+007
26134.4,1,100000,C,Endo,5.21906e-005
19699.7,1,100,H,Ecto,7.06464
19699.7,1,1000,H,Ecto,1.47306e+006
19699.7,1,10000,H,Ecto,0.785461
19699.7,1,1000,H,Endo,1.60703e+007
19699.7,1,10000,H,Endo,1.22775e+006
19699.7,1,100,O,Ecto,16401.9
19699.7,1,1000,O,Ecto,198525
19699.7,1,10000,O,Ecto,1584.63
19699.7,1,100,O,Endo,25504.9
19699.7,1,1000,O,Endo,2.04305e+009
19699.7,1,10000,O,Endo,40411.3
19699.7,1,100,C,Ecto,908.873
19699.7,1,1000,C,Ecto,2.26493e+007
19699.7,1,10000,C,Ecto,26.7599
19699.7,1,10000,C,Endo,3.55898e+006
19106.3,1,100,H,Ecto,35210.2
19106.3,1,1000,H,Ecto,62383.3
19106.3,1,10,H,Endo,1580.52
19106.3,1,1000,H,Endo,3.44497e+007
19106.3,1,10000,H,Endo,501895
19106.3,1,100,O,Ecto,6.87255e+006
19106.3,1,1000,O,Ecto,3.61291e+007
19106.3,1,10000,O,Ecto,47.1771
19106.3,1,100,O,Endo,1.51603e+007
19106.3,1,1000,O,Endo,2411.02
19106.3,1,100,C,Ecto,8.95264e+007
19106.3,1,1000,C,Ecto,1.24626e+007
19106.3,1,1000,C,Endo,2.53383e+010
1554.54,1,1,H,Ecto,2.15462e+009
1554.54,1,10,H,Ecto,5.52133e+011
1554.54,1,100,H,Ecto,9.59088e+006
1554.54,1,10,H,Endo,33450.1
1554.54,1,10,O,Ecto,2.48207e+007
1554.54,1,100,O,Ecto,518319
1554.54,1,100,O,Endo,679157
1554.54,1,10,C,Ecto,100119
1554.54,1,100,C,Ecto,230459
32087.4,2,1000,H,Ecto,7405.88
32087.4,2,10000,H,Ecto,0.673933
32087.4,2,1000,H,Endo,615031
32087.4,2,10000,H,Endo,4897.19
32087.4,2,100,O,Ecto,89.6517
32087.4,2,1000,O,Ecto,1202.89
32087.4,2,10000,O,Ecto,16.4629
32087.4,2,100,O,Endo,157.972
32087.4,2,1000,O,Endo,5.23949e+007
32087.4,2,10000,O,Endo,2357.63
32087.4,2,1000,C,Ecto,208286
32087.4,2,10000,C,Ecto,14.1072
32087.4,2,10000,C,Endo,24661
6734.57,2,100,H,Ecto,76.9434
6734.57,2,1000,H,Ecto,186983
6734.57,2,1000,H,Endo,46594.3
6734.57,2,10000,H,Endo,1.73031e+006
6734.57,2,100,O,Ecto,11859.4
6734.57,2,1000,O,Ecto,6845.07
6734.57,2,10000,O,Ecto,3785.07
6734.57,2,100,O,Endo,9328.65
6734.57,2,1000,O,Endo,4.08087e+007
6734.57,2,10000,O,Endo,1543.27
6734.57,2,100,C,Ecto,23744.1
6734.57,2,1000,C,Ecto,1.52548e+006
6734.57,2,10000,C,Endo,420054
4404.76,2,100,H,Ecto,378.874
4404.76,2,1000,H,Ecto,29313.6
4404.76,2,1000,H,Endo,60855.6
4404.76,2,10000,H,Endo,2.0046e+006
4404.76,2,100,O,Ecto,63286.4
4404.76,2,1000,O,Ecto,1715.87
4404.76,2,10000,O,Ecto,810.472
4404.76,2,100,O,Endo,12393.1
4404.76,2,1000,O,Endo,3.242e+006
4404.76,2,10000,O,Endo,52.8892
4404.76,2,100,C,Ecto,921634
4404.76,2,1000,C,Ecto,247480
4404.76,2,10000,C,Endo,76072.6
4019.33,2,100,H,Ecto,345379
4019.33,2,1000,H,Ecto,2.0849e+006
4019.33,2,10,H,Endo,7082.56
4019.33,2,1000,H,Endo,1.10827e+010
4019.33,2,10000,H,Endo,3.44571e+008
4019.33,2,100,O,Ecto,4.38952e+008
4019.33,2,1000,O,Ecto,9.47749e+007
4019.33,2,10000,O,Ecto,80955.5
4019.33,2,100,O,Endo,4.75616e+008
4019.33,2,1000,O,Endo,4.58476e+007
4019.33,2,100,C,Ecto,6.31394e+008
4019.33,2,1000,C,Ecto,1.03861e+009
4019.33,2,1000,C,Endo,3.66149e+009
4019.33,2,10000,C,Endo,2.01413e+006
958.024,2,100,H,Ecto,527.658
958.024,2,1000,H,Ecto,17328.9
958.024,2,10,H,Endo,456.146
958.024,2,1000,H,Endo,8.55144e+006
958.024,2,10000,H,Endo,86068.4
958.024,2,100,O,Ecto,1.55736e+006
958.024,2,1000,O,Ecto,1.12453e+007
958.024,2,10000,O,Ecto,45.5858
958.024,2,100,O,Endo,8.46709e+006
958.024,2,1000,O,Endo,29650.8
958.024,2,100,C,Ecto,2.05773e+007
958.024,2,1000,C,Ecto,1.42587e+007
958.024,2,1000,C,Endo,9.99066e+008
2196.66,2,100,H,Ecto,23339
2196.66,2,1000,H,Ecto,371739
2196.66,2,10,H,Endo,2531.57
2196.66,2,1000,H,Endo,1.84657e+008
2196.66,2,10000,H,Endo,419093
2196.66,2,100,O,Ecto,1.18746e+008
2196.66,2,1000,O,Ecto,1.80314e+009
2196.66,2,10000,O,Ecto,1324.6
2196.66,2,100,O,Endo,1.47662e+008
2196.66,2,1000,O,Endo,5419.47
2196.66,2,100,C,Ecto,7.87502e+008
2196.66,2,1000,C,Ecto,1.49474e+008
2196.66,2,1000,C,Endo,1.87715e+011
264.847,2,10,H,Ecto,4.04386e+008
264.847,2,100,H,Ecto,6686.28
264.847,2,1000,H,Ecto,0.00162523
264.847,2,10,H,Endo,14.3748
264.847,2,1000,H,Endo,0.0425676
264.847,2,10,O,Ecto,2.12108e-022
264.847,2,100,O,Ecto,511.158
264.847,2,1000,O,Ecto,56.2171
264.847,2,100,O,Endo,41.1036
264.847,2,1000,O,Endo,8.01868e-005
264.847,2,10,C,Ecto,4.59138e-008
264.847,2,100,C,Ecto,370.788
264.847,2,1000,C,Ecto,0.159944
264.847,2,1000,C,Endo,44260.1
7051.89,2,100,H,Ecto,44521.6
7051.89,2,1000,H,Ecto,280842
7051.89,2,10,H,Endo,792.607
7051.89,2,1000,H,Endo,4.75575e+009
7051.89,2,10000,H,Endo,4.84238e+007
7051.89,2,100,O,Ecto,6.43733e+007
7051.89,2,1000,O,Ecto,1.10258e+007
7051.89,2,10000,O,Ecto,36839.8
7051.89,2,100,O,Endo,6.53111e+007
7051.89,2,1000,O,Endo,6.71661e+006
7051.89,2,10000,O,Endo,44462.5
7051.89,2,100,C,Ecto,9.11855e+007
7051.89,2,1000,C,Ecto,2.40249e+008
7051.89,2,1000,C,Endo,4.73235e+008
7051.89,2,10000,C,Endo,291487
268.888,2,1,H,Ecto,4.01066e+008
268.888,2,10,H,Ecto,7.43178e+009
268.888,2,100,H,Ecto,129695
268.888,2,10,H,Endo,738.165
268.888,2,10,O,Ecto,2.5608e+006
268.888,2,100,O,Ecto,13987.9
268.888,2,100,O,Endo,23545.5
268.888,2,10,C,Ecto,16710.7
268.888,2,100,C,Ecto,5543.42
4404.76,2,10,H,Ecto,1.59701e+009
4404.76,2,100,H,Ecto,26476.6
4404.76,2,1000,H,Ecto,0.000301144
4404.76,2,10,H,Endo,113.081
4404.76,2,10,O,Ecto,3680.92
4404.76,2,100,O,Ecto,2620.02
4404.76,2,1000,O,Ecto,26.8557
4404.76,2,100,O,Endo,420.099
4404.76,2,10,C,Ecto,0.341829
4404.76,2,100,C,Ecto,1778.21
32087.4,2,10,H,Ecto,1.03912e+009
32087.4,2,100,H,Ecto,45872.2
32087.4,2,1000,H,Ecto,1.66455
32087.4,2,10,H,Endo,0.11309
32087.4,2,1000,H,Endo,4798.71
32087.4,2,10,O,Ecto,2306.94
32087.4,2,100,O,Ecto,1529.15
32087.4,2,1000,O,Ecto,10070.3
32087.4,2,100,O,Endo,1176.49
32087.4,2,1000,O,Endo,0.356518
32087.4,2,100,C,Ecto,4707.34
32087.4,2,1000,C,Ecto,719.105
32087.4,2,1000,C,Endo,4.00869e+006
2001,4,100,H,Ecto,4534.68
2001,4,1000,H,Ecto,19431.3
2001,4,10,H,Endo,335.191
2001,4,1000,H,Endo,1.03636e+007
2001,4,10000,H,Endo,12628
2001,4,100,O,Ecto,2.57363e+006
2001,4,1000,O,Ecto,1.04035e+008
2001,4,10000,O,Ecto,41.0165
2001,4,100,O,Endo,6.71046e+006
2001,4,1000,O,Endo,107.17
2001,4,100,C,Ecto,4.51577e+007
2001,4,1000,C,Ecto,4.4968e+006
2001,4,1000,C,Endo,1.16297e+010
70.031,4,1,H,Ecto,20204.7
70.031,4,10,H,Ecto,1.79694
70.031,4,1,O,Ecto,8512.84
103.986,4,1,H,Ecto,2.2498e+008
103.986,4,10,H,Ecto,1.01225e+006
103.986,4,10,H,Endo,191.801
103.986,4,1,O,Ecto,2.28533e+007
103.986,4,10,O,Ecto,75630.1
103.986,4,10,C,Ecto,1036.72
1542.6,4,10,H,Ecto,1.6399e+008
1542.6,4,100,H,Ecto,2715.93
1542.6,4,1000,H,Ecto,4.01203e-005
1542.6,4,10,H,Endo,11.5165
1542.6,4,10,O,Ecto,338.375
1542.6,4,100,O,Ecto,272.59
1542.6,4,1000,O,Ecto,3.3586
1542.6,4,100,O,Endo,40.8121
1542.6,4,10,C,Ecto,0.0288914
1542.6,4,100,C,Ecto,187.456
70.6555,4,10,H,Ecto,1.44129e+006
70.6555,4,1,O,Ecto,5.44242e+006
70.6555,4,10,C,Ecto,216.282
878.942,4,10,H,Ecto,2.7131e+009
878.942,4,100,H,Ecto,264384
878.942,4,1000,H,Ecto,0.00109491
878.942,4,10,H,Endo,1.77796
878.942,4,10,O,Ecto,2129.78
878.942,4,100,O,Ecto,3371.1
878.942,4,1000,O,Ecto,4.62511
878.942,4,100,O,Endo,652.735
878.942,4,10,C,Ecto,1.87816
878.942,4,100,C,Ecto,1332.83
878.942,4,1000,C,Endo,13497.9
451.167,4,1,H,Ecto,1.69478e+009
451.167,4,10,H,Ecto,2.52113e+007
451.167,4,1,O,Ecto,3.68076e+008
451.167,4,10,O,Ecto,2.10893e+006
451.167,4,100,O,Ecto,4007.8
451.167,4,100,O,Endo,7189.18
451.167,4,10,C,Ecto,160904
451.167,4,100,C,Ecto,1210
10.2479,5,10,H,Ecto,618324
10.2479,5,1,O,Ecto,5.1931e+008
10.2479,5,10,C,Ecto,89.7862
208.265,5,1,H,Ecto,3.51625e+008
208.265,5,10,H,Ecto,3.69456e+006
208.265,5,1,O,Ecto,4.34164e+006
208.265,5,10,O,Ecto,67242.1
208.265,5,100,O,Ecto,112.089
208.265,5,100,O,Endo,166.947
208.265,5,10,C,Ecto,13066
208.265,5,100,C,Ecto,32.399
664.762,5,1,H,Ecto,1.67312e+009
664.762,5,10,H,Ecto,2.1229e+007
664.762,5,1,O,Ecto,2.7619e+008
664.762,5,10,O,Ecto,5.06868e+006
664.762,5,10,C,Ecto,424507
1013.25,5,1,H,Ecto,1.00007e+007
1013.25,5,10,H,Ecto,8.30726e+009
1013.25,5,100,H,Ecto,142622
