"var","x","y"
245988,31.5,-4.5
245988,32.5,-4.5
245988,33.5,-4.5
245988,34.5,-4.5
2e+05,31.5,-3.5
245988,32.5,-3.5
245988,33.5,-3.5
245988,34.5,-3.5
245988,31.5,-2.5
245988,32.5,-2.5
245988,33.5,-2.5
245988,34.5,-2.5
245988,31.5,-1.5
2e+05,32.5,-1.5
245988,33.5,-1.5
245988,34.5,-1.5
