"var","x","y"
0,31.5,-4.5
0,32.5,-4.5
0,33.5,-4.5
0,34.5,-4.5
0,31.5,-3.5
0,32.5,-3.5
0,33.5,-3.5
0,34.5,-3.5
0,31.5,-2.5
0,32.5,-2.5
0,33.5,-2.5
0,34.5,-2.5
0,31.5,-1.5
0,32.5,-1.5
0,33.5,-1.5
0,34.5,-1.5
