"var","x","y"
2.01181101799011,31.5,-4.5
1.48031497001648,32.5,-4.5
0.624015688896179,33.5,-4.5
0.594488203525543,34.5,-4.5
2.2480309009552,31.5,-3.5
1.03740203380585,32.5,-3.5
0.505905508995056,33.5,-3.5
1.00787401199341,34.5,-3.5
2.92716503143311,31.5,-2.5
1.9232280254364,32.5,-2.5
0.830708682537079,33.5,-2.5
0.86023622751236,34.5,-2.5
2.51378011703491,31.5,-1.5
2.61818051338196,32.5,-1.5
1.95697402954102,33.5,-1.5
2.2480309009552,34.5,-1.5
