"var","x","y"
82500,31.5,-4.5
82500,32.5,-4.5
82500,33.5,-4.5
82500,34.5,-4.5
82500,31.5,-3.5
82500,32.5,-3.5
82500,33.5,-3.5
82500,34.5,-3.5
82500,31.5,-2.5
82500,32.5,-2.5
82500,33.5,-2.5
82500,34.5,-2.5
82500,31.5,-1.5
82500,32.5,-1.5
82500,33.5,-1.5
82500,34.5,-1.5
