"var","x","y"
13.4459018707275,31.5,-4.5
13.2426233291626,32.5,-4.5
12.9360656738281,33.5,-4.5
12.4131145477295,34.5,-4.5
12.7098360061646,31.5,-3.5
12.4032783508301,32.5,-3.5
12.2868852615356,33.5,-3.5
12.0573768615723,34.5,-3.5
11.9311475753784,31.5,-2.5
12.6491804122925,32.5,-2.5
11.9229507446289,33.5,-2.5
12.3836069107056,34.5,-2.5
10.8163938522339,31.5,-1.5
12.3245906829834,32.5,-1.5
12.5114755630493,33.5,-1.5
13.3081970214844,34.5,-1.5
