"var","x","y"
161499.0604,31.5,-4.5
161499.0604,32.5,-4.5
161499.0604,33.5,-4.5
161499.0604,34.5,-4.5
161499.0604,31.5,-3.5
161499.0604,32.5,-3.5
161499.0604,33.5,-3.5
161499.0604,34.5,-3.5
161499.0604,31.5,-2.5
66492.05995,32.5,-2.5
161499.0604,33.5,-2.5
161499.0604,34.5,-2.5
161499.0604,31.5,-1.5
66492.05995,32.5,-1.5
161499.0604,33.5,-1.5
161499.0604,34.5,-1.5
