"var","x","y"
74.5015640258789,31.5,-4.5
36.122673034668,32.5,-4.5
-4.26321029663086,33.5,-4.5
178.974975585938,34.5,-4.5
167.342163085938,31.5,-3.5
119.103118896484,32.5,-3.5
84.9102554321289,33.5,-3.5
54.4099807739258,34.5,-3.5
359.158813476562,31.5,-2.5
327.521392822266,32.5,-2.5
290.205352783203,33.5,-2.5
137.604858398438,34.5,-2.5
397.081115722656,31.5,-1.5
541.618286132812,32.5,-1.5
610.784912109375,33.5,-1.5
819.008056640625,34.5,-1.5
