"var","x","y"
2,31.5,-4.5
2,32.5,-4.5
2,33.5,-4.5
2,34.5,-4.5
2,31.5,-3.5
2,32.5,-3.5
2,33.5,-3.5
2,34.5,-3.5
2,31.5,-2.5
2,32.5,-2.5
2,33.5,-2.5
2,34.5,-2.5
2,31.5,-1.5
2,32.5,-1.5
2,33.5,-1.5
2,34.5,-1.5
