0,0,3.10235,50.7104,3.10235,30771500000,-2.35147,0,0.5,2,0,4294967295,0,0,0,0
0,0,1796.87,28740.8,1796.87,12953700,-2.46243,0,0.5,2,0,4294967295,0,0,0,0
0,0,14.5959,442.04,14.5959,4638810000,-2.71651,0,0.5,2,0,4294967295,0,0,0,0
0,0,3832.94,455902,3832.94,5133180,-2.34468,0,0.5,2,0,4294967295,0,0,0,0
0,0,1905.67,36593,1905.67,12055800,-2.30426,0,0.5,2,0,4294967295,0,0,0,0
0,0,664.751,11184.4,664.751,43657400,-2.20265,0,0.5,2,0,4294967295,0,0,0,0
0,0,49.8727,2594.96,49.8727,1033690000,-2.24328,0,0.5,2,0,4294967295,0,0,0,0
0,0,16384.7,1218830,16384.7,869990,-2.18799,0,0.5,2,0,4294967295,0,0,0,0
0,0,8042.78,534451,8042.78,2075410,-2.20756,0,0.5,2,0,4294967295,0,0,0,0
0,0,10956.4,226272,10956.4,1422520,-2.30151,0,0.5,2,0,4294967295,0,0,0,0
0,0,15.7057,356.016,15.7057,4241500000,-2.50065,0,0.5,2,0,4294967295,0,0,0,0
0,1,1624.88,64817.9,1624.88,14648100,-0.00478239,0,0.5,3,0,4294967295,0,0,0,0
0,1,1578.92,24805.7,1578.92,15170800,-0.0148822,0,0.5,3,0,4294967295,0,0,0,0
0,1,161.706,6935.01,161.706,245579000,-2.71651,0,0.5,3,0,4294967295,0,0,0,0
0,1,30.6126,1787.35,30.6126,1876620000,-2.34468,0,0.5,3,0,4294967295,0,0,0,0
0,1,25.888,275.454,25.888,2303180000,-2.30426,0,0.5,3,0,4294967295,0,0,0,0
0,1,39.5254,451.643,39.5254,1373340000,-2.20265,0,0.5,3,0,4294967295,0,0,0,0
0,1,50.6779,2643.03,50.6779,1013650000,-2.24328,0,0.5,3,0,4294967295,0,0,0,0
0,1,22.7205,648.501,22.7205,2701350000,-2.18799,0,0.5,3,0,4294967295,0,0,0,0
0,1,25.4185,731.373,25.4185,2355260000,-2.20756,0,0.5,3,0,4294967295,0,0,0,0
0,1,7637.69,149913,7637.69,2210690,0.000107742,0,0.5,3,0,4294967295,0,0,0,0
0,1,143.725,4470.95,143.725,283625000,-2.50065,0,0.5,3,0,4294967295,0,0,0,0
0,2,23.0285,498.705,23.0285,2657280000,-2.35147,0,0.5,2.5,0,4294967295,0,0,0,0
0,2,28.1622,256.862,28.1622,2078010000,-2.46243,0,0.5,2.5,0,4294967295,0,0,0,0
0,2,9.27714,263.259,9.27714,8070250000,-2.71651,0,0.5,2.5,0,4294967295,0,0,0,0
0,2,37.2263,2236.7,37.2263,1477680000,-2.34468,0,0.5,2.5,0,4294967295,0,0,0,0
0,2,358.668,5456.32,358.668,92784000,-2.30426,0,0.5,2.5,0,4294967295,0,0,0,0
0,2,432.886,6861.7,432.886,73734400,-2.20265,0,0.5,2.5,0,4294967295,0,0,0,0
0,2,135.965,8193.03,135.965,303526000,-2.24328,0,0.5,2.5,0,4294967295,0,0,0,0
0,2,214.254,8453.74,214.254,174132000,-2.18799,0,0.5,2.5,0,4294967295,0,0,0,0
0,2,23.0976,655.527,23.0976,2647570000,-2.20756,0,0.5,2.5,0,4294967295,0,0,0,0
0,2,813.454,11689,813.454,34114100,-2.30151,0,0.5,2.5,0,4294967295,0,0,0,0
0,2,113.524,3413.69,113.524,378366000,-2.50065,0,0.5,2.5,0,4294967295,0,0,0,0
0,3,1.00042,13.9855,1.00042,122659000000,-2.35147,0,0.5,2,0,4294967295,0,0,0,0
0,3,0.498254,2.74064,0.498254,287468000000,-2.46243,0,0.5,2,0,4294967295,0,0,0,0
0,3,2.44576,57.3725,2.44576,41146900000,-2.71651,0,0.5,2,0,4294967295,0,0,0,0
0,3,3.55038,151.357,3.55038,26095600000,-2.34468,0,0.5,2,0,4294967295,0,0,0,0
0,3,16.7657,168.372,16.7657,3916190000,-2.30426,0,0.5,2,0,4294967295,0,0,0,0
0,3,4.16262,35.3257,4.16262,21485600000,-2.20265,0,0.5,2,0,4294967295,0,0,0,0
0,3,0.408295,10.6005,0.408295,366649000000,-2.24328,0,0.5,2,0,4294967295,0,0,0,0
0,3,9.95495,252.497,9.95495,7404020000,-2.18799,0,0.5,2,0,4294967295,0,0,0,0
0,3,4.87042,110.696,4.87042,17734500000,-2.20756,0,0.5,2,0,4294967295,0,0,0,0
0,3,40.8966,392.629,40.8966,1317290000,-2.30151,0,0.5,2,0,4294967295,0,0,0,0
0,3,14.7871,332.339,14.7871,4565630000,-2.50065,0,0.5,2,0,4294967295,0,0,0,0
0,4,6.32763,114.244,6.32763,12880300000,-2.35147,0,0.5,3,0,4294967295,0,0,0,0
0,4,1.537,9.68827,1.537,72582600000,-2.46243,0,0.5,3,0,4294967295,0,0,0,0
0,4,2.9356,70.6748,2.9356,32920400000,-2.71651,0,0.5,3,0,4294967295,0,0,0,0
0,4,0.533038,17.2677,0.533038,264716000000,-2.34468,0,0.5,3,0,4294967295,0,0,0,0
0,4,69.8833,849.835,69.8833,684503000,-2.30426,0,0.5,3,0,4294967295,0,0,0,0
0,4,1.91595,14.7162,1.91595,55448600000,-2.20265,0,0.5,3,0,4294967295,0,0,0,0
0,4,12.0282,508.668,12.0282,5875930000,-2.24328,0,0.5,3,0,4294967295,0,0,0,0
0,4,26.0158,757.129,26.0158,2289360000,-2.18799,0,0.5,3,0,4294967295,0,0,0,0
0,4,60.2086,1961.17,60.2086,821196000,-2.20756,0,0.5,3,0,4294967295,0,0,0,0
0,4,171.762,1996.83,171.762,228127000,-2.30151,0,0.5,3,0,4294967295,0,0,0,0
0,4,8.59443,178.88,8.59443,8860290000,-2.50065,0,0.5,3,0,4294967295,0,0,0,0
0,5,1.96154,30.0879,1.96154,53878100000,-2.35147,0,0.5,2.5,0,4294967295,0,0,0,0
0,5,1.93949,12.5806,1.93949,54627200000,-2.46243,0,0.5,2.5,0,4294967295,0,0,0,0
0,5,0.781213,15.5923,0.781213,165936000000,-2.71651,0,0.5,2.5,0,4294967295,0,0,0,0
0,5,12.889,663.083,12.889,5400080000,-2.34468,0,0.5,2.5,0,4294967295,0,0,0,0
0,5,0.380612,2.35648,0.380612,399492000000,-2.30426,0,0.5,2.5,0,4294967295,0,0,0,0
0,5,3.263,26.8334,3.263,28930600000,-2.20265,0,0.5,2.5,0,4294967295,0,0,0,0
0,5,0.166038,3.79239,0.166038,1100800000000,-2.24328,0,0.5,2.5,0,4294967295,0,0,0,0
0,5,8.65353,215.145,8.65353,8786420000,-2.18799,0,0.5,2.5,0,4294967295,0,0,0,0
0,5,0.202507,2.94905,0.202507,863667000000,-2.20756,0,0.5,2.5,0,4294967295,0,0,0,0
0,5,0.396208,2.1252,0.396208,380362000000,-2.30151,0,0.5,2.5,0,4294967295,0,0,0,0
0,5,43.5531,1141.61,43.5531,1219790000,-2.50065,0,0.5,2.5,0,4294967295,0,0,0,0
0,6,19.2755,407.057,19.2755,3302460000,-2.35147,0,0.5,2,0,4294967295,0,0,0,0
0,6,41.4649,397.909,41.4649,1295270000,-2.46243,0,0.5,2,0,4294967295,0,0,0,0
0,6,107.858,4361.31,107.858,402793000,-2.71651,0,0.5,2,0,4294967295,0,0,0,0
0,6,132.126,9561.36,132.126,314334000,-2.34468,0,0.5,2,0,4294967295,0,0,0,0
0,6,1558.74,29098.3,1558.74,15411100,-2.30426,0,0.5,2,0,4294967295,0,0,0,0
0,6,733.153,12504.8,733.153,38733400,-2.20265,0,0.5,2,0,4294967295,0,0,0,0
