FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,1.70193e+011,8.76727e+008
0,0.1,1,5.19103e+009,2.68307e+008
0,1,10,6.79159e+008,4.15778e+008
0,10,100,2.489e+008,1.21257e+009
0,100,1000,1.6761e+006,2.25031e+008
0,1000,10000,581649,2.37116e+008
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,166534,487080
1,10,100,3.94982e+008,1.08374e+009
1,100,1000,5.5496e+006,4.65105e+008
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.34458e+010,4.10872e+008
2,1,10,5.04867e+008,2.87927e+008
2,10,100,8.45766e+007,1.09163e+009
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.69846e+013,1.71671e+010
3,0.01,0.1,2.76709e+011,4.04552e+009
3,0.1,1,4.07844e+008,1.33625e+007
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,3.25014e+009,4.76342e+006
4,0.01,0.1,2.505e+011,1.71199e+009
4,0.1,1,4.08399e+010,4.15721e+008
4,1,10,4.20495e+006,7.57481e+006
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,7.25426e+012,8.13e+009
5,0.01,0.1,4.58782e+011,1.27815e+009
5,0.1,1,3.49039e+008,1.33274e+007
5,1,10,4.74566e+006,2.62322e+006
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.00537e+011,2.30137e+009
6,0.1,1,1.46064e+008,8.42263e+006
6,1,10,3.8475e+007,4.7524e+007
6,10,100,4.80099e+007,7.82548e+008
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,1.97166e+007,370085
7,0.1,1,5.91426e+009,2.19191e+008
7,1,10,5.42906e+007,6.57157e+007
7,10,100,9.46699e+007,6.62651e+008
7,100,1000,0,0
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.09891e+009,4.11595e+007
8,0.1,1,3.69125e+009,3.16754e+007
8,1,10,6.20663e+006,1.44872e+007
8,10,100,6.89095e+007,7.5517e+008
8,100,1000,0,0
8,1000,10000,0,0
