GridcellIndex,FunctionalGroupIndex,JuvenileMass,AdultMass,IndividualBodyMass,CohortAbundance,LogOptimalPreyBodySizeRatio,BirthTimeStep,ProportionTimeActive,TrophicIndex,IndividualReproductivePotentialMass,MaturityTimeStep,IsAdult,AgeMonths,TimeStepsJuviline,TimeStepsAdult
0,0,3832.94,455902,123378,79683.9,-2.34468,0,0.5,2,0,4294967295,0,17,17,0
0,0,1905.67,36593,36593,18378.2,-2.30426,0,0.5,2,0,11,1,17,12,5
0,0,664.751,11184.4,11184.4,33836.9,-2.20265,0,0.5,2,0,8,1,17,9,8
0,0,49.8727,2594.96,2594.96,94813.1,-2.24328,0,0.5,2,0,6,1,17,7,10
0,0,16038.3,348711,230112,13630.3,-2.46243,0,0.5,2,0,4294967295,0,17,17,0
0,0,31.7637,1504.98,1504.98,21489.5,-2.24328,6,0.5,2,0,12,1,10,6,4
0,0,3.26323,44.6019,44.6019,3.75874e+007,-2.35147,11,0.5,2,5.95968e-018,14,1,5,3,2
0,0,49.8727,2594.96,727,1.31496e+008,-2.24328,12,0.5,2,0,4294967295,0,4,4,0
0,0,14.6203,453.483,231.915,8.6718e+006,-2.71651,13,0.5,2,0.34356,4294967295,0,3,3,0
0,0,31.7637,1504.98,183.926,1.82717e+007,-2.24328,14,0.5,2,0,4294967295,0,2,2,0
0,0,31.2915,1493.45,82.3451,734346,-2.24328,15,0.5,2,0,4294967295,0,1,1,0
0,0,14.5959,442.04,44.4155,24830,-2.71651,15,0.5,2,0,4294967295,0,1,1,0
0,0,3.23993,42.3935,12.1593,5.14009e+007,-2.35147,15,0.5,2,0,4294967295,0,1,1,0
0,0,2682.77,127550,109061,64037,-2.50065,0,0.5,2,0,4294967295,0,17,17,0
0,0,34852,846053,339683,38152.7,-2.46243,0,0.5,2,0,4294967295,0,17,17,0
0,0,670.996,12009.9,670.996,5.33866e+007,-2.20265,16,0.5,2,0,4294967295,0,0,0,0
0,0,1981.04,36522.3,1981.04,821711,-2.30426,16,0.5,2,0,4294967295,0,0,0,0
0,0,2.52228,88.5804,2.52228,1.08636e+006,-2.24328,16,0.5,2,0,4294967295,0,0,0,0
0,0,31.4359,1456.81,31.4359,1.03298e+007,-2.24328,16,0.5,2,0,4294967295,0,0,0,0
0,0,3.56454,42.1353,3.56454,8.16552e+008,-2.35147,16,0.5,2,0,4294967295,0,0,0,0
0,1,1578.92,24805.7,24805.7,58424.1,-0.0148822,0,0.5,3.97835,0,3,1,17,4,13
0,1,1581.78,25836.5,11786.5,7.14017e+006,-0.0148822,10,0.5,3.07289,0,4294967295,0,6,6,0
0,1,1599.95,25369.9,1599.95,3.12108e+007,-0.0148822,16,0.5,3,0,4294967295,0,0,0,0
0,2,118.149,8410.46,8410.46,115832,-2.34468,0,0.5,3.00343,0,13,1,17,14,3
0,2,926.476,13521.7,13521.7,29041.7,-2.46243,0,0.5,3.15716,0,11,1,17,12,5
0,2,425.126,7011.96,7011.96,72753,-2.20265,10,0.5,3.01609,0,14,1,6,4,2
0,2,8.68795,263.68,263.68,7.59427e+007,-2.71651,12,0.5,3.41026,1.42109e-014,14,1,4,2,2
0,2,113.524,3413.69,3413.69,3.34165e+006,-2.50065,12,0.5,3.34216,1623.96,16,1,4,4,0
0,2,823.296,44769.6,44769.6,114603,-2.71651,0,0.5,2.22476,2929.05,16,1,17,17,0
0,2,39.4114,2023.3,1054.97,6.07335e+007,-2.34468,13,0.5,2.4085,0,4294967295,0,3,3,0
0,2,926.476,13521.7,2655.52,508120,-2.46243,14,0.5,3.10909,0,4294967295,0,2,2,0
0,2,113.463,9069.94,1021.06,2.41931e+007,-2.34468,14,0.5,3.39535,0,4294967295,0,2,2,0
0,2,114.153,3542.03,1197.72,994149,-2.50065,14,0.5,3.3489,0,4294967295,0,2,2,0
0,2,35.8125,2457.55,514.249,1.00461e+008,-2.34468,14,0.5,3.44283,0,4294967295,0,2,2,0
0,2,25.3283,531.856,108.857,6.3141e+008,-2.35147,15,0.5,3.97359,2.87013e-015,4294967295,0,1,1,0
0,2,9.04783,265.655,35.1838,2.17684e+007,-2.71651,15,0.5,3.97141,0,4294967295,0,1,1,0
0,2,123.796,3580.85,430.646,1.46397e+007,-2.50065,15,0.5,3.61067,0,4294967295,0,1,1,0
0,2,926.476,13521.7,926.476,420299,-2.46243,16,0.5,2.5,0,4294967295,0,0,0,0
0,2,8.60601,269.653,8.60601,3.67849e+009,-2.71651,16,0.5,2.5,0,4294967295,0,0,0,0
0,2,425.126,7011.96,425.126,6.25847e+006,-2.20265,16,0.5,2.5,0,4294967295,0,0,0,0
0,2,119.954,8547.5,119.954,3.22086e+007,-2.34468,16,0.5,2.5,0,4294967295,0,0,0,0
0,3,40.8966,392.629,392.629,814072,-2.30151,10,0.11285,2,89.7798,16,1,6,6,0
