GridcellIndex,FunctionalGroupIndex,JuvenileMass,AdultMass,IndividualBodyMass,CohortAbundance,LogOptimalPreyBodySizeRatio,BirthTimeStep,ProportionTimeActive,TrophicIndex,IndividualReproductivePotentialMass,MaturityTimeStep,IsAdult,AgeMonths,TimeStepsJuviline,TimeStepsAdult
0,0,3832.94,455902,179211,72825.4,-2.34468,0,0.5,2,0,4294967295,0,20,20,0
0,0,1905.67,36593,36593,10516.9,-2.30426,0,0.5,2,21830.4,11,1,20,12,8
0,0,664.751,11184.4,11184.4,12287.8,-2.20265,0,0.5,2,9514.4,8,1,20,9,11
0,0,16038.3,348711,315526,12457.2,-2.46243,0,0.5,2,0,4294967295,0,20,20,0
0,0,31.7637,1504.98,1504.98,984.186,-2.24328,6,0.5,2,1554.05,12,1,13,6,7
0,0,3.26323,44.6019,44.6019,450298,-2.35147,11,0.5,2,130.846,14,1,8,3,5
0,0,49.8727,2594.96,2539.19,4.47703e+006,-2.24328,12,0.5,2,1.13871,4294967295,0,7,7,0
0,0,14.6203,453.483,453.483,6.16063e+006,-2.71651,13,0.5,2,643.994,18,1,6,5,1
0,0,31.2915,1493.45,632.09,2.97615e+007,-2.24328,15,0.5,2,0,4294967295,0,4,4,0
0,0,14.5959,442.04,442.04,19215.6,-2.71651,15,0.5,2,1.543,19,1,4,4,0
0,0,2682.77,127550,127550,48659.2,-2.50065,0,0.5,2,31630.1,18,1,20,19,1
0,0,670.996,12009.9,2474.57,976867,-2.20265,16,0.5,2,0,4294967295,0,3,3,0
0,0,1981.04,36522.3,5738.86,245731,-2.30426,16,0.5,2,0,4294967295,0,3,3,0
0,0,2.52228,88.5804,88.5804,37391.7,-2.24328,16,0.5,2,3.37248,19,1,3,3,0
0,0,3.56454,42.1353,42.1353,88763.9,-2.35147,16,0.5,2,64.4814,18,1,3,2,1
0,0,3.5336,43.909,43.3708,1.95375e+006,-2.35147,17,0.5,2,0,4294967295,0,2,2,0
0,0,32.5396,1501.74,187.702,1.77014e+006,-2.24328,17,0.5,2,0,4294967295,0,2,2,0
0,0,85.9806,6270.87,666.382,21462.5,-2.34468,16,0.5,2,0,4294967295,0,3,3,0
0,1,1578.92,24805.7,24805.7,166.943,-0.0148822,0,0.5,3.99577,36589.9,3,1,20,4,16
0,1,1581.78,25836.5,25836.5,1.46521e+006,-0.0148822,10,0.5,3.99888,5834.7,19,1,9,9,0
0,1,1599.95,25369.9,8198.21,1.43316e+007,-0.0148822,16,0.5,3.44718,0,4294967295,0,3,3,0
0,1,1554.23,24753.2,10814.4,302553,-0.0148822,17,0.5,3.84694,0,4294967295,0,2,2,0
0,2,926.476,13521.7,13521.7,14297.6,-2.46243,0,0.5,3.19118,16808,11,1,20,12,8
0,2,425.126,7011.96,7011.96,13202.2,-2.20265,10,0.5,3.15904,7010.7,14,1,9,4,5
0,2,8.68795,263.68,263.68,7.28548e+006,-2.71651,12,0.5,2.00185,243.911,14,1,7,2,5
0,2,113.524,3413.69,3413.69,300505,-2.50065,12,0.5,2.78582,3013.73,16,1,7,4,3
0,2,823.296,44769.6,44769.6,76561.6,-2.71651,0,0.5,2.62272,20930.1,16,1,20,17,3
0,2,926.476,13521.7,9716.13,154724,-2.46243,14,0.5,2.98268,0,4294967295,0,5,5,0
0,2,113.463,9069.94,2677.47,1.70615e+006,-2.34468,14,0.5,2.1431,0,4294967295,0,5,5,0
0,2,35.8125,2457.55,1123.64,1.17145e+008,-2.34468,14,0.5,2.05726,0,4294967295,0,5,5,0
0,2,25.3283,531.856,436.874,2.08987e+007,-2.35147,15,0.5,2.00033,2.87013e-015,4294967295,0,4,4,0
0,2,9.04783,265.655,145.923,1.12848e+006,-2.71651,15,0.5,2.00332,0,4294967295,0,4,4,0
0,2,123.796,3580.85,1288.05,9.46548e+006,-2.50065,15,0.5,2.16558,0,4294967295,0,4,4,0
0,2,926.476,13521.7,3236.24,96122.4,-2.46243,16,0.5,2.70687,0,4294967295,0,3,3,0
0,2,425.126,7011.96,1585.01,2.92843e+006,-2.20265,16,0.5,2.07268,0,4294967295,0,3,3,0
0,2,119.954,8547.5,824.276,9.37473e+006,-2.34468,16,0.5,2.0486,0,4294967295,0,3,3,0
0,2,113.524,3413.69,244.501,3.37964e+006,-2.50065,17,0.5,2.00018,0,4294967295,0,2,2,0
0,2,8.91931,268.573,33.4668,1.95339e+006,-2.71651,17,0.5,2.00125,0,4294967295,0,2,2,0
0,2,425.126,7011.96,746.498,631071,-2.20265,17,0.5,2.00115,0,4294967295,0,2,2,0
0,3,10.0063,246.996,246.996,672699,-2.18799,10,0.105262,2,339.165,17,1,9,7,2
0,3,4.87042,110.696,110.696,1.70873e+006,-2.20756,12,0.105262,2,142.676,17,1,7,5,2
0,3,4.25066,36.8055,36.8055,941858,-2.20265,14,0.105262,2,66.9905,17,1,5,3,2
0,3,2.18291,62.7695,31.934,2.13611e+006,-2.71651,16,0.105262,2,0,4294967295,0,3,3,0
0,3,0.448044,3.118,3.118,1.72562e+006,-2.46243,16,0.105262,2,7.69665,18,1,3,2,1
0,3,0.481845,2.8038,2.8038,6.81885e+007,-2.46243,17,0.105262,2,2.76637,19,1,2,2,0
0,3,41.3797,381.107,121.569,1.44158e+006,-2.30151,17,0.105262,2,0,4294967295,0,2,2,0
0,4,67.7655,798.043,798.043,4.31177e+007,-2.30426,14,0.105262,3.83512,311.414,18,1,5,4,1
0,4,6.32622,111.161,58.2149,927034,-2.35147,14,0.105262,3.19768,0,4294967295,0,5,5,0
0,4,2.66334,79.2197,1.72938,1.03984,-2.71651,14,0.105262,3,0,4294967295,0,5,5,0
0,4,171.762,2001,1412.65,2.14747e+007,-2.30151,15,0.105262,3.65746,0,4294967295,0,4,4,0
0,4,1.92832,13.8591,1.33326,93.5932,-2.20265,15,0.105262,3.5,0,4294967295,0,4,4,0
0,4,26.6059,720.999,211.219,294217,-2.18799,15,0.105262,3.4694,0,4294967295,0,4,4,0
0,4,11.343,447.827,18.0844,692439,-2.24328,16,0.105262,3.00468,0,4294967295,0,3,3,0
0,5,40.9562,1230.76,1230.76,1.89739e+006,-2.50065,10,0.105262,2.00761,890.972,17,1,9,7,2
0,5,9.27481,212.924,212.924,5.53936e+006,-2.18799,14,0.105262,2.00202,44.0772,19,1,5,5,0
0,5,8.59219,212.48,51.9441,165.668,-2.18799,16,0.105262,2.00524,0,4294967295,0,3,3,0
0,5,0.41207,2.21696,2.21696,14.4456,-2.30151,16,0.105262,2,4.16865,18,1,3,2,1
0,5,2.00225,12.5492,12.5492,2.45401e+006,-2.46243,16,0.105262,2.00046,6.16154,19,1,3,3,0
0,5,13.0008,662.522,38.2733,2.17937e+006,-2.34468,17,0.105262,2.00577,0,4294967295,0,2,2,0
0,6,41.4649,397.909,397.909,18753.4,-2.46243,0,0.105262,2,482.732,5,1,20,6,14
0,6,107.858,4361.31,4361.31,3662.95,-2.71651,0,0.105262,2,1635.99,14,1,20,15,5
0,6,1558.74,29098.3,26534.7,180749,-2.30426,0,0.105262,2,0,4294967295,0,20,20,0
0,6,340.553,14255.9,14255.9,72643.5,-2.20756,0,0.105262,2,587.763,19,1,20,20,0
0,6,59.2932,1624.31,1624.31,50390.8,-2.50065,0,0.105262,2,827.021,10,1,20,11,9
0,6,153.618,1759.23,1759.23,856987,-2.30151,10,0.105262,2,369.269,19,1,9,9,0
0,6,10.3326,230.921,230.921,1.25526e+006,-2.18799,12,0.105262,2,144.591,18,1,7,6,1
0,6,58.1369,1722.42,842.599,4.50104e+006,-2.50065,12,0.105262,2,0,4294967295,0,7,7,0
0,6,18.3773,397.957,259.709,285770,-2.35147,14,0.105262,2,0.188799,4294967295,0,5,5,0
0,6,9.45806,238.148,186.236,62033.8,-2.18799,14,0.105262,2,0,4294967295,0,5,5,0
