GridcellIndex,FunctionalGroupIndex,JuvenileMass,AdultMass,IndividualBodyMass,CohortAbundance,LogOptimalPreyBodySizeRatio,BirthTimeStep,ProportionTimeActive,TrophicIndex,IndividualReproductivePotentialMass,MaturityTimeStep,IsAdult,AgeMonths,TimeStepsJuviline,TimeStepsAdult
0,0,3832.94,455902,140369,77328.7,-2.34468,0,0.5,2,0,4294967295,0,18,18,0
0,0,1905.67,36593,36593,15394.3,-2.30426,0,0.5,2,7277.82,11,1,18,12,6
0,0,664.751,11184.4,11184.4,22715.2,-2.20265,0,0.5,2,3172,8,1,18,9,9
0,0,16038.3,348711,256479,13227.5,-2.46243,0,0.5,2,0,4294967295,0,18,18,0
0,0,31.7637,1504.98,1504.98,7531.03,-2.24328,6,0.5,2,0,12,1,11,6,5
0,0,3.26323,44.6019,44.6019,7.99616e+006,-2.35147,11,0.5,2,5.95968e-018,14,1,6,3,3
0,0,49.8727,2594.96,1114.61,6.40957e+007,-2.24328,12,0.5,2,1.13871,4294967295,0,5,5,0
0,0,14.6203,453.483,440.132,8.27474e+006,-2.71651,13,0.5,2,0.34356,4294967295,0,4,4,0
0,0,31.2915,1493.45,183.455,3.48039e+007,-2.24328,15,0.5,2,0,4294967295,0,2,2,0
0,0,14.5959,442.04,109.919,23139,-2.71651,15,0.5,2,0,4294967295,0,2,2,0
0,0,2682.77,127550,124659,62144.1,-2.50065,0,0.5,2,0,4294967295,0,18,18,0
0,0,34852,846053,374212,37025.1,-2.46243,0,0.5,2,0,4294967295,0,18,18,0
0,0,670.996,12009.9,1083.03,3.86415e+007,-2.20265,16,0.5,2,0,4294967295,0,1,1,0
0,0,1981.04,36522.3,2922.19,744082,-2.30426,16,0.5,2,0,4294967295,0,1,1,0
0,0,2.52228,88.5804,11.1646,88904.8,-2.24328,16,0.5,2,0,4294967295,0,1,1,0
0,0,3.56454,42.1353,14.3173,1.15018e+006,-2.35147,16,0.5,2,0,4294967295,0,1,1,0
0,0,3.5336,43.909,3.5336,6.64444e+008,-2.35147,17,0.5,2,0,4294967295,0,0,0,0
0,0,32.5396,1501.74,32.5396,2.01336e+007,-2.24328,17,0.5,2,0,4294967295,0,0,0,0
0,1,1578.92,24805.7,24805.7,12574.1,-0.0148822,0,0.5,3.97222,0,3,1,18,4,14
0,1,1581.78,25836.5,9528.74,4.29321e+006,-0.0148822,10,0.5,3.35278,0,4294967295,0,7,7,0
0,1,1599.95,25369.9,3881.17,3.01569e+007,-0.0148822,16,0.5,3.21533,0,4294967295,0,1,1,0
0,1,1554.23,24753.2,1554.23,683126,-0.0148822,17,0.5,3,0,4294967295,0,0,0,0
0,2,926.476,13521.7,13521.7,21612.7,-2.46243,0,0.5,2.9836,5671.67,11,1,18,12,6
0,2,425.126,7011.96,7011.96,51844,-2.20265,10,0.5,3.09554,0,14,1,7,4,3
0,2,8.68795,263.68,263.68,4.86899e+007,-2.71651,12,0.5,3.85178,1.42109e-014,14,1,5,2,3
0,2,113.524,3413.69,3413.69,2.28191e+006,-2.50065,12,0.5,3.27781,0,16,1,5,4,1
0,2,823.296,44769.6,44769.6,100075,-2.71651,0,0.5,2.35278,8072.53,16,1,18,17,1
0,2,926.476,13521.7,4167.69,388919,-2.46243,14,0.5,3.09129,0,4294967295,0,3,3,0
0,2,113.463,9069.94,1630.34,1.99327e+007,-2.34468,14,0.5,3.09575,0,4294967295,0,3,3,0
0,2,35.8125,2457.55,722.436,1.50382e+008,-2.34468,14,0.5,2.51688,0,4294967295,0,3,3,0
0,2,25.3283,531.856,233.418,4.12579e+007,-2.35147,15,0.5,2.98935,2.87013e-015,4294967295,0,2,2,0
0,2,9.04783,265.655,60.0147,3.37747e+006,-2.71651,15,0.5,2.00901,0,4294967295,0,2,2,0
0,2,123.796,3580.85,646.059,1.1396e+007,-2.50065,15,0.5,2.48748,0,4294967295,0,2,2,0
0,2,926.476,13521.7,1228.99,284470,-2.46243,16,0.5,2.22695,0,4294967295,0,1,1,0
0,2,425.126,7011.96,769.707,4.3519e+006,-2.20265,16,0.5,3.10683,0,4294967295,0,1,1,0
0,2,119.954,8547.5,462.841,1.00506e+007,-2.34468,16,0.5,3.92251,0,4294967295,0,1,1,0
0,2,113.524,3413.69,113.524,1.22771e+008,-2.50065,17,0.5,2.5,0,4294967295,0,0,0,0
0,2,8.91931,268.573,8.91931,2.19777e+009,-2.71651,17,0.5,2.5,0,4294967295,0,0,0,0
