"var","x","y"
1,31.5,-4.5
1,32.5,-4.5
1,33.5,-4.5
1,34.5,-4.5
1,31.5,-3.5
1,32.5,-3.5
1,33.5,-3.5
1,34.5,-3.5
1,31.5,-2.5
1,32.5,-2.5
1,33.5,-2.5
1,34.5,-2.5
1,31.5,-1.5
1,32.5,-1.5
1,33.5,-1.5
1,34.5,-1.5
