"var","x","y"
0.918032765388489,31.5,-4.5
0.629508197307587,32.5,-4.5
0,33.5,-4.5
1.3819671869278,34.5,-4.5
2.8081967830658,31.5,-3.5
4.51639366149902,32.5,-3.5
6.40327882766724,33.5,-3.5
6.8770489692688,34.5,-3.5
18.5409832000732,31.5,-2.5
33.7213134765625,32.5,-2.5
19.5262298583984,33.5,-2.5
23.0344257354736,34.5,-2.5
71.2081985473633,31.5,-1.5
61.2721328735352,32.5,-1.5
77.3377075195312,33.5,-1.5
93.4852447509766,34.5,-1.5
