"var","x","y"
23.0901641845703,31.5,-4.5
23.2098369598389,32.5,-4.5
23.826229095459,33.5,-4.5
22.1426239013672,34.5,-4.5
22.4196720123291,31.5,-3.5
22.9327869415283,32.5,-3.5
23.1491813659668,33.5,-3.5
21.6655731201172,34.5,-3.5
22.3508205413818,31.5,-2.5
23.0639343261719,32.5,-2.5
23.2704925537109,33.5,-2.5
22.4786891937256,34.5,-2.5
21.8885250091553,31.5,-1.5
22.9934425354004,32.5,-1.5
23.4098358154297,33.5,-1.5
20.7131156921387,34.5,-1.5
