GridcellIndex,FunctionalGroupIndex,JuvenileMass,AdultMass,IndividualBodyMass,CohortAbundance,LogOptimalPreyBodySizeRatio,BirthTimeStep,ProportionTimeActive,TrophicIndex,IndividualReproductivePotentialMass,MaturityTimeStep,IsAdult,AgeMonths,TimeStepsJuviline,TimeStepsAdult
0,0,3832.94,455902,178911,77738.5,-2.34468,0,0.5,2,0,4294967295,0,20,20,0
0,0,664.751,11184.4,11184.4,8937.07,-2.20265,0,0.5,2,9514.27,8,1,20,9,11
0,0,542.186,48304.6,48304.6,247879,-2.34468,0,0.5,2,36777.7,15,1,20,16,4
0,0,16038.3,348711,312525,143237,-2.46243,0,0.5,2,0,4294967295,0,20,20,0
0,0,52.0996,2467.34,2467.34,7.2265e+006,-2.24328,12,0.5,2,54.6986,19,1,7,7,0
0,0,1745.65,27809.4,15539.6,102235,-2.46243,12,0.5,2,616.885,4294967295,0,7,7,0
0,0,50.7563,2616.61,1335.56,2.90912e+006,-2.24328,14,0.5,2,0,4294967295,0,5,5,0
0,0,1759.51,30919,7125.06,71050.6,-2.46243,15,0.5,2,0,4294967295,0,4,4,0
0,0,2.72409,61.2298,61.2298,594291,-2.35147,15,0.5,2,114.237,18,1,4,3,1
0,0,665.685,11416.8,2526.26,9.95362e+006,-2.20265,16,0.5,2,0,4294967295,0,3,3,0
0,0,2.71915,58.1291,58.1291,268533,-2.35147,16,0.5,2,36.9675,19,1,3,3,0
0,0,55.6949,2598.28,506.576,2.9668e+006,-2.24328,16,0.5,2,0,4294967295,0,3,3,0
0,0,2.89513,53.8879,38.7008,252167,-2.35147,17,0.5,2,0,4294967295,0,2,2,0
0,1,1624.88,64817.9,63490.5,20.6716,-0.00478239,0,0.5,3.04119,21420.6,5,1,20,6,14
0,1,1537.14,26904.1,26904.1,8335.83,-0.0148822,5,0.5,3.99754,17218.3,9,1,14,4,10
0,1,33.5544,1658.86,1658.86,1.84135e+007,-2.34468,12,0.5,3.61889,8844.83,15,1,7,3,4
0,1,1635,26134.4,10831.5,1.06259e+007,-0.0148822,15,0.5,3.1016,0,4294967295,0,4,4,0
0,1,32.9493,1695.09,919.529,2.89385e+007,-2.34468,16,0.5,3,0,4294967295,0,3,3,0
0,1,34.3495,1629.65,1072.34,3.42245e+006,-2.34468,17,0.5,3,0,4294967295,0,2,2,0
0,1,1046.98,19699.7,19699.7,413356,-2.30426,15,0.5,3.55952,18509.9,19,1,4,4,0
0,2,379.597,32087.4,32087.4,4968.24,-2.34468,0,0.5,2.62621,13343.7,17,1,20,18,2
0,2,431.141,6734.57,6734.57,47481.4,-2.20265,11,0.5,3.26903,7671.37,15,1,8,4,4
0,2,133.02,4404.76,4404.76,32630.8,-2.50065,12,0.5,3.12455,4231.09,18,1,7,6,1
0,2,8.03132,291.851,291.851,1.05578e+006,-2.71651,14,0.5,2.99947,836.792,17,1,5,3,2
0,2,151.533,4019.33,1411.39,5.89744e+007,-2.50065,14,0.5,2.01012,0,4294967295,0,5,5,0
0,2,89.8879,958.024,958.024,2.82627e+006,-2.30151,14,0.5,2.10017,992.771,17,1,5,3,2
0,2,37.8191,2196.66,796.167,1.27642e+008,-2.34468,14,0.5,2.00182,0.065845,4294967295,0,5,5,0
0,2,25.0534,259.62,259.62,1.82493e+006,-2.46243,16,0.5,2.99991,930.172,18,1,3,2,1
0,2,445.791,6100.95,1530.54,6.04012e+006,-2.20265,16,0.5,2.22912,0,4294967295,0,3,3,0
0,2,8.78368,264.847,264.847,137847,-2.71651,16,0.5,2.99968,697.617,18,1,3,2,1
0,2,25.7406,254.372,254.372,7342.43,-2.46243,17,0.5,2.9999,345.768,19,1,2,2,0
0,2,7.5486,288.581,276.135,457521,-2.71651,17,0.5,2.99997,0,4294967295,0,2,2,0
0,2,452.108,7051.89,836.991,659142,-2.20265,17,0.5,2.04334,0,4294967295,0,2,2,0
0,3,10.1092,258.275,258.275,1.37583e+006,-2.18799,10,0.105262,2,339.218,17,1,9,7,2
0,3,4.65689,113.887,113.887,459198,-2.20756,12,0.105262,2,140.546,17,1,7,5,2
0,3,0.974313,12.9404,12.9404,593670,-2.35147,14,0.105262,2,16.0321,17,1,5,3,2
0,3,0.358538,11.0993,8.41277,1.91087e+011,-2.24328,15,0.105262,2,0,4294967295,0,4,4,0
0,3,2.4297,64.6307,33.9527,45230.5,-2.71651,16,0.105262,2,0,4294967295,0,3,3,0
0,3,0.505885,3.0459,3.0459,3.43801e+008,-2.46243,16,0.105262,2,8.13777,18,1,3,2,1
0,3,0.988664,12.7751,8.80291,2.11393e+007,-2.35147,17,0.105262,2,0,4294967295,0,2,2,0
0,3,0.478725,3.31612,3.31612,7.94592e+006,-2.46243,17,0.105262,2,2.20877,19,1,2,2,0
0,3,39.6398,386.078,117.54,3.23837e+006,-2.30151,17,0.105262,2,0,4294967295,0,2,2,0
0,4,2.81761,70.6555,70.6555,500853,-2.71651,13,0.105262,3,136.195,17,1,6,4,2
0,4,1.48937,10.5781,10.5781,1.48059e+006,-2.46243,13,0.105262,3.69087,31.164,16,1,6,3,3
0,4,132.336,1482.01,1482.01,43622.9,-2.46243,14,0.105262,3.64926,1612.19,18,1,5,4,1
0,4,79.9738,878.942,878.942,1.7119e+006,-2.30426,15,0.105262,3.63117,518.177,19,1,4,4,0
0,4,11.3367,451.167,278.02,4.87436e+006,-2.24328,16,0.105262,3,0,4294967295,0,3,3,0
0,4,1.50456,10.1894,1.12509,4.05972e+008,-2.46243,16,0.105262,3,0,4294967295,0,3,3,0
0,4,27.0934,715.576,447.367,1.59652e+006,-2.18799,16,0.105262,3,0,4294967295,0,3,3,0
0,4,191.524,2001,658.071,3.63876e+007,-2.30151,16,0.105262,3.33513,0,4294967295,0,3,3,0
0,4,2.75129,70.031,2.42907,8.68632e+007,-2.71651,17,0.105262,4,0,4294967295,0,2,2,0
0,4,6.14185,105.493,79.0819,910257,-2.35147,17,0.105262,3.00002,0,4294967295,0,2,2,0
0,5,12.2629,664.762,664.762,1.92458e+006,-2.34468,10,0.105262,2.00185,473.111,17,1,9,7,2
0,5,44.2169,1128.18,1128.18,3.03109e+006,-2.50065,11,0.105262,2.00786,175.639,19,1,8,8,0
0,5,8.8031,208.265,208.265,4.05691e+006,-2.18799,15,0.105262,2.99946,110.753,19,1,4,4,0
0,5,0.401303,2.29802,2.29802,1.89452e+008,-2.30151,15,0.105262,2.00554,7.14346,17,1,4,2,2
0,5,1.84183,10.7494,10.7494,449108,-2.46243,16,0.105262,2.99652,26.4633,18,1,3,2,1
0,5,2.16728,10.2479,10.2479,6.61263e+007,-2.46243,17,0.105262,2.22612,0.250105,19,1,2,2,0
0,5,0.714832,15.7982,4.77573,1.1582e+008,-2.71651,17,0.105262,2,0,4294967295,0,2,2,0
0,6,19.2755,407.057,407.057,28814.1,-2.35147,0,0.105262,2,490.343,6,1,20,7,13
0,6,107.858,4361.31,4361.31,32206.3,-2.71651,0,0.105262,2,1635.81,14,1,20,15,5
0,6,1558.74,29098.3,26587.7,40680.2,-2.30426,0,0.105262,2,0,4294967295,0,20,20,0
0,6,39.6311,1993.98,1993.98,24042.4,-2.24328,0,0.105262,2,953.003,11,1,20,12,8
0,6,340.553,14255.9,14255.9,71693.7,-2.20756,0,0.105262,2,606.187,19,1,20,20,0
0,6,4588.56,83644,46559,12854,-2.46243,0,0.105262,2,0,4294967295,0,20,20,0
0,6,9.63555,235.422,188.15,1.56849e+006,-2.18799,14,0.105262,2,0,4294967295,0,5,5,0
